Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
São Paulo;SP;3550308;27/03/2020;>50-60%;1;12252023;55%
Guarulhos;SP;3518800;27/03/2020;>50-60%;1;1379182;53%
Campinas;SP;3509502;27/03/2020;>50-60%;1;1204073;54%
São Bernardo do Campo;SP;3548708;27/03/2020;>50-60%;1;838936;53%
São José dos Campos;SP;3549904;27/03/2020;>50-60%;1;721944;55%
Santo André;SP;3547809;27/03/2020;>50-60%;1;718773;54%
Ribeirão Preto;SP;3543402;27/03/2020;>50-60%;1;703293;50%
Osasco;SP;3534401;27/03/2020;>50-60%;1;698418;54%
Sorocaba;SP;3552205;27/03/2020;>50-60%;1;679378;51%
Mauá;SP;3529401;27/03/2020;>50-60%;1;472912;54%
São José do Rio Preto;SP;3549805;27/03/2020;>40-50%;1;460671;48%
Mogi das Cruzes;SP;3530607;27/03/2020;>50-60%;1;445842;54%
Santos;SP;3548500;27/03/2020;>50-60%;1;433311;53%
Diadema;SP;3513801;27/03/2020;>50-60%;1;423884;55%
Jundiaí;SP;3525904;27/03/2020;>50-60%;1;418962;50%
Piracicaba;SP;3538709;27/03/2020;>40-50%;1;404142;50%
Carapicuíba;SP;3510609;27/03/2020;>50-60%;1;400927;53%
Bauru;SP;3506003;27/03/2020;>40-50%;1;376818;47%
Estado de São Paulo;;;27/03/2020;>50-60%;1;;53%
Americana;SP;3501608;27/03/2020;>50-60%;1;239597;52%
Amparo;SP;3501905;27/03/2020;>50-60%;1;72195;55%
Araçatuba;SP;3502804;27/03/2020;>40-50%;1;197016;45%
Araraquara;SP;3503208;27/03/2020;>40-50%;1;236072;48%
Araras;SP;3503307;27/03/2020;>50-60%;1;134236;52%
Arujá;SP;3503901;27/03/2020;>50-60%;1;89824;55%
Assis;SP;3504008;27/03/2020;>50-60%;1;104386;52%
Atibaia;SP;3504107;27/03/2020;>50-60%;1;142761;56%
Avaré;SP;3504503;27/03/2020;>50-60%;1;90655;54%
Barretos;SP;3505500;27/03/2020;>50-60%;1;122098;53%
Barueri;SP;3505708;27/03/2020;>40-50%;1;274182;50%
Bebedouro;SP;3506102;27/03/2020;>60-70%;1;77496;62%
Birigui;SP;3506508;27/03/2020;>50-60%;1;123638;52%
Botucatu;SP;3507506;27/03/2020;>50-60%;1;146497;51%
Bragança Paulista;SP;3507605;27/03/2020;>50-60%;1;168668;50%
Caçapava;SP;3508504;27/03/2020;>60-70%;1;94263;60%
Caieiras;SP;3509007;27/03/2020;>50-60%;1;101470;54%
Cajamar;SP;3509205;27/03/2020;>50-60%;1;76801;56%
Campo Limpo Paulista;SP;3509601;27/03/2020;>50-60%;1;84650;54%
Caraguatatuba;SP;3510500;27/03/2020;>60-70%;1;121532;61%
Catanduva;SP;3511102;27/03/2020;>40-50%;1;121862;46%
Cotia;SP;3513009;27/03/2020;>50-60%;1;249210;57%
Cruzeiro;SP;3513405;27/03/2020;>60-70%;1;82238;64%
Cubatão;SP;3513504;27/03/2020;>40-50%;1;130705;46%
Embu das Artes;SP;3515004;27/03/2020;>50-60%;1;273726;54%
Ferraz de Vasconcelos;SP;3515707;27/03/2020;>40-50%;1;194276;49%
Franca;SP;3516200;27/03/2020;>40-50%;1;353187;50%
Francisco Morato;SP;3516309;27/03/2020;>50-60%;1;175844;50%
Franco da Rocha;SP;3516408;27/03/2020;>50-60%;1;154489;53%
Guaratinguetá;SP;3518404;27/03/2020;>50-60%;1;121798;56%
Guarujá;SP;3518701;27/03/2020;>50-60%;1;320459;56%
Hortolândia;SP;3519071;27/03/2020;>50-60%;1;230851;54%
Ibiúna;SP;3519709;27/03/2020;>60-70%;1;78878;63%
Indaiatuba;SP;3520509;27/03/2020;>50-60%;1;251627;55%
Itanhaém;SP;3522109;27/03/2020;>50-60%;1;101816;59%
Itapecerica da Serra;SP;3522208;27/03/2020;>50-60%;1;175693;58%
Itapetininga;SP;3522307;27/03/2020;>50-60%;1;163901;51%
Itapeva;SP;3522406;27/03/2020;>50-60%;1;94354;51%
Itapevi;SP;3522505;27/03/2020;>50-60%;1;237700;53%
Itapira;SP;3522604;27/03/2020;>50-60%;1;74773;55%
Itaquaquecetuba;SP;3523107;27/03/2020;>50-60%;1;370821;57%
Itatiba;SP;3523404;27/03/2020;>50-60%;1;120858;50%
Itu;SP;3523909;27/03/2020;>50-60%;1;173939;51%
Jaboticabal;SP;3524303;27/03/2020;>50-60%;1;77263;53%
Jacareí;SP;3524402;27/03/2020;>50-60%;1;233662;54%
Jandira;SP;3525003;27/03/2020;>50-60%;1;124937;50%
Jaú;SP;3525300;27/03/2020;>50-60%;1;150252;51%
Leme;SP;3526704;27/03/2020;>50-60%;1;103391;56%
Limeira;SP;3526902;27/03/2020;>40-50%;1;306114;46%
