Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
São Paulo;SP;3550308;10/04/2020;>50-60%;1;12252023;56%
Guarulhos;SP;3518800;10/04/2020;>60-70%;1;1379182;61%
Campinas;SP;3509502;10/04/2020;>50-60%;1;1204073;56%
São Bernardo do Campo;SP;3548708;10/04/2020;>50-60%;1;838936;59%
São José dos Campos;SP;3549904;10/04/2020;>50-60%;1;721944;59%
Santo André;SP;3547809;10/04/2020;>50-60%;1;718773;58%
Ribeirão Preto;SP;3543402;10/04/2020;>50-60%;1;703293;54%
Osasco;SP;3534401;10/04/2020;>60-70%;1;698418;60%
Sorocaba;SP;3552205;10/04/2020;>50-60%;1;679378;56%
Mauá;SP;3529401;10/04/2020;>60-70%;1;472912;61%
São José do Rio Preto;SP;3549805;10/04/2020;>50-60%;1;460671;53%
Mogi das Cruzes;SP;3530607;10/04/2020;>60-70%;1;445842;61%
Santos;SP;3548500;10/04/2020;>50-60%;1;433311;57%
Diadema;SP;3513801;10/04/2020;>60-70%;1;423884;63%
Jundiaí;SP;3525904;10/04/2020;>50-60%;1;418962;57%
Piracicaba;SP;3538709;10/04/2020;>50-60%;1;404142;56%
Carapicuíba;SP;3510609;10/04/2020;>60-70%;1;400927;62%
Bauru;SP;3506003;10/04/2020;>50-60%;1;376818;53%
Estado de São Paulo;;;10/04/2020;>50-60%;1;;57%
Americana;SP;3501608;10/04/2020;>50-60%;1;239597;57%
Amparo;SP;3501905;10/04/2020;>60-70%;1;72195;65%
Araçatuba;SP;3502804;10/04/2020;>50-60%;1;197016;52%
Araraquara;SP;3503208;10/04/2020;>50-60%;1;236072;53%
Araras;SP;3503307;10/04/2020;>60-70%;1;134236;61%
Arujá;SP;3503901;10/04/2020;>40-50%;1;89824;50%
Assis;SP;3504008;10/04/2020;>60-70%;1;104386;60%
Atibaia;SP;3504107;10/04/2020;>60-70%;1;142761;61%
Avaré;SP;3504503;10/04/2020;>60-70%;1;90655;61%
Barretos;SP;3505500;10/04/2020;>50-60%;1;122098;58%
Barueri;SP;3505708;10/04/2020;>50-60%;1;274182;53%
Bebedouro;SP;3506102;10/04/2020;>70%;1;77496;71%
Birigui;SP;3506508;10/04/2020;>50-60%;1;123638;59%
Botucatu;SP;3507506;10/04/2020;>50-60%;1;146497;58%
Bragança Paulista;SP;3507605;10/04/2020;>50-60%;1;168668;58%
Caçapava;SP;3508504;10/04/2020;>60-70%;1;94263;66%
Caieiras;SP;3509007;10/04/2020;>60-70%;1;101470;65%
Cajamar;SP;3509205;10/04/2020;>60-70%;1;76801;67%
Campo Limpo Paulista;SP;3509601;10/04/2020;>60-70%;1;84650;64%
Caraguatatuba;SP;3510500;10/04/2020;>60-70%;1;121532;65%
Catanduva;SP;3511102;10/04/2020;>50-60%;1;121862;51%
Cotia;SP;3513009;10/04/2020;>50-60%;1;249210;60%
Cruzeiro;SP;3513405;10/04/2020;>60-70%;1;82238;69%
Cubatão;SP;3513504;10/04/2020;>50-60%;1;130705;59%
Embu das Artes;SP;3515004;10/04/2020;>60-70%;1;273726;61%
Ferraz de Vasconcelos;SP;3515707;10/04/2020;>50-60%;1;194276;59%
Franca;SP;3516200;10/04/2020;>50-60%;1;353187;60%
Francisco Morato;SP;3516309;10/04/2020;>50-60%;1;175844;58%
Franco da Rocha;SP;3516408;10/04/2020;>60-70%;1;154489;62%
Guaratinguetá;SP;3518404;10/04/2020;>60-70%;1;121798;64%
Guarujá;SP;3518701;10/04/2020;>60-70%;1;320459;61%
Hortolândia;SP;3519071;10/04/2020;>60-70%;1;230851;61%
Ibiúna;SP;3519709;10/04/2020;>60-70%;1;78878;69%
Indaiatuba;SP;3520509;10/04/2020;>60-70%;1;251627;61%
Itanhaém;SP;3522109;10/04/2020;>60-70%;1;101816;65%
Itapecerica da Serra;SP;3522208;10/04/2020;>60-70%;1;175693;65%
Itapetininga;SP;3522307;10/04/2020;>50-60%;1;163901;59%
Itapeva;SP;3522406;10/04/2020;>50-60%;1;94354;58%
Itapevi;SP;3522505;10/04/2020;>50-60%;1;237700;59%
Itapira;SP;3522604;10/04/2020;>60-70%;1;74773;64%
Itaquaquecetuba;SP;3523107;10/04/2020;>60-70%;1;370821;64%
Itatiba;SP;3523404;10/04/2020;>50-60%;1;120858;56%
Itu;SP;3523909;10/04/2020;>50-60%;1;173939;59%
Jaboticabal;SP;3524303;10/04/2020;>50-60%;1;77263;58%
Jacareí;SP;3524402;10/04/2020;>60-70%;1;233662;61%
Jandira;SP;3525003;10/04/2020;>60-70%;1;124937;60%
Jaú;SP;3525300;10/04/2020;>60-70%;1;150252;61%
Leme;SP;3526704;10/04/2020;>60-70%;1;103391;61%
Limeira;SP;3526902;10/04/2020;>50-60%;1;306114;52%
Lins;SP;3527108;10/04/2020;>50-60%;1;78013;58%
Lorena;SP;3527207;10/04/2020;>70%;1;88706;71%
Mairiporã;SP;3528502;10/04/2020;>60-70%;1;100179;67%
Marília;SP;3529005;10/04/2020;>50-60%;1;238882;55%
Matão;SP;3529302;10/04/2020;>50-60%;1;83170;57%
Mogi Guaçu;SP;3530706;10/04/2020;>60-70%;1;151888;61%
Mogi Mirim;SP;3530805;10/04/2020;>60-70%;1;93189;62%
Ourinhos;SP;3534708;10/04/2020;>60-70%;1;113542;62%
Paulínia;SP;3536505;10/04/2020;>60-70%;1;109424;61%
Pindamonhangaba;SP;3538006;10/04/2020;>60-70%;1;168328;66%
Pirassununga;SP;3539301;10/04/2020;>60-70%;1;76409;67%
Poá;SP;3539806;10/04/2020;>60-70%;1;117452;65%
Praia Grande;SP;3541000;10/04/2020;>50-60%;1;325073;58%
Presidente Prudente;SP;3541406;10/04/2020;>50-60%;1;228743;54%
Ribeirão Pires;SP;3543303;10/04/2020;>70%;1;123393;70%
Rio Claro;SP;3543907;10/04/2020;>60-70%;1;206424;62%
Salto;SP;3545209;10/04/2020;>60-70%;1;118663;61%
Santa Bárbara d'Oeste;SP;3545803;10/04/2020;>50-60%;1;193475;57%
Santana de Parnaíba;SP;3547304;10/04/2020;>60-70%;1;139447;61%
São Caetano do Sul;SP;3548807;10/04/2020;>50-60%;1;161127;56%
São Carlos;SP;3548906;10/04/2020;>60-70%;1;251983;61%
São João da Boa Vista;SP;3549102;10/04/2020;>60-70%;1;91211;68%
São Roque;SP;3550605;10/04/2020;>60-70%;1;91016;63%
São Sebastião;SP;3550704;10/04/2020;>70%;1;88980;71%
São Vicente;SP;3551009;10/04/2020;>60-70%;1;365798;66%
Sertãozinho;SP;3551702;10/04/2020;>60-70%;1;125815;66%
Sumaré;SP;3552403;10/04/2020;>50-60%;1;282441;56%
Suzano;SP;3552502;10/04/2020;>60-70%;1;297637;61%
Taboão da Serra;SP;3552809;10/04/2020;>50-60%;1;289664;57%
Tatuí;SP;3554003;10/04/2020;>60-70%;1;121766;62%
Taubaté;SP;3554102;10/04/2020;>50-60%;1;314924;59%
Ubatuba;SP;3555406;10/04/2020;>70%;1;90799;70%
Valinhos;SP;3556206;10/04/2020;>60-70%;1;129193;60%
Várzea Paulista;SP;3556503;10/04/2020;>50-60%;1;121838;55%
Vinhedo;SP;3556701;10/04/2020;>60-70%;1;78728;63%
Votorantim;SP;3557006;10/04/2020;>50-60%;1;122480;60%
Votuporanga;SP;3557105;10/04/2020;>60-70%;1;94547;66%
