Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
São Paulo;SP;3550308;30/04/2020;>40-50%;1;12252023;47%
Guarulhos;SP;3518800;30/04/2020;>40-50%;1;1379182;49%
Campinas;SP;3509502;30/04/2020;>40-50%;1;1204073;44%
São Bernardo do Campo;SP;3548708;30/04/2020;>40-50%;1;838936;47%
São José dos Campos;SP;3549904;30/04/2020;>40-50%;1;721944;47%
Santo André;SP;3547809;30/04/2020;>40-50%;1;718773;48%
Ribeirão Preto;SP;3543402;30/04/2020;Até 40%;1;703293;39%
Osasco;SP;3534401;30/04/2020;>40-50%;1;698418;49%
Sorocaba;SP;3552205;30/04/2020;>40-50%;1;679378;44%
Mauá;SP;3529401;30/04/2020;>50-60%;1;472912;50%
São José do Rio Preto;SP;3549805;30/04/2020;Até 40%;1;460671;38%
Mogi das Cruzes;SP;3530607;30/04/2020;>50-60%;1;445842;50%
Santos;SP;3548500;30/04/2020;>40-50%;1;433311;46%
Diadema;SP;3513801;30/04/2020;>50-60%;1;423884;50%
Jundiaí;SP;3525904;30/04/2020;>40-50%;1;418962;44%
Piracicaba;SP;3538709;30/04/2020;>40-50%;1;404142;43%
Carapicuíba;SP;3510609;30/04/2020;>50-60%;1;400927;51%
Americana;SP;3501608;30/04/2020;>40-50%;1;239597;43%
Amparo;SP;3501905;30/04/2020;>40-50%;1;72195;49%
Araçatuba;SP;3502804;30/04/2020;Até 40%;1;197016;39%
Araraquara;SP;3503208;30/04/2020;Até 40%;1;236072;40%
Araras;SP;3503307;30/04/2020;>40-50%;1;134236;45%
Arujá;SP;3503901;30/04/2020;>50-60%;1;89824;51%
Assis;SP;3504008;30/04/2020;>40-50%;1;104386;45%
Atibaia;SP;3504107;30/04/2020;>40-50%;1;142761;48%
Avaré;SP;3504503;30/04/2020;>40-50%;1;90655;47%
Barretos;SP;3505500;30/04/2020;>40-50%;1;122098;43%
Barueri;SP;3505708;30/04/2020;>40-50%;1;274182;42%
Bauru;SP;3506003;30/04/2020;>40-50%;1;376818;40%
Bebedouro;SP;3506102;30/04/2020;>50-60%;1;77496;54%
Birigui;SP;3506508;30/04/2020;>40-50%;1;123638;47%
Botucatu;SP;3507506;30/04/2020;>40-50%;1;146497;48%
Bragança Paulista;SP;3507605;30/04/2020;>40-50%;1;168668;46%
Caçapava;SP;3508504;30/04/2020;>50-60%;1;94263;55%
Caieiras;SP;3509007;30/04/2020;>50-60%;1;101470;52%
Cajamar;SP;3509205;30/04/2020;>50-60%;1;76801;54%
Campo Limpo Paulista;SP;3509601;30/04/2020;>50-60%;1;84650;51%
Caraguatatuba;SP;3510500;30/04/2020;>50-60%;1;121532;55%
Catanduva;SP;3511102;30/04/2020;Até 40%;1;121862;38%
Cotia;SP;3513009;30/04/2020;>50-60%;1;249210;51%
Cruzeiro;SP;3513405;30/04/2020;>50-60%;1;82238;58%
Cubatão;SP;3513504;30/04/2020;>40-50%;1;130705;48%
Embu das Artes;SP;3515004;30/04/2020;>40-50%;1;273726;48%
