Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Ferraz de Vasconcelos;SP;3515707;30/04/2020;>40-50%;1;194276;49%
Franca;SP;3516200;30/04/2020;>40-50%;1;353187;42%
Francisco Morato;SP;3516309;30/04/2020;>40-50%;1;175844;47%
Franco da Rocha;SP;3516408;30/04/2020;>50-60%;1;154489;51%
Guaratinguetá;SP;3518404;30/04/2020;>50-60%;1;121798;51%
Guarujá;SP;3518701;30/04/2020;>50-60%;1;320459;51%
Hortolândia;SP;3519071;30/04/2020;>40-50%;1;230851;48%
Ibiúna;SP;3519709;30/04/2020;>50-60%;1;78878;54%
Indaiatuba;SP;3520509;30/04/2020;>40-50%;1;251627;48%
Itanhaém;SP;3522109;30/04/2020;>50-60%;1;101816;55%
Itapecerica da Serra;SP;3522208;30/04/2020;>50-60%;1;175693;53%
Itapetininga;SP;3522307;30/04/2020;>40-50%;1;163901;48%
Itapeva;SP;3522406;30/04/2020;>40-50%;1;94354;44%
Itapevi;SP;3522505;30/04/2020;>40-50%;1;237700;50%
Itapira;SP;3522604;30/04/2020;>40-50%;1;74773;48%
Itaquaquecetuba;SP;3523107;30/04/2020;>50-60%;1;370821;53%
Itatiba;SP;3523404;30/04/2020;>40-50%;1;120858;43%
Itu;SP;3523909;30/04/2020;>40-50%;1;173939;46%
Jaboticabal;SP;3524303;30/04/2020;>40-50%;1;77263;44%
Jacareí;SP;3524402;30/04/2020;>40-50%;1;233662;49%
Jandira;SP;3525003;30/04/2020;>40-50%;1;124937;48%
Jaú;SP;3525300;30/04/2020;>40-50%;1;150252;47%
Leme;SP;3526704;30/04/2020;>40-50%;1;103391;48%
Limeira;SP;3526902;30/04/2020;Até 40%;1;306114;38%
Lins;SP;3527108;30/04/2020;>40-50%;1;78013;46%
Lorena;SP;3527207;30/04/2020;>50-60%;1;88706;59%
Mairiporã;SP;3528502;30/04/2020;>50-60%;1;100179;53%
Marília;SP;3529005;30/04/2020;>40-50%;1;238882;43%
Matão;SP;3529302;30/04/2020;>40-50%;1;83170;42%
Mogi Guaçu;SP;3530706;30/04/2020;>40-50%;1;151888;46%
Mogi Mirim;SP;3530805;30/04/2020;>40-50%;1;93189;46%
Ourinhos;SP;3534708;30/04/2020;>40-50%;1;113542;50%
Paulínia;SP;3536505;30/04/2020;>40-50%;1;109424;46%
Pindamonhangaba;SP;3538006;30/04/2020;>50-60%;1;168328;54%
Pirassununga;SP;3539301;30/04/2020;>50-60%;1;76409;52%
Poá;SP;3539806;30/04/2020;>50-60%;1;117452;53%
Praia Grande;SP;3541000;30/04/2020;>40-50%;1;325073;50%
Presidente Prudente;SP;3541406;30/04/2020;Até 40%;1;228743;39%
Ribeirão Pires;SP;3543303;30/04/2020;>50-60%;1;123393;56%
Rio Claro;SP;3543907;30/04/2020;>40-50%;1;206424;48%
Salto;SP;3545209;30/04/2020;>40-50%;1;118663;45%
Santa Bárbara d'Oeste;SP;3545803;30/04/2020;>40-50%;1;193475;42%
Santana de Parnaíba;SP;3547304;30/04/2020;>50-60%;1;139447;50%
São Caetano do Sul;SP;3548807;30/04/2020;>40-50%;1;161127;46%
São Carlos;SP;3548906;30/04/2020;>40-50%;1;251983;47%
São João da Boa Vista;SP;3549102;30/04/2020;>40-50%;1;91211;49%
São Roque;SP;3550605;30/04/2020;>50-60%;1;91016;51%
São Sebastião;SP;3550704;30/04/2020;>60-70%;1;88980;63%
São Vicente;SP;3551009;30/04/2020;>50-60%;1;365798;54%
Sertãozinho;SP;3551702;30/04/2020;>40-50%;1;125815;49%
Sumaré;SP;3552403;30/04/2020;>40-50%;1;282441;42%
Suzano;SP;3552502;30/04/2020;>50-60%;1;297637;50%
Taboão da Serra;SP;3552809;30/04/2020;>40-50%;1;289664;47%
Tatuí;SP;3554003;30/04/2020;>40-50%;1;121766;49%
Taubaté;SP;3554102;30/04/2020;>40-50%;1;314924;47%
Ubatuba;SP;3555406;30/04/2020;>50-60%;1;90799;60%
Valinhos;SP;3556206;30/04/2020;>40-50%;1;129193;46%
Várzea Paulista;SP;3556503;30/04/2020;>40-50%;1;121838;47%
Vinhedo;SP;3556701;30/04/2020;>40-50%;1;78728;50%
Votorantim;SP;3557006;30/04/2020;>40-50%;1;122480;48%
Votuporanga;SP;3557105;30/04/2020;>50-60%;1;94547;52%
