Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Leme;SP;3526704;07/04/2020;>50-60%;1;103391;54%
Limeira;SP;3526902;07/04/2020;>40-50%;1;306114;43%
Lins;SP;3527108;07/04/2020;>40-50%;1;78013;47%
Lorena;SP;3527207;07/04/2020;>60-70%;1;88706;61%
Mairiporã;SP;3528502;07/04/2020;>50-60%;1;100179;58%
Marília;SP;3529005;07/04/2020;>40-50%;1;238882;46%
Matão;SP;3529302;07/04/2020;>40-50%;1;83170;48%
Mogi Guaçu;SP;3530706;07/04/2020;>50-60%;1;151888;51%
Mogi Mirim;SP;3530805;07/04/2020;>50-60%;1;93189;53%
Ourinhos;SP;3534708;07/04/2020;>40-50%;1;113542;49%
Paulínia;SP;3536505;07/04/2020;>40-50%;1;109424;50%
Pindamonhangaba;SP;3538006;07/04/2020;>50-60%;1;168328;57%
Pirassununga;SP;3539301;07/04/2020;>50-60%;1;76409;55%
Poá;SP;3539806;07/04/2020;>50-60%;1;117452;52%
Praia Grande;SP;3541000;07/04/2020;>50-60%;1;325073;51%
Presidente Prudente;SP;3541406;07/04/2020;>40-50%;1;228743;42%
Ribeirão Pires;SP;3543303;07/04/2020;>60-70%;1;123393;61%
Rio Claro;SP;3543907;07/04/2020;>50-60%;1;206424;50%
Salto;SP;3545209;07/04/2020;>50-60%;1;118663;50%
Santa Bárbara d'Oeste;SP;3545803;07/04/2020;>40-50%;1;193475;48%
Santana de Parnaíba;SP;3547304;07/04/2020;>50-60%;1;139447;56%
São Caetano do Sul;SP;3548807;07/04/2020;>50-60%;1;161127;53%
São Carlos;SP;3548906;07/04/2020;>50-60%;1;251983;51%
São João da Boa Vista;SP;3549102;07/04/2020;>50-60%;1;91211;57%
São Roque;SP;3550605;07/04/2020;>50-60%;1;91016;55%
São Sebastião;SP;3550704;07/04/2020;>60-70%;1;88980;67%
São Vicente;SP;3551009;07/04/2020;>50-60%;1;365798;56%
Sertãozinho;SP;3551702;07/04/2020;>50-60%;1;125815;54%
Sumaré;SP;3552403;07/04/2020;>40-50%;1;282441;46%
Suzano;SP;3552502;07/04/2020;>50-60%;1;297637;52%
Taboão da Serra;SP;3552809;07/04/2020;>50-60%;1;289664;51%
Tatuí;SP;3554003;07/04/2020;>50-60%;1;121766;52%
Taubaté;SP;3554102;07/04/2020;>50-60%;1;314924;52%
Ubatuba;SP;3555406;07/04/2020;>60-70%;1;90799;66%
Valinhos;SP;3556206;07/04/2020;>50-60%;1;129193;52%
Várzea Paulista;SP;3556503;07/04/2020;>40-50%;1;121838;48%
Vinhedo;SP;3556701;07/04/2020;>50-60%;1;78728;55%
Votorantim;SP;3557006;07/04/2020;>50-60%;1;122480;52%
Votuporanga;SP;3557105;07/04/2020;>50-60%;1;94547;55%
