Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Itapeva;SP;3522406;02/04/2020;>50-60%;1;94354;50%
Itapevi;SP;3522505;02/04/2020;>50-60%;1;237700;55%
Itapira;SP;3522604;02/04/2020;>50-60%;1;74773;57%
Itaquaquecetuba;SP;3523107;02/04/2020;>50-60%;1;370821;58%
Itatiba;SP;3523404;02/04/2020;>40-50%;1;120858;48%
Itu;SP;3523909;02/04/2020;>50-60%;1;173939;53%
Jaboticabal;SP;3524303;02/04/2020;>50-60%;1;77263;54%
Jacareí;SP;3524402;02/04/2020;>50-60%;1;233662;54%
Jandira;SP;3525003;02/04/2020;>50-60%;1;124937;54%
Jaú;SP;3525300;02/04/2020;>50-60%;1;150252;53%
Leme;SP;3526704;02/04/2020;>50-60%;1;103391;58%
Limeira;SP;3526902;02/04/2020;>40-50%;1;306114;48%
Lins;SP;3527108;02/04/2020;>50-60%;1;78013;52%
Lorena;SP;3527207;02/04/2020;>60-70%;1;88706;65%
Mairiporã;SP;3528502;02/04/2020;>50-60%;1;100179;60%
Marília;SP;3529005;02/04/2020;>40-50%;1;238882;50%
Matão;SP;3529302;02/04/2020;>50-60%;1;83170;52%
Mogi Guaçu;SP;3530706;02/04/2020;>50-60%;1;151888;55%
Mogi Mirim;SP;3530805;02/04/2020;>50-60%;1;93189;57%
Ourinhos;SP;3534708;02/04/2020;>50-60%;1;113542;53%
Paulínia;SP;3536505;02/04/2020;>50-60%;1;109424;55%
Pindamonhangaba;SP;3538006;02/04/2020;>60-70%;1;168328;61%
Pirassununga;SP;3539301;02/04/2020;>50-60%;1;76409;58%
Poá;SP;3539806;02/04/2020;>60-70%;1;117452;60%
Praia Grande;SP;3541000;02/04/2020;>50-60%;1;325073;55%
Presidente Prudente;SP;3541406;02/04/2020;>40-50%;1;228743;47%
Ribeirão Pires;SP;3543303;02/04/2020;>60-70%;1;123393;63%
Rio Claro;SP;3543907;02/04/2020;>50-60%;1;206424;53%
Salto;SP;3545209;02/04/2020;>50-60%;1;118663;54%
Santa Bárbara d'Oeste;SP;3545803;02/04/2020;>50-60%;1;193475;51%
Santana de Parnaíba;SP;3547304;02/04/2020;>50-60%;1;139447;58%
São Caetano do Sul;SP;3548807;02/04/2020;>50-60%;1;161127;56%
São Carlos;SP;3548906;02/04/2020;>50-60%;1;251983;56%
São João da Boa Vista;SP;3549102;02/04/2020;>60-70%;1;91211;61%
São Roque;SP;3550605;02/04/2020;>50-60%;1;91016;59%
São Sebastião;SP;3550704;02/04/2020;>70%;1;88980;73%
São Vicente;SP;3551009;02/04/2020;>50-60%;1;365798;60%
Sertãozinho;SP;3551702;02/04/2020;>50-60%;1;125815;57%
Sumaré;SP;3552403;02/04/2020;>40-50%;1;282441;50%
Suzano;SP;3552502;02/04/2020;>50-60%;1;297637;59%
Taboão da Serra;SP;3552809;02/04/2020;>50-60%;1;289664;55%
Tatuí;SP;3554003;02/04/2020;>50-60%;1;121766;55%
Taubaté;SP;3554102;02/04/2020;>50-60%;1;314924;56%
Ubatuba;SP;3555406;02/04/2020;>60-70%;1;90799;70%
Valinhos;SP;3556206;02/04/2020;>50-60%;1;129193;56%
Várzea Paulista;SP;3556503;02/04/2020;>50-60%;1;121838;51%
Vinhedo;SP;3556701;02/04/2020;>60-70%;1;78728;60%
Votorantim;SP;3557006;02/04/2020;>50-60%;1;122480;56%
Votuporanga;SP;3557105;02/04/2020;>50-60%;1;94547;59%
