Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
São Paulo;SP;3550308;16/04/2020;>40-50%;1;12252023;49%
Guarulhos;SP;3518800;16/04/2020;>50-60%;1;1379182;52%
Campinas;SP;3509502;16/04/2020;>40-50%;1;1204073;47%
São Bernardo do Campo;SP;3548708;16/04/2020;>50-60%;1;838936;50%
São José dos Campos;SP;3549904;16/04/2020;>40-50%;1;721944;50%
Santo André;SP;3547809;16/04/2020;>50-60%;1;718773;51%
Ribeirão Preto;SP;3543402;16/04/2020;>40-50%;1;703293;42%
Osasco;SP;3534401;16/04/2020;>50-60%;1;698418;52%
Sorocaba;SP;3552205;16/04/2020;>40-50%;1;679378;47%
Mauá;SP;3529401;16/04/2020;>50-60%;1;472912;52%
São José do Rio Preto;SP;3549805;16/04/2020;>40-50%;1;460671;42%
Mogi das Cruzes;SP;3530607;16/04/2020;>50-60%;1;445842;53%
Santos;SP;3548500;16/04/2020;>40-50%;1;433311;49%
Diadema;SP;3513801;16/04/2020;>50-60%;1;423884;53%
Jundiaí;SP;3525904;16/04/2020;>40-50%;1;418962;47%
Piracicaba;SP;3538709;16/04/2020;>40-50%;1;404142;47%
Carapicuíba;SP;3510609;16/04/2020;>50-60%;1;400927;53%
Estado de São Paulo;;;16/04/2020;>40-50%;1;;49%
Americana;SP;3501608;16/04/2020;>40-50%;1;239597;47%
Amparo;SP;3501905;16/04/2020;>50-60%;1;72195;52%
Araçatuba;SP;3502804;16/04/2020;>40-50%;1;197016;42%
Araraquara;SP;3503208;16/04/2020;>40-50%;1;236072;44%
Araras;SP;3503307;16/04/2020;>40-50%;1;134236;48%
Arujá;SP;3503901;16/04/2020;>50-60%;1;89824;53%
Assis;SP;3504008;16/04/2020;>40-50%;1;104386;45%
Atibaia;SP;3504107;16/04/2020;>40-50%;1;142761;49%
Avaré;SP;3504503;16/04/2020;>40-50%;1;90655;50%
Barretos;SP;3505500;16/04/2020;>40-50%;1;122098;47%
Barueri;SP;3505708;16/04/2020;>40-50%;1;274182;44%
Bauru;SP;3506003;16/04/2020;>40-50%;1;376818;43%
Bebedouro;SP;3506102;16/04/2020;>50-60%;1;77496;56%
Birigui;SP;3506508;16/04/2020;>40-50%;1;123638;47%
Botucatu;SP;3507506;16/04/2020;>40-50%;1;146497;49%
Bragança Paulista;SP;3507605;16/04/2020;>40-50%;1;168668;48%
Caçapava;SP;3508504;16/04/2020;>50-60%;1;94263;57%
