Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Marília;SP;3529005;13/04/2020;>40-50%;1;238882;46%
Matão;SP;3529302;13/04/2020;>40-50%;1;83170;46%
Mogi Guaçu;SP;3530706;13/04/2020;>40-50%;1;151888;49%
Mogi Mirim;SP;3530805;13/04/2020;>40-50%;1;93189;45%
Ourinhos;SP;3534708;13/04/2020;>50-60%;1;113542;52%
Paulínia;SP;3536505;13/04/2020;>50-60%;1;109424;50%
Pindamonhangaba;SP;3538006;13/04/2020;>60-70%;1;168328;62%
Pirassununga;SP;3539301;13/04/2020;>50-60%;1;76409;55%
Poá;SP;3539806;13/04/2020;>50-60%;1;117452;57%
Praia Grande;SP;3541000;13/04/2020;>50-60%;1;325073;51%
Presidente Prudente;SP;3541406;13/04/2020;>40-50%;1;228743;43%
Ribeirão Pires;SP;3543303;13/04/2020;>60-70%;1;123393;61%
Rio Claro;SP;3543907;13/04/2020;>50-60%;1;206424;53%
Salto;SP;3545209;13/04/2020;>50-60%;1;118663;51%
Santa Bárbara d'Oeste;SP;3545803;13/04/2020;>40-50%;1;193475;44%
Santana de Parnaíba;SP;3547304;13/04/2020;>50-60%;1;139447;53%
São Caetano do Sul;SP;3548807;13/04/2020;>40-50%;1;161127;47%
São Carlos;SP;3548906;13/04/2020;>50-60%;1;251983;52%
São João da Boa Vista;SP;3549102;13/04/2020;>50-60%;1;91211;52%
São Roque;SP;3550605;13/04/2020;>50-60%;1;91016;54%
São Sebastião;SP;3550704;13/04/2020;>60-70%;1;88980;66%
São Vicente;SP;3551009;13/04/2020;>50-60%;1;365798;58%
Sertãozinho;SP;3551702;13/04/2020;>50-60%;1;125815;52%
Sumaré;SP;3552403;13/04/2020;>40-50%;1;282441;46%
Suzano;SP;3552502;13/04/2020;>50-60%;1;297637;53%
Taboão da Serra;SP;3552809;13/04/2020;>40-50%;1;289664;50%
Tatuí;SP;3554003;13/04/2020;>50-60%;1;121766;53%
Taubaté;SP;3554102;13/04/2020;>50-60%;1;314924;55%
Ubatuba;SP;3555406;13/04/2020;>60-70%;1;90799;64%
Valinhos;SP;3556206;13/04/2020;>50-60%;1;129193;50%
Várzea Paulista;SP;3556503;13/04/2020;>50-60%;1;121838;51%
Vinhedo;SP;3556701;13/04/2020;>50-60%;1;78728;54%
Votorantim;SP;3557006;13/04/2020;>50-60%;1;122480;52%
Votuporanga;SP;3557105;13/04/2020;>50-60%;1;94547;52%
