Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Barretos;SP;3505500;31/03/2020;>50-60%;1;122098;55%
Barueri;SP;3505708;31/03/2020;>50-60%;1;274182;50%
Bebedouro;SP;3506102;31/03/2020;>60-70%;1;77496;64%
Birigui;SP;3506508;31/03/2020;>50-60%;1;123638;56%
Botucatu;SP;3507506;31/03/2020;>50-60%;1;146497;56%
Bragança Paulista;SP;3507605;31/03/2020;>50-60%;1;168668;53%
Caçapava;SP;3508504;31/03/2020;>60-70%;1;94263;62%
Caieiras;SP;3509007;31/03/2020;>50-60%;1;101470;56%
Cajamar;SP;3509205;31/03/2020;>50-60%;1;76801;58%
Campo Limpo Paulista;SP;3509601;31/03/2020;>50-60%;1;84650;59%
Caraguatatuba;SP;3510500;31/03/2020;>60-70%;1;121532;64%
Catanduva;SP;3511102;31/03/2020;>40-50%;1;121862;48%
Cotia;SP;3513009;31/03/2020;>50-60%;1;249210;59%
Cruzeiro;SP;3513405;31/03/2020;>60-70%;1;82238;67%
Cubatão;SP;3513504;31/03/2020;>40-50%;1;130705;50%
Embu das Artes;SP;3515004;31/03/2020;>50-60%;1;273726;56%
Ferraz de Vasconcelos;SP;3515707;31/03/2020;>50-60%;1;194276;55%
Franca;SP;3516200;31/03/2020;>40-50%;1;353187;50%
Francisco Morato;SP;3516309;31/03/2020;>50-60%;1;175844;54%
Franco da Rocha;SP;3516408;31/03/2020;>50-60%;1;154489;57%
Guaratinguetá;SP;3518404;31/03/2020;>50-60%;1;121798;60%
Guarujá;SP;3518701;31/03/2020;>50-60%;1;320459;59%
Hortolândia;SP;3519071;31/03/2020;>50-60%;1;230851;57%
Ibiúna;SP;3519709;31/03/2020;>60-70%;1;78878;64%
Indaiatuba;SP;3520509;31/03/2020;>50-60%;1;251627;57%
Itanhaém;SP;3522109;31/03/2020;>60-70%;1;101816;64%
Itapecerica da Serra;SP;3522208;31/03/2020;>60-70%;1;175693;60%
Itapetininga;SP;3522307;31/03/2020;>50-60%;1;163901;56%
Itapeva;SP;3522406;31/03/2020;>50-60%;1;94354;53%
Itapevi;SP;3522505;31/03/2020;>50-60%;1;237700;56%
Itapira;SP;3522604;31/03/2020;>50-60%;1;74773;58%
Itaquaquecetuba;SP;3523107;31/03/2020;>50-60%;1;370821;60%
Itatiba;SP;3523404;31/03/2020;>50-60%;1;120858;53%
Itu;SP;3523909;31/03/2020;>50-60%;1;173939;54%
Jaboticabal;SP;3524303;31/03/2020;>50-60%;1;77263;55%
Jacareí;SP;3524402;31/03/2020;>50-60%;1;233662;55%
Jandira;SP;3525003;31/03/2020;>50-60%;1;124937;55%
Jaú;SP;3525300;31/03/2020;>50-60%;1;150252;55%
Leme;SP;3526704;31/03/2020;>50-60%;1;103391;59%
Limeira;SP;3526902;31/03/2020;>40-50%;1;306114;48%
Lins;SP;3527108;31/03/2020;>50-60%;1;78013;53%
Lorena;SP;3527207;31/03/2020;>60-70%;1;88706;66%
Mairiporã;SP;3528502;31/03/2020;>60-70%;1;100179;63%
Marília;SP;3529005;31/03/2020;>50-60%;1;238882;51%
Matão;SP;3529302;31/03/2020;>50-60%;1;83170;53%
Mogi Guaçu;SP;3530706;31/03/2020;>50-60%;1;151888;56%
Mogi Mirim;SP;3530805;31/03/2020;>50-60%;1;93189;59%
Ourinhos;SP;3534708;31/03/2020;>50-60%;1;113542;55%
Paulínia;SP;3536505;31/03/2020;>50-60%;1;109424;51%
Pindamonhangaba;SP;3538006;31/03/2020;>60-70%;1;168328;61%
Pirassununga;SP;3539301;31/03/2020;>60-70%;1;76409;60%
Poá;SP;3539806;31/03/2020;>50-60%;1;117452;60%
Praia Grande;SP;3541000;31/03/2020;>50-60%;1;325073;55%
Presidente Prudente;SP;3541406;31/03/2020;>40-50%;1;228743;47%
Ribeirão Pires;SP;3543303;31/03/2020;>60-70%;1;123393;65%
Rio Claro;SP;3543907;31/03/2020;>50-60%;1;206424;53%
Salto;SP;3545209;31/03/2020;>50-60%;1;118663;54%
Santa Bárbara d'Oeste;SP;3545803;31/03/2020;>50-60%;1;193475;52%
Santana de Parnaíba;SP;3547304;31/03/2020;>50-60%;1;139447;59%
São Caetano do Sul;SP;3548807;31/03/2020;>50-60%;1;161127;56%
São Carlos;SP;3548906;31/03/2020;>50-60%;1;251983;58%
São João da Boa Vista;SP;3549102;31/03/2020;>60-70%;1;91211;62%
São Roque;SP;3550605;31/03/2020;>50-60%;1;91016;60%
São Sebastião;SP;3550704;31/03/2020;>70%;1;88980;74%
São Vicente;SP;3551009;31/03/2020;>60-70%;1;365798;61%
Sertãozinho;SP;3551702;31/03/2020;>50-60%;1;125815;59%
Sumaré;SP;3552403;31/03/2020;>50-60%;1;282441;51%
Suzano;SP;3552502;31/03/2020;>50-60%;1;297637;58%
Taboão da Serra;SP;3552809;31/03/2020;>50-60%;1;289664;56%
Tatuí;SP;3554003;31/03/2020;>50-60%;1;121766;56%
Taubaté;SP;3554102;31/03/2020;>50-60%;1;314924;57%
Ubatuba;SP;3555406;31/03/2020;>70%;1;90799;71%
Valinhos;SP;3556206;31/03/2020;>50-60%;1;129193;57%
Várzea Paulista;SP;3556503;31/03/2020;>50-60%;1;121838;53%
Vinhedo;SP;3556701;31/03/2020;>50-60%;1;78728;59%
Votorantim;SP;3557006;31/03/2020;>50-60%;1;122480;56%
Votuporanga;SP;3557105;31/03/2020;>50-60%;1;94547;59%
