Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Itatiba;SP;3523404;03/05/2020;>50-60%;1;120858;55%
Itu;SP;3523909;03/05/2020;>50-60%;1;173939;57%
Jaboticabal;SP;3524303;03/05/2020;>50-60%;1;77263;59%
Jacareí;SP;3524402;03/05/2020;>60-70%;1;233662;62%
Jandira;SP;3525003;03/05/2020;>60-70%;1;124937;61%
Jaú;SP;3525300;03/05/2020;>50-60%;1;150252;60%
Leme;SP;3526704;03/05/2020;>60-70%;1;103391;60%
Limeira;SP;3526902;03/05/2020;>50-60%;1;306114;51%
Lins;SP;3527108;03/05/2020;>50-60%;1;78013;58%
Lorena;SP;3527207;03/05/2020;>60-70%;1;88706;69%
Mairiporã;SP;3528502;03/05/2020;>60-70%;1;100179;67%
Marília;SP;3529005;03/05/2020;>50-60%;1;238882;54%
Matão;SP;3529302;03/05/2020;>50-60%;1;83170;53%
Mogi Guaçu;SP;3530706;03/05/2020;>50-60%;1;151888;56%
Mogi Mirim;SP;3530805;03/05/2020;>50-60%;1;93189;59%
Ourinhos;SP;3534708;03/05/2020;>60-70%;1;113542;60%
Paulínia;SP;3536505;03/05/2020;>60-70%;1;109424;61%
Pindamonhangaba;SP;3538006;03/05/2020;>60-70%;1;168328;66%
Pirassununga;SP;3539301;03/05/2020;>60-70%;1;76409;64%
Poá;SP;3539806;03/05/2020;>60-70%;1;117452;66%
Praia Grande;SP;3541000;03/05/2020;>60-70%;1;325073;60%
Presidente Prudente;SP;3541406;03/05/2020;>50-60%;1;228743;53%
Ribeirão Pires;SP;3543303;03/05/2020;>60-70%;1;123393;69%
Rio Claro;SP;3543907;03/05/2020;>60-70%;1;206424;61%
Salto;SP;3545209;03/05/2020;>50-60%;1;118663;58%
Santa Bárbara d'Oeste;SP;3545803;03/05/2020;>50-60%;1;193475;55%
Santana de Parnaíba;SP;3547304;03/05/2020;>60-70%;1;139447;62%
São Caetano do Sul;SP;3548807;03/05/2020;>50-60%;1;161127;57%
São Carlos;SP;3548906;03/05/2020;>50-60%;1;251983;60%
São João da Boa Vista;SP;3549102;03/05/2020;>60-70%;1;91211;63%
São Roque;SP;3550605;03/05/2020;>60-70%;1;91016;63%
São Sebastião;SP;3550704;03/05/2020;>60-70%;1;88980;67%
São Vicente;SP;3551009;03/05/2020;>60-70%;1;365798;68%
Sertãozinho;SP;3551702;03/05/2020;>60-70%;1;125815;65%
Sumaré;SP;3552403;03/05/2020;>50-60%;1;282441;56%
Suzano;SP;3552502;03/05/2020;>60-70%;1;297637;63%
Taboão da Serra;SP;3552809;03/05/2020;>50-60%;1;289664;59%
Tatuí;SP;3554003;03/05/2020;>60-70%;1;121766;61%
Taubaté;SP;3554102;03/05/2020;>50-60%;1;314924;59%
Ubatuba;SP;3555406;03/05/2020;>60-70%;1;90799;69%
Valinhos;SP;3556206;03/05/2020;>50-60%;1;129193;59%
Várzea Paulista;SP;3556503;03/05/2020;>50-60%;1;121838;58%
Vinhedo;SP;3556701;03/05/2020;>60-70%;1;78728;63%
Votorantim;SP;3557006;03/05/2020;>50-60%;1;122480;59%
Votuporanga;SP;3557105;03/05/2020;>60-70%;1;94547;64%
