Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Ribeirão Pires;SP;3543303;02/05/2020;>60-70%;1;123393;62%
Rio Claro;SP;3543907;02/05/2020;>50-60%;1;206424;54%
Salto;SP;3545209;02/05/2020;>50-60%;1;118663;53%
Santa Bárbara d'Oeste;SP;3545803;02/05/2020;>40-50%;1;193475;49%
Santana de Parnaíba;SP;3547304;02/05/2020;>50-60%;1;139447;56%
São Caetano do Sul;SP;3548807;02/05/2020;>50-60%;1;161127;50%
São Carlos;SP;3548906;02/05/2020;>50-60%;1;251983;53%
São João da Boa Vista;SP;3549102;02/05/2020;>50-60%;1;91211;57%
São Roque;SP;3550605;02/05/2020;>50-60%;1;91016;56%
São Sebastião;SP;3550704;02/05/2020;>60-70%;1;88980;69%
São Vicente;SP;3551009;02/05/2020;>60-70%;1;365798;61%
Sertãozinho;SP;3551702;02/05/2020;>50-60%;1;125815;59%
Sumaré;SP;3552403;02/05/2020;>40-50%;1;282441;49%
Suzano;SP;3552502;02/05/2020;>50-60%;1;297637;56%
Taboão da Serra;SP;3552809;02/05/2020;>50-60%;1;289664;52%
Tatuí;SP;3554003;02/05/2020;>50-60%;1;121766;55%
Taubaté;SP;3554102;02/05/2020;>50-60%;1;314924;52%
Ubatuba;SP;3555406;02/05/2020;>60-70%;1;90799;67%
Valinhos;SP;3556206;02/05/2020;>50-60%;1;129193;52%
Várzea Paulista;SP;3556503;02/05/2020;>50-60%;1;121838;51%
Vinhedo;SP;3556701;02/05/2020;>50-60%;1;78728;57%
Votorantim;SP;3557006;02/05/2020;>50-60%;1;122480;53%
Votuporanga;SP;3557105;02/05/2020;>50-60%;1;94547;58%
