Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Matão;SP;3529302;06/04/2020;>50-60%;1;83170;50%
Mogi Guaçu;SP;3530706;06/04/2020;>50-60%;1;151888;53%
Mogi Mirim;SP;3530805;06/04/2020;>50-60%;1;93189;55%
Ourinhos;SP;3534708;06/04/2020;>50-60%;1;113542;50%
Paulínia;SP;3536505;06/04/2020;>50-60%;1;109424;52%
Pindamonhangaba;SP;3538006;06/04/2020;>50-60%;1;168328;58%
Pirassununga;SP;3539301;06/04/2020;>50-60%;1;76409;56%
Poá;SP;3539806;06/04/2020;>50-60%;1;117452;56%
Praia Grande;SP;3541000;06/04/2020;>50-60%;1;325073;51%
Presidente Prudente;SP;3541406;06/04/2020;>40-50%;1;228743;44%
Ribeirão Pires;SP;3543303;06/04/2020;>60-70%;1;123393;61%
Rio Claro;SP;3543907;06/04/2020;>50-60%;1;206424;51%
Salto;SP;3545209;06/04/2020;>50-60%;1;118663;51%
Santa Bárbara d'Oeste;SP;3545803;06/04/2020;>40-50%;1;193475;49%
Santana de Parnaíba;SP;3547304;06/04/2020;>50-60%;1;139447;56%
São Caetano do Sul;SP;3548807;06/04/2020;>50-60%;1;161127;54%
São Carlos;SP;3548906;06/04/2020;>50-60%;1;251983;53%
São João da Boa Vista;SP;3549102;06/04/2020;>50-60%;1;91211;58%
São Roque;SP;3550605;06/04/2020;>50-60%;1;91016;56%
São Sebastião;SP;3550704;06/04/2020;>60-70%;1;88980;68%
São Vicente;SP;3551009;06/04/2020;>50-60%;1;365798;57%
Sertãozinho;SP;3551702;06/04/2020;>50-60%;1;125815;55%
Sumaré;SP;3552403;06/04/2020;>40-50%;1;282441;48%
Suzano;SP;3552502;06/04/2020;>50-60%;1;297637;54%
Taboão da Serra;SP;3552809;06/04/2020;>50-60%;1;289664;52%
Tatuí;SP;3554003;06/04/2020;>50-60%;1;121766;53%
Taubaté;SP;3554102;06/04/2020;>50-60%;1;314924;53%
Ubatuba;SP;3555406;06/04/2020;>60-70%;1;90799;67%
Valinhos;SP;3556206;06/04/2020;>50-60%;1;129193;53%
Várzea Paulista;SP;3556503;06/04/2020;>40-50%;1;121838;47%
Vinhedo;SP;3556701;06/04/2020;>50-60%;1;78728;56%
Votorantim;SP;3557006;06/04/2020;>50-60%;1;122480;52%
Votuporanga;SP;3557105;06/04/2020;>50-60%;1;94547;56%
