Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Mogi Guaçu;SP;3530706;05/04/2020;>50-60%;1;151888;58%
Mogi Mirim;SP;3530805;05/04/2020;>60-70%;1;93189;61%
Ourinhos;SP;3534708;05/04/2020;>50-60%;1;113542;54%
Paulínia;SP;3536505;05/04/2020;>60-70%;1;109424;62%
Pindamonhangaba;SP;3538006;05/04/2020;>60-70%;1;168328;64%
Pirassununga;SP;3539301;05/04/2020;>60-70%;1;76409;62%
Poá;SP;3539806;05/04/2020;>60-70%;1;117452;64%
Praia Grande;SP;3541000;05/04/2020;>50-60%;1;325073;58%
Presidente Prudente;SP;3541406;05/04/2020;>50-60%;1;228743;51%
Ribeirão Pires;SP;3543303;05/04/2020;>60-70%;1;123393;68%
Rio Claro;SP;3543907;05/04/2020;>50-60%;1;206424;59%
Salto;SP;3545209;05/04/2020;>50-60%;1;118663;59%
Santa Bárbara d'Oeste;SP;3545803;05/04/2020;>50-60%;1;193475;56%
Santana de Parnaíba;SP;3547304;05/04/2020;>60-70%;1;139447;63%
São Caetano do Sul;SP;3548807;05/04/2020;>50-60%;1;161127;59%
São Carlos;SP;3548906;05/04/2020;>60-70%;1;251983;60%
São João da Boa Vista;SP;3549102;05/04/2020;>60-70%;1;91211;65%
São Roque;SP;3550605;05/04/2020;>60-70%;1;91016;62%
São Sebastião;SP;3550704;05/04/2020;>70%;1;88980;71%
São Vicente;SP;3551009;05/04/2020;>60-70%;1;365798;64%
Sertãozinho;SP;3551702;05/04/2020;>60-70%;1;125815;64%
Sumaré;SP;3552403;05/04/2020;>50-60%;1;282441;58%
Suzano;SP;3552502;05/04/2020;>60-70%;1;297637;61%
Taboão da Serra;SP;3552809;05/04/2020;>50-60%;1;289664;58%
Tatuí;SP;3554003;05/04/2020;>50-60%;1;121766;59%
Taubaté;SP;3554102;05/04/2020;>50-60%;1;314924;59%
Ubatuba;SP;3555406;05/04/2020;>70%;1;90799;70%
Valinhos;SP;3556206;05/04/2020;>60-70%;1;129193;61%
Várzea Paulista;SP;3556503;05/04/2020;>40-50%;1;121838;48%
Vinhedo;SP;3556701;05/04/2020;>60-70%;1;78728;63%
Votorantim;SP;3557006;05/04/2020;>50-60%;1;122480;58%
Votuporanga;SP;3557105;05/04/2020;>60-70%;1;94547;62%
