Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Cubatão;SP;3513504;08/04/2020;>40-50%;1;130705;45%
Embu das Artes;SP;3515004;08/04/2020;>50-60%;1;273726;51%
Ferraz de Vasconcelos;SP;3515707;08/04/2020;>50-60%;1;194276;50%
Franca;SP;3516200;08/04/2020;>40-50%;1;353187;45%
Francisco Morato;SP;3516309;08/04/2020;>40-50%;1;175844;48%
Franco da Rocha;SP;3516408;08/04/2020;>50-60%;1;154489;51%
Guaratinguetá;SP;3518404;08/04/2020;>50-60%;1;121798;54%
Guarujá;SP;3518701;08/04/2020;>50-60%;1;320459;54%
Hortolândia;SP;3519071;08/04/2020;>50-60%;1;230851;51%
Ibiúna;SP;3519709;08/04/2020;>50-60%;1;78878;59%
Indaiatuba;SP;3520509;08/04/2020;>50-60%;1;251627;52%
Itanhaém;SP;3522109;08/04/2020;>50-60%;1;101816;58%
Itapecerica da Serra;SP;3522208;08/04/2020;>50-60%;1;175693;55%
Itapetininga;SP;3522307;08/04/2020;>50-60%;1;163901;51%
Itapeva;SP;3522406;08/04/2020;>40-50%;1;94354;47%
Itapevi;SP;3522505;08/04/2020;>50-60%;1;237700;51%
Itapira;SP;3522604;08/04/2020;>50-60%;1;74773;52%
Itaquaquecetuba;SP;3523107;08/04/2020;>50-60%;1;370821;54%
Itatiba;SP;3523404;08/04/2020;>40-50%;1;120858;46%
Itu;SP;3523909;08/04/2020;>40-50%;1;173939;48%
Jaboticabal;SP;3524303;08/04/2020;>40-50%;1;77263;49%
Jacareí;SP;3524402;08/04/2020;>50-60%;1;233662;51%
Jandira;SP;3525003;08/04/2020;>50-60%;1;124937;51%
Jaú;SP;3525300;08/04/2020;>40-50%;1;150252;49%
Leme;SP;3526704;08/04/2020;>50-60%;1;103391;53%
Limeira;SP;3526902;08/04/2020;>40-50%;1;306114;43%
Lins;SP;3527108;08/04/2020;>40-50%;1;78013;47%
Lorena;SP;3527207;08/04/2020;>60-70%;1;88706;61%
Mairiporã;SP;3528502;08/04/2020;>50-60%;1;100179;57%
Marília;SP;3529005;08/04/2020;>40-50%;1;238882;46%
Matão;SP;3529302;08/04/2020;>40-50%;1;83170;47%
Mogi Guaçu;SP;3530706;08/04/2020;>40-50%;1;151888;48%
Mogi Mirim;SP;3530805;08/04/2020;>50-60%;1;93189;51%
Ourinhos;SP;3534708;08/04/2020;>40-50%;1;113542;48%
Paulínia;SP;3536505;08/04/2020;>40-50%;1;109424;50%
Pindamonhangaba;SP;3538006;08/04/2020;>50-60%;1;168328;56%
Pirassununga;SP;3539301;08/04/2020;>50-60%;1;76409;53%
Poá;SP;3539806;08/04/2020;>50-60%;1;117452;54%
Praia Grande;SP;3541000;08/04/2020;>50-60%;1;325073;51%
Presidente Prudente;SP;3541406;08/04/2020;>40-50%;1;228743;42%
Ribeirão Pires;SP;3543303;08/04/2020;>50-60%;1;123393;60%
Rio Claro;SP;3543907;08/04/2020;>50-60%;1;206424;51%
Salto;SP;3545209;08/04/2020;>40-50%;1;118663;49%
Santa Bárbara d'Oeste;SP;3545803;08/04/2020;>40-50%;1;193475;46%
Santana de Parnaíba;SP;3547304;08/04/2020;>50-60%;1;139447;54%
São Caetano do Sul;SP;3548807;08/04/2020;>50-60%;1;161127;51%
São Carlos;SP;3548906;08/04/2020;>50-60%;1;251983;52%
São João da Boa Vista;SP;3549102;08/04/2020;>50-60%;1;91211;55%
São Roque;SP;3550605;08/04/2020;>50-60%;1;91016;55%
São Sebastião;SP;3550704;08/04/2020;>60-70%;1;88980;67%
São Vicente;SP;3551009;08/04/2020;>50-60%;1;365798;57%
Sertãozinho;SP;3551702;08/04/2020;>50-60%;1;125815;53%
Sumaré;SP;3552403;08/04/2020;>40-50%;1;282441;46%
Suzano;SP;3552502;08/04/2020;>50-60%;1;297637;53%
Taboão da Serra;SP;3552809;08/04/2020;>50-60%;1;289664;51%
Tatuí;SP;3554003;08/04/2020;>50-60%;1;121766;51%
Taubaté;SP;3554102;08/04/2020;>50-60%;1;314924;51%
Ubatuba;SP;3555406;08/04/2020;>60-70%;1;90799;64%
Valinhos;SP;3556206;08/04/2020;>50-60%;1;129193;51%
Várzea Paulista;SP;3556503;08/04/2020;>40-50%;1;121838;47%
Vinhedo;SP;3556701;08/04/2020;>50-60%;1;78728;54%
Votorantim;SP;3557006;08/04/2020;>40-50%;1;122480;47%
Votuporanga;SP;3557105;08/04/2020;>50-60%;1;94547;55%
