Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Pindamonhangaba;SP;3538006;01/04/2020;>60-70%;1;168328;61%
Pirassununga;SP;3539301;01/04/2020;>50-60%;1;76409;60%
Poá;SP;3539806;01/04/2020;>50-60%;1;117452;59%
Praia Grande;SP;3541000;01/04/2020;>50-60%;1;325073;54%
Presidente Prudente;SP;3541406;01/04/2020;>40-50%;1;228743;46%
Ribeirão Pires;SP;3543303;01/04/2020;>60-70%;1;123393;65%
Rio Claro;SP;3543907;01/04/2020;>50-60%;1;206424;55%
Salto;SP;3545209;01/04/2020;>50-60%;1;118663;54%
Santa Bárbara d'Oeste;SP;3545803;01/04/2020;>50-60%;1;193475;51%
Santana de Parnaíba;SP;3547304;01/04/2020;>50-60%;1;139447;59%
São Caetano do Sul;SP;3548807;01/04/2020;>50-60%;1;161127;56%
São Carlos;SP;3548906;01/04/2020;>50-60%;1;251983;57%
São João da Boa Vista;SP;3549102;01/04/2020;>60-70%;1;91211;62%
São Roque;SP;3550605;01/04/2020;>50-60%;1;91016;59%
São Sebastião;SP;3550704;01/04/2020;>70%;1;88980;74%
São Vicente;SP;3551009;01/04/2020;>60-70%;1;365798;60%
Sertãozinho;SP;3551702;01/04/2020;>50-60%;1;125815;58%
Sumaré;SP;3552403;01/04/2020;>50-60%;1;282441;50%
Suzano;SP;3552502;01/04/2020;>50-60%;1;297637;57%
Taboão da Serra;SP;3552809;01/04/2020;>50-60%;1;289664;55%
Tatuí;SP;3554003;01/04/2020;>50-60%;1;121766;56%
Taubaté;SP;3554102;01/04/2020;>50-60%;1;314924;57%
Ubatuba;SP;3555406;01/04/2020;>70%;1;90799;70%
Valinhos;SP;3556206;01/04/2020;>50-60%;1;129193;55%
Várzea Paulista;SP;3556503;01/04/2020;>50-60%;1;121838;52%
Vinhedo;SP;3556701;01/04/2020;>50-60%;1;78728;59%
Votorantim;SP;3557006;01/04/2020;>50-60%;1;122480;56%
Votuporanga;SP;3557105;01/04/2020;>50-60%;1;94547;59%
