Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Itapeva;SP;3522406;30/03/2020;>50-60%;1;94354;54%
Itapevi;SP;3522505;30/03/2020;>50-60%;1;237700;56%
Itapira;SP;3522604;30/03/2020;>50-60%;1;74773;58%
Itaquaquecetuba;SP;3523107;30/03/2020;>50-60%;1;370821;59%
Itatiba;SP;3523404;30/03/2020;>50-60%;1;120858;54%
Itu;SP;3523909;30/03/2020;>50-60%;1;173939;54%
Jaboticabal;SP;3524303;30/03/2020;>40-50%;1;77263;49%
Jacareí;SP;3524402;30/03/2020;>50-60%;1;233662;56%
Jandira;SP;3525003;30/03/2020;>50-60%;1;124937;56%
Jaú;SP;3525300;30/03/2020;>50-60%;1;150252;55%
Leme;SP;3526704;30/03/2020;>50-60%;1;103391;60%
Limeira;SP;3526902;30/03/2020;>40-50%;1;306114;48%
Lins;SP;3527108;30/03/2020;>50-60%;1;78013;53%
Lorena;SP;3527207;30/03/2020;>60-70%;1;88706;66%
Mairiporã;SP;3528502;30/03/2020;>60-70%;1;100179;62%
Marília;SP;3529005;30/03/2020;>50-60%;1;238882;51%
Matão;SP;3529302;30/03/2020;>50-60%;1;83170;54%
Mogi Guaçu;SP;3530706;30/03/2020;>50-60%;1;151888;57%
Mogi Mirim;SP;3530805;30/03/2020;>50-60%;1;93189;58%
Ourinhos;SP;3534708;30/03/2020;>50-60%;1;113542;55%
Paulínia;SP;3536505;30/03/2020;>50-60%;1;109424;54%
Pindamonhangaba;SP;3538006;30/03/2020;>60-70%;1;168328;62%
Pirassununga;SP;3539301;30/03/2020;>60-70%;1;76409;61%
Poá;SP;3539806;30/03/2020;>50-60%;1;117452;60%
Praia Grande;SP;3541000;30/03/2020;>50-60%;1;325073;56%
Presidente Prudente;SP;3541406;30/03/2020;>40-50%;1;228743;47%
Ribeirão Pires;SP;3543303;30/03/2020;>60-70%;1;123393;65%
Rio Claro;SP;3543907;30/03/2020;>50-60%;1;206424;55%
Salto;SP;3545209;30/03/2020;>50-60%;1;118663;55%
Santa Bárbara d'Oeste;SP;3545803;30/03/2020;>50-60%;1;193475;53%
Santana de Parnaíba;SP;3547304;30/03/2020;>50-60%;1;139447;59%
São Caetano do Sul;SP;3548807;30/03/2020;>50-60%;1;161127;56%
São Carlos;SP;3548906;30/03/2020;>50-60%;1;251983;58%
São João da Boa Vista;SP;3549102;30/03/2020;>60-70%;1;91211;61%
São Roque;SP;3550605;30/03/2020;>50-60%;1;91016;59%
São Sebastião;SP;3550704;30/03/2020;>70%;1;88980;72%
São Vicente;SP;3551009;30/03/2020;>60-70%;1;365798;61%
Sertãozinho;SP;3551702;30/03/2020;>50-60%;1;125815;58%
Sumaré;SP;3552403;30/03/2020;>50-60%;1;282441;51%
Suzano;SP;3552502;30/03/2020;>50-60%;1;297637;58%
Taboão da Serra;SP;3552809;30/03/2020;>50-60%;1;289664;55%
Tatuí;SP;3554003;30/03/2020;>50-60%;1;121766;57%
Taubaté;SP;3554102;30/03/2020;>50-60%;1;314924;57%
Ubatuba;SP;3555406;30/03/2020;>70%;1;90799;71%
Valinhos;SP;3556206;30/03/2020;>50-60%;1;129193;57%
Várzea Paulista;SP;3556503;30/03/2020;>50-60%;1;121838;54%
Vinhedo;SP;3556701;30/03/2020;>50-60%;1;78728;60%
Votorantim;SP;3557006;30/03/2020;>50-60%;1;122480;56%
Votuporanga;SP;3557105;30/03/2020;>50-60%;1;94547;59%
