Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Catanduva;SP;3511102;29/03/2020;>50-60%;1;121862;52%
Cotia;SP;3513009;29/03/2020;>60-70%;1;249210;64%
Cruzeiro;SP;3513405;29/03/2020;>60-70%;1;82238;65%
Cubatão;SP;3513504;29/03/2020;>50-60%;1;130705;55%
Embu das Artes;SP;3515004;29/03/2020;>60-70%;1;273726;61%
Ferraz de Vasconcelos;SP;3515707;29/03/2020;>50-60%;1;194276;54%
Franca;SP;3516200;29/03/2020;>50-60%;1;353187;58%
Francisco Morato;SP;3516309;29/03/2020;>50-60%;1;175844;57%
Franco da Rocha;SP;3516408;29/03/2020;>50-60%;1;154489;58%
Guaratinguetá;SP;3518404;29/03/2020;>50-60%;1;121798;60%
Guarujá;SP;3518701;29/03/2020;>50-60%;1;320459;59%
Hortolândia;SP;3519071;29/03/2020;>50-60%;1;230851;57%
Ibiúna;SP;3519709;29/03/2020;>60-70%;1;78878;66%
Indaiatuba;SP;3520509;29/03/2020;>60-70%;1;251627;61%
Itanhaém;SP;3522109;29/03/2020;>60-70%;1;101816;62%
Itapecerica da Serra;SP;3522208;29/03/2020;>60-70%;1;175693;65%
Itapetininga;SP;3522307;29/03/2020;>50-60%;1;163901;56%
Itapeva;SP;3522406;29/03/2020;>50-60%;1;94354;53%
Itapevi;SP;3522505;29/03/2020;>60-70%;1;237700;60%
Itapira;SP;3522604;29/03/2020;>60-70%;1;74773;61%
Itaquaquecetuba;SP;3523107;29/03/2020;>60-70%;1;370821;64%
Itatiba;SP;3523404;29/03/2020;>50-60%;1;120858;57%
Itu;SP;3523909;29/03/2020;>50-60%;1;173939;58%
Jaboticabal;SP;3524303;29/03/2020;>50-60%;1;77263;55%
Jacareí;SP;3524402;29/03/2020;>50-60%;1;233662;59%
Jandira;SP;3525003;29/03/2020;>50-60%;1;124937;57%
Jaú;SP;3525300;29/03/2020;>50-60%;1;150252;57%
Leme;SP;3526704;29/03/2020;>60-70%;1;103391;61%
Limeira;SP;3526902;29/03/2020;>50-60%;1;306114;53%
Lins;SP;3527108;29/03/2020;>50-60%;1;78013;55%
Lorena;SP;3527207;29/03/2020;>60-70%;1;88706;66%
Mairiporã;SP;3528502;29/03/2020;>60-70%;1;100179;67%
Marília;SP;3529005;29/03/2020;>50-60%;1;238882;53%
Matão;SP;3529302;29/03/2020;>50-60%;1;83170;57%
Mogi Guaçu;SP;3530706;29/03/2020;>50-60%;1;151888;59%
Mogi Mirim;SP;3530805;29/03/2020;>60-70%;1;93189;62%
Ourinhos;SP;3534708;29/03/2020;>50-60%;1;113542;55%
Paulínia;SP;3536505;29/03/2020;>60-70%;1;109424;63%
Pindamonhangaba;SP;3538006;29/03/2020;>60-70%;1;168328;64%
Pirassununga;SP;3539301;29/03/2020;>60-70%;1;76409;62%
Poá;SP;3539806;29/03/2020;>60-70%;1;117452;63%
Praia Grande;SP;3541000;29/03/2020;>50-60%;1;325073;57%
Presidente Prudente;SP;3541406;29/03/2020;>50-60%;1;228743;52%
Ribeirão Pires;SP;3543303;29/03/2020;>60-70%;1;123393;67%
Rio Claro;SP;3543907;29/03/2020;>50-60%;1;206424;58%
Salto;SP;3545209;29/03/2020;>50-60%;1;118663;59%
Santa Bárbara d'Oeste;SP;3545803;29/03/2020;>50-60%;1;193475;57%
Santana de Parnaíba;SP;3547304;29/03/2020;>60-70%;1;139447;64%
São Caetano do Sul;SP;3548807;29/03/2020;>50-60%;1;161127;58%
São Carlos;SP;3548906;29/03/2020;>60-70%;1;251983;61%
São João da Boa Vista;SP;3549102;29/03/2020;>60-70%;1;91211;66%
São Roque;SP;3550605;29/03/2020;>60-70%;1;91016;64%
São Sebastião;SP;3550704;29/03/2020;>70%;1;88980;71%
São Vicente;SP;3551009;29/03/2020;>60-70%;1;365798;63%
Sertãozinho;SP;3551702;29/03/2020;>60-70%;1;125815;63%
Sumaré;SP;3552403;29/03/2020;>50-60%;1;282441;58%
Suzano;SP;3552502;29/03/2020;>60-70%;1;297637;61%
Taboão da Serra;SP;3552809;29/03/2020;>50-60%;1;289664;59%
Tatuí;SP;3554003;29/03/2020;>50-60%;1;121766;56%
Taubaté;SP;3554102;29/03/2020;>50-60%;1;314924;59%
Ubatuba;SP;3555406;29/03/2020;>60-70%;1;90799;68%
Valinhos;SP;3556206;29/03/2020;>60-70%;1;129193;61%
Várzea Paulista;SP;3556503;29/03/2020;>50-60%;1;121838;57%
Vinhedo;SP;3556701;29/03/2020;>60-70%;1;78728;64%
Votorantim;SP;3557006;29/03/2020;>50-60%;1;122480;59%
Votuporanga;SP;3557105;29/03/2020;>60-70%;1;94547;60%
