Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Cruzeiro;SP;3513405;22/04/2020;>60-70%;1;82238;60%
Cubatão;SP;3513504;22/04/2020;>50-60%;1;130705;50%
Embu das Artes;SP;3515004;22/04/2020;>40-50%;1;273726;49%
Ferraz de Vasconcelos;SP;3515707;22/04/2020;>50-60%;1;194276;50%
Franca;SP;3516200;22/04/2020;>40-50%;1;353187;41%
Francisco Morato;SP;3516309;22/04/2020;>40-50%;1;175844;49%
Franco da Rocha;SP;3516408;22/04/2020;>50-60%;1;154489;51%
Guaratinguetá;SP;3518404;22/04/2020;>50-60%;1;121798;53%
Guarujá;SP;3518701;22/04/2020;>50-60%;1;320459;52%
Hortolândia;SP;3519071;22/04/2020;>40-50%;1;230851;49%
Ibiúna;SP;3519709;22/04/2020;>50-60%;1;78878;55%
Indaiatuba;SP;3520509;22/04/2020;>40-50%;1;251627;49%
Itanhaém;SP;3522109;22/04/2020;>60-70%;1;101816;60%
Itapecerica da Serra;SP;3522208;22/04/2020;>50-60%;1;175693;54%
Itapetininga;SP;3522307;22/04/2020;>40-50%;1;163901;49%
Itapeva;SP;3522406;22/04/2020;>40-50%;1;94354;47%
Itapevi;SP;3522505;22/04/2020;>40-50%;1;237700;46%
Itapira;SP;3522604;22/04/2020;>40-50%;1;74773;49%
Itaquaquecetuba;SP;3523107;22/04/2020;>50-60%;1;370821;52%
Itatiba;SP;3523404;22/04/2020;>40-50%;1;120858;44%
Itu;SP;3523909;22/04/2020;>40-50%;1;173939;46%
Jaboticabal;SP;3524303;22/04/2020;>40-50%;1;77263;46%
Jacareí;SP;3524402;22/04/2020;>50-60%;1;233662;50%
Jandira;SP;3525003;22/04/2020;>40-50%;1;124937;47%
Jaú;SP;3525300;22/04/2020;>40-50%;1;150252;48%
Leme;SP;3526704;22/04/2020;>40-50%;1;103391;50%
Limeira;SP;3526902;22/04/2020;Até 40%;1;306114;38%
Lins;SP;3527108;22/04/2020;>40-50%;1;78013;47%
Lorena;SP;3527207;22/04/2020;>60-70%;1;88706;60%
Mairiporã;SP;3528502;22/04/2020;>50-60%;1;100179;55%
Marília;SP;3529005;22/04/2020;>40-50%;1;238882;45%
Matão;SP;3529302;22/04/2020;>40-50%;1;83170;44%
Mogi Guaçu;SP;3530706;22/04/2020;>40-50%;1;151888;47%
Mogi Mirim;SP;3530805;22/04/2020;>40-50%;1;93189;49%
Ourinhos;SP;3534708;22/04/2020;>50-60%;1;113542;50%
Paulínia;SP;3536505;22/04/2020;>40-50%;1;109424;47%
Pindamonhangaba;SP;3538006;22/04/2020;>50-60%;1;168328;56%
Pirassununga;SP;3539301;22/04/2020;>50-60%;1;76409;53%
Poá;SP;3539806;22/04/2020;>50-60%;1;117452;54%
Praia Grande;SP;3541000;22/04/2020;>40-50%;1;325073;49%
Presidente Prudente;SP;3541406;22/04/2020;>40-50%;1;228743;40%
Ribeirão Pires;SP;3543303;22/04/2020;>50-60%;1;123393;58%
Rio Claro;SP;3543907;22/04/2020;>40-50%;1;206424;49%
Salto;SP;3545209;22/04/2020;>40-50%;1;118663;48%
Santa Bárbara d'Oeste;SP;3545803;22/04/2020;>40-50%;1;193475;44%
Santana de Parnaíba;SP;3547304;22/04/2020;>50-60%;1;139447;51%
São Caetano do Sul;SP;3548807;22/04/2020;>40-50%;1;161127;48%
São Carlos;SP;3548906;22/04/2020;>40-50%;1;251983;50%
São João da Boa Vista;SP;3549102;22/04/2020;>50-60%;1;91211;51%
São Roque;SP;3550605;22/04/2020;>50-60%;1;91016;52%
São Sebastião;SP;3550704;22/04/2020;>60-70%;1;88980;62%
São Vicente;SP;3551009;22/04/2020;>50-60%;1;365798;56%
Sertãozinho;SP;3551702;22/04/2020;>40-50%;1;125815;50%
Sumaré;SP;3552403;22/04/2020;>40-50%;1;282441;43%
Suzano;SP;3552502;22/04/2020;>50-60%;1;297637;52%
Taboão da Serra;SP;3552809;22/04/2020;>40-50%;1;289664;48%
Tatuí;SP;3554003;22/04/2020;>50-60%;1;121766;51%
Taubaté;SP;3554102;22/04/2020;>40-50%;1;314924;48%
Ubatuba;SP;3555406;22/04/2020;>60-70%;1;90799;61%
Valinhos;SP;3556206;22/04/2020;>40-50%;1;129193;48%
Várzea Paulista;SP;3556503;22/04/2020;>40-50%;1;121838;48%
Vinhedo;SP;3556701;22/04/2020;>50-60%;1;78728;52%
Votorantim;SP;3557006;22/04/2020;>40-50%;1;122480;49%
Votuporanga;SP;3557105;22/04/2020;>50-60%;1;94547;53%
