Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Guarujá;SP;3518701;04/04/2020;>60-70%;1;320459;60%
Hortolândia;SP;3519071;04/04/2020;>50-60%;1;230851;59%
Ibiúna;SP;3519709;04/04/2020;>60-70%;1;78878;66%
Indaiatuba;SP;3520509;04/04/2020;>60-70%;1;251627;61%
Itanhaém;SP;3522109;04/04/2020;>60-70%;1;101816;64%
Itapecerica da Serra;SP;3522208;04/04/2020;>60-70%;1;175693;63%
Itapetininga;SP;3522307;04/04/2020;>50-60%;1;163901;58%
Itapeva;SP;3522406;04/04/2020;>50-60%;1;94354;53%
Itapevi;SP;3522505;04/04/2020;>50-60%;1;237700;58%
Itapira;SP;3522604;04/04/2020;>60-70%;1;74773;61%
Itaquaquecetuba;SP;3523107;04/04/2020;>50-60%;1;370821;59%
Itatiba;SP;3523404;04/04/2020;>50-60%;1;120858;55%
Itu;SP;3523909;04/04/2020;>50-60%;1;173939;57%
Jaboticabal;SP;3524303;04/04/2020;>50-60%;1;77263;57%
Jacareí;SP;3524402;04/04/2020;>50-60%;1;233662;58%
Jandira;SP;3525003;04/04/2020;>50-60%;1;124937;59%
Jaú;SP;3525300;04/04/2020;>50-60%;1;150252;56%
Leme;SP;3526704;04/04/2020;>60-70%;1;103391;62%
Limeira;SP;3526902;04/04/2020;>50-60%;1;306114;52%
Lins;SP;3527108;04/04/2020;>50-60%;1;78013;55%
Lorena;SP;3527207;04/04/2020;>60-70%;1;88706;68%
Mairiporã;SP;3528502;04/04/2020;>60-70%;1;100179;66%
Marília;SP;3529005;04/04/2020;>50-60%;1;238882;53%
Matão;SP;3529302;04/04/2020;>50-60%;1;83170;54%
Mogi Guaçu;SP;3530706;04/04/2020;>50-60%;1;151888;58%
Mogi Mirim;SP;3530805;04/04/2020;>60-70%;1;93189;60%
Ourinhos;SP;3534708;04/04/2020;>50-60%;1;113542;55%
Paulínia;SP;3536505;04/04/2020;>50-60%;1;109424;59%
Pindamonhangaba;SP;3538006;04/04/2020;>60-70%;1;168328;64%
Pirassununga;SP;3539301;04/04/2020;>60-70%;1;76409;62%
Poá;SP;3539806;04/04/2020;>60-70%;1;117452;62%
Praia Grande;SP;3541000;04/04/2020;>50-60%;1;325073;58%
Presidente Prudente;SP;3541406;04/04/2020;>40-50%;1;228743;49%
Ribeirão Pires;SP;3543303;04/04/2020;>60-70%;1;123393;67%
Rio Claro;SP;3543907;04/04/2020;>50-60%;1;206424;57%
Salto;SP;3545209;04/04/2020;>50-60%;1;118663;58%
Santa Bárbara d'Oeste;SP;3545803;04/04/2020;>50-60%;1;193475;55%
Santana de Parnaíba;SP;3547304;04/04/2020;>60-70%;1;139447;62%
São Caetano do Sul;SP;3548807;04/04/2020;>50-60%;1;161127;57%
São Carlos;SP;3548906;04/04/2020;>50-60%;1;251983;58%
São João da Boa Vista;SP;3549102;04/04/2020;>60-70%;1;91211;65%
São Roque;SP;3550605;04/04/2020;>60-70%;1;91016;62%
São Sebastião;SP;3550704;04/04/2020;>70%;1;88980;75%
São Vicente;SP;3551009;04/04/2020;>60-70%;1;365798;64%
Sertãozinho;SP;3551702;04/04/2020;>60-70%;1;125815;64%
Sumaré;SP;3552403;04/04/2020;>50-60%;1;282441;56%
Suzano;SP;3552502;04/04/2020;>50-60%;1;297637;59%
Taboão da Serra;SP;3552809;04/04/2020;>50-60%;1;289664;57%
Tatuí;SP;3554003;04/04/2020;>50-60%;1;121766;57%
Taubaté;SP;3554102;04/04/2020;>50-60%;1;314924;59%
Ubatuba;SP;3555406;04/04/2020;>70%;1;90799;72%
Valinhos;SP;3556206;04/04/2020;>60-70%;1;129193;60%
Várzea Paulista;SP;3556503;04/04/2020;Até 40%;1;121838;37%
Vinhedo;SP;3556701;04/04/2020;>60-70%;1;78728;63%
Votorantim;SP;3557006;04/04/2020;>50-60%;1;122480;58%
Votuporanga;SP;3557105;04/04/2020;>50-60%;1;94547;59%
