Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Barueri;SP;3505708;26/03/2020;>40-50%;1;274182;50%
Bebedouro;SP;3506102;26/03/2020;>60-70%;1;77496;62%
Birigui;SP;3506508;26/03/2020;>50-60%;1;123638;53%
Botucatu;SP;3507506;26/03/2020;>50-60%;1;146497;51%
Bragança Paulista;SP;3507605;26/03/2020;>40-50%;1;168668;50%
Caçapava;SP;3508504;26/03/2020;>60-70%;1;94263;60%
Caieiras;SP;3509007;26/03/2020;>50-60%;1;101470;53%
Cajamar;SP;3509205;26/03/2020;>50-60%;1;76801;55%
Campo Limpo Paulista;SP;3509601;26/03/2020;>50-60%;1;84650;55%
Caraguatatuba;SP;3510500;26/03/2020;>60-70%;1;121532;63%
Catanduva;SP;3511102;26/03/2020;>40-50%;1;121862;46%
Cotia;SP;3513009;26/03/2020;>50-60%;1;249210;58%
Cruzeiro;SP;3513405;26/03/2020;>60-70%;1;82238;63%
Cubatão;SP;3513504;26/03/2020;>40-50%;1;130705;44%
Embu das Artes;SP;3515004;26/03/2020;>50-60%;1;273726;54%
Ferraz de Vasconcelos;SP;3515707;26/03/2020;>50-60%;1;194276;54%
Franca;SP;3516200;26/03/2020;>50-60%;1;353187;52%
Francisco Morato;SP;3516309;26/03/2020;>40-50%;1;175844;49%
Franco da Rocha;SP;3516408;26/03/2020;>50-60%;1;154489;53%
Guaratinguetá;SP;3518404;26/03/2020;>50-60%;1;121798;56%
Guarujá;SP;3518701;26/03/2020;>50-60%;1;320459;57%
Hortolândia;SP;3519071;26/03/2020;>50-60%;1;230851;55%
Ibiúna;SP;3519709;26/03/2020;>60-70%;1;78878;65%
Indaiatuba;SP;3520509;26/03/2020;>50-60%;1;251627;56%
Itanhaém;SP;3522109;26/03/2020;>60-70%;1;101816;61%
Itapecerica da Serra;SP;3522208;26/03/2020;>50-60%;1;175693;58%
Itapetininga;SP;3522307;26/03/2020;>50-60%;1;163901;53%
Itapeva;SP;3522406;26/03/2020;>50-60%;1;94354;52%
Itapevi;SP;3522505;26/03/2020;>50-60%;1;237700;54%
Itapira;SP;3522604;26/03/2020;>50-60%;1;74773;55%
Itaquaquecetuba;SP;3523107;26/03/2020;>50-60%;1;370821;58%
Itatiba;SP;3523404;26/03/2020;>50-60%;1;120858;51%
Itu;SP;3523909;26/03/2020;>50-60%;1;173939;52%
Jaboticabal;SP;3524303;26/03/2020;>50-60%;1;77263;53%
Jacareí;SP;3524402;26/03/2020;>50-60%;1;233662;53%
Jandira;SP;3525003;26/03/2020;>50-60%;1;124937;53%
Jaú;SP;3525300;26/03/2020;>50-60%;1;150252;51%
Leme;SP;3526704;26/03/2020;>50-60%;1;103391;56%
Limeira;SP;3526902;26/03/2020;>40-50%;1;306114;47%
Lins;SP;3527108;26/03/2020;>50-60%;1;78013;50%
Lorena;SP;3527207;26/03/2020;>60-70%;1;88706;63%
Mairiporã;SP;3528502;26/03/2020;>60-70%;1;100179;61%
Marília;SP;3529005;26/03/2020;>50-60%;1;238882;50%
Matão;SP;3529302;26/03/2020;>50-60%;1;83170;51%
Mogi Guaçu;SP;3530706;26/03/2020;>50-60%;1;151888;54%
Mogi Mirim;SP;3530805;26/03/2020;>50-60%;1;93189;55%
Ourinhos;SP;3534708;26/03/2020;>50-60%;1;113542;50%
Paulínia;SP;3536505;26/03/2020;>50-60%;1;109424;54%
Pindamonhangaba;SP;3538006;26/03/2020;>50-60%;1;168328;59%
Pirassununga;SP;3539301;26/03/2020;>50-60%;1;76409;57%
Poá;SP;3539806;26/03/2020;>50-60%;1;117452;57%
Praia Grande;SP;3541000;26/03/2020;>50-60%;1;325073;54%
Presidente Prudente;SP;3541406;26/03/2020;>40-50%;1;228743;47%
Ribeirão Pires;SP;3543303;26/03/2020;>60-70%;1;123393;61%
Rio Claro;SP;3543907;26/03/2020;>50-60%;1;206424;53%
Salto;SP;3545209;26/03/2020;>50-60%;1;118663;52%
Santa Bárbara d'Oeste;SP;3545803;26/03/2020;>50-60%;1;193475;51%
Santana de Parnaíba;SP;3547304;26/03/2020;>50-60%;1;139447;58%
São Caetano do Sul;SP;3548807;26/03/2020;>50-60%;1;161127;54%
São Carlos;SP;3548906;26/03/2020;>50-60%;1;251983;56%
São João da Boa Vista;SP;3549102;26/03/2020;>60-70%;1;91211;60%
São Roque;SP;3550605;26/03/2020;>50-60%;1;91016;59%
São Sebastião;SP;3550704;26/03/2020;>70%;1;88980;71%
São Vicente;SP;3551009;26/03/2020;>50-60%;1;365798;58%
Sertãozinho;SP;3551702;26/03/2020;>50-60%;1;125815;55%
Sumaré;SP;3552403;26/03/2020;>40-50%;1;282441;50%
Suzano;SP;3552502;26/03/2020;>50-60%;1;297637;56%
Taboão da Serra;SP;3552809;26/03/2020;>50-60%;1;289664;54%
Tatuí;SP;3554003;26/03/2020;>50-60%;1;121766;53%
Taubaté;SP;3554102;26/03/2020;>50-60%;1;314924;56%
Ubatuba;SP;3555406;26/03/2020;>60-70%;1;90799;68%
Valinhos;SP;3556206;26/03/2020;>50-60%;1;129193;56%
Várzea Paulista;SP;3556503;26/03/2020;>50-60%;1;121838;51%
Vinhedo;SP;3556701;26/03/2020;>50-60%;1;78728;58%
Votorantim;SP;3557006;26/03/2020;>50-60%;1;122480;55%
Votuporanga;SP;3557105;26/03/2020;>50-60%;1;94547;57%
