Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
São Paulo;SP;3550308;24/04/2020;>40-50%;1;12252023;48%
Guarulhos;SP;3518800;24/04/2020;>40-50%;1;1379182;49%
Campinas;SP;3509502;24/04/2020;>40-50%;1;1204073;46%
São Bernardo do Campo;SP;3548708;24/04/2020;>40-50%;1;838936;48%
São José dos Campos;SP;3549904;24/04/2020;>40-50%;1;721944;48%
Santo André;SP;3547809;24/04/2020;>40-50%;1;718773;49%
Ribeirão Preto;SP;3543402;24/04/2020;>40-50%;1;703293;41%
Osasco;SP;3534401;24/04/2020;>50-60%;1;698418;50%
Sorocaba;SP;3552205;24/04/2020;>40-50%;1;679378;45%
Mauá;SP;3529401;24/04/2020;>50-60%;1;472912;51%
São José do Rio Preto;SP;3549805;24/04/2020;Até 40%;1;460671;39%
Mogi das Cruzes;SP;3530607;24/04/2020;>50-60%;1;445842;51%
Santos;SP;3548500;24/04/2020;>40-50%;1;433311;47%
Diadema;SP;3513801;24/04/2020;>50-60%;1;423884;51%
Jundiaí;SP;3525904;24/04/2020;>40-50%;1;418962;45%
Piracicaba;SP;3538709;24/04/2020;>40-50%;1;404142;44%
Carapicuíba;SP;3510609;24/04/2020;>50-60%;1;400927;51%
Estado de São Paulo;;;24/04/2020;>40-50%;1;;48%
Americana;SP;3501608;24/04/2020;>40-50%;1;239597;45%
Amparo;SP;3501905;24/04/2020;>50-60%;1;72195;51%
Araçatuba;SP;3502804;24/04/2020;>40-50%;1;197016;40%
Araraquara;SP;3503208;24/04/2020;>40-50%;1;236072;42%
Araras;SP;3503307;24/04/2020;>40-50%;1;134236;48%
Arujá;SP;3503901;24/04/2020;>50-60%;1;89824;51%
Assis;SP;3504008;24/04/2020;>40-50%;1;104386;46%
Atibaia;SP;3504107;24/04/2020;>40-50%;1;142761;49%
Avaré;SP;3504503;24/04/2020;>40-50%;1;90655;48%
Barretos;SP;3505500;24/04/2020;>40-50%;1;122098;45%
Barueri;SP;3505708;24/04/2020;>40-50%;1;274182;43%
Bauru;SP;3506003;24/04/2020;>40-50%;1;376818;42%
Bebedouro;SP;3506102;24/04/2020;>50-60%;1;77496;56%
Birigui;SP;3506508;24/04/2020;>40-50%;1;123638;49%
Botucatu;SP;3507506;24/04/2020;>50-60%;1;146497;50%
Bragança Paulista;SP;3507605;24/04/2020;>40-50%;1;168668;47%
Caçapava;SP;3508504;24/04/2020;>50-60%;1;94263;55%
Caieiras;SP;3509007;24/04/2020;>50-60%;1;101470;54%
Cajamar;SP;3509205;24/04/2020;>50-60%;1;76801;55%
Campo Limpo Paulista;SP;3509601;24/04/2020;>50-60%;1;84650;52%
Caraguatatuba;SP;3510500;24/04/2020;>50-60%;1;121532;57%
Catanduva;SP;3511102;24/04/2020;Até 40%;1;121862;39%
Cotia;SP;3513009;24/04/2020;>50-60%;1;249210;51%
Cruzeiro;SP;3513405;24/04/2020;>50-60%;1;82238;60%
Cubatão;SP;3513504;24/04/2020;>40-50%;1;130705;49%
Embu das Artes;SP;3515004;24/04/2020;>40-50%;1;273726;49%
Ferraz de Vasconcelos;SP;3515707;24/04/2020;>50-60%;1;194276;50%
Franca;SP;3516200;24/04/2020;>40-50%;1;353187;41%
Francisco Morato;SP;3516309;24/04/2020;>40-50%;1;175844;49%
Franco da Rocha;SP;3516408;24/04/2020;>50-60%;1;154489;51%
Guaratinguetá;SP;3518404;24/04/2020;>50-60%;1;121798;52%
Guarujá;SP;3518701;24/04/2020;>50-60%;1;320459;52%
Hortolândia;SP;3519071;24/04/2020;>40-50%;1;230851;48%
Ibiúna;SP;3519709;24/04/2020;>50-60%;1;78878;57%
Indaiatuba;SP;3520509;24/04/2020;>40-50%;1;251627;49%
Itanhaém;SP;3522109;24/04/2020;>50-60%;1;101816;57%
Itapecerica da Serra;SP;3522208;24/04/2020;>50-60%;1;175693;53%
Itapetininga;SP;3522307;24/04/2020;>50-60%;1;163901;50%
Itapeva;SP;3522406;24/04/2020;>40-50%;1;94354;46%
Itapevi;SP;3522505;24/04/2020;>40-50%;1;237700;50%
Itapira;SP;3522604;24/04/2020;>50-60%;1;74773;50%
Itaquaquecetuba;SP;3523107;24/04/2020;>50-60%;1;370821;52%
Itatiba;SP;3523404;24/04/2020;>40-50%;1;120858;44%
Itu;SP;3523909;24/04/2020;>40-50%;1;173939;46%
Jaboticabal;SP;3524303;24/04/2020;>40-50%;1;77263;45%
Jacareí;SP;3524402;24/04/2020;>50-60%;1;233662;51%
Jandira;SP;3525003;24/04/2020;>40-50%;1;124937;48%
Jaú;SP;3525300;24/04/2020;>40-50%;1;150252;48%
Leme;SP;3526704;24/04/2020;>40-50%;1;103391;49%
Limeira;SP;3526902;24/04/2020;Até 40%;1;306114;39%
Lins;SP;3527108;24/04/2020;>40-50%;1;78013;46%
Lorena;SP;3527207;24/04/2020;>50-60%;1;88706;60%
Mairiporã;SP;3528502;24/04/2020;>50-60%;1;100179;55%
Marília;SP;3529005;24/04/2020;>40-50%;1;238882;44%
Matão;SP;3529302;24/04/2020;>40-50%;1;83170;43%
Mogi Guaçu;SP;3530706;24/04/2020;>40-50%;1;151888;47%
Mogi Mirim;SP;3530805;24/04/2020;>40-50%;1;93189;49%
Ourinhos;SP;3534708;24/04/2020;>50-60%;1;113542;52%
Paulínia;SP;3536505;24/04/2020;>40-50%;1;109424;47%
Pindamonhangaba;SP;3538006;24/04/2020;>50-60%;1;168328;54%
Pirassununga;SP;3539301;24/04/2020;>50-60%;1;76409;53%
Poá;SP;3539806;24/04/2020;>50-60%;1;117452;54%
Praia Grande;SP;3541000;24/04/2020;>50-60%;1;325073;50%
Presidente Prudente;SP;3541406;24/04/2020;>40-50%;1;228743;41%
Ribeirão Pires;SP;3543303;24/04/2020;>50-60%;1;123393;58%
Rio Claro;SP;3543907;24/04/2020;>40-50%;1;206424;50%
Salto;SP;3545209;24/04/2020;>40-50%;1;118663;47%
Santa Bárbara d'Oeste;SP;3545803;24/04/2020;>40-50%;1;193475;43%
Santana de Parnaíba;SP;3547304;24/04/2020;>50-60%;1;139447;51%
São Caetano do Sul;SP;3548807;24/04/2020;>40-50%;1;161127;47%
São Carlos;SP;3548906;24/04/2020;>40-50%;1;251983;49%
São João da Boa Vista;SP;3549102;24/04/2020;>50-60%;1;91211;50%
São Roque;SP;3550605;24/04/2020;>50-60%;1;91016;51%
São Sebastião;SP;3550704;24/04/2020;>60-70%;1;88980;65%
