Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Campo Limpo Paulista;SP;3509601;18/04/2020;>50-60%;1;84650;59%
Caraguatatuba;SP;3510500;18/04/2020;>60-70%;1;121532;62%
Catanduva;SP;3511102;18/04/2020;>40-50%;1;121862;46%
Cotia;SP;3513009;18/04/2020;>50-60%;1;249210;54%
Cruzeiro;SP;3513405;18/04/2020;>60-70%;1;82238;65%
Cubatão;SP;3513504;18/04/2020;>50-60%;1;130705;54%
Embu das Artes;SP;3515004;18/04/2020;>50-60%;1;273726;55%
Ferraz de Vasconcelos;SP;3515707;18/04/2020;>50-60%;1;194276;55%
Franca;SP;3516200;18/04/2020;>50-60%;1;353187;51%
Francisco Morato;SP;3516309;18/04/2020;>50-60%;1;175844;54%
Franco da Rocha;SP;3516408;18/04/2020;>50-60%;1;154489;56%
Guaratinguetá;SP;3518404;18/04/2020;>50-60%;1;121798;58%
Guarujá;SP;3518701;18/04/2020;>50-60%;1;320459;57%
Hortolândia;SP;3519071;18/04/2020;>50-60%;1;230851;56%
Ibiúna;SP;3519709;18/04/2020;>60-70%;1;78878;62%
Indaiatuba;SP;3520509;18/04/2020;>50-60%;1;251627;54%
Itanhaém;SP;3522109;18/04/2020;>60-70%;1;101816;61%
Itapecerica da Serra;SP;3522208;18/04/2020;>60-70%;1;175693;60%
Itapetininga;SP;3522307;18/04/2020;>50-60%;1;163901;53%
Itapeva;SP;3522406;18/04/2020;>50-60%;1;94354;51%
Itapevi;SP;3522505;18/04/2020;>50-60%;1;237700;56%
Itapira;SP;3522604;18/04/2020;>50-60%;1;74773;56%
Itaquaquecetuba;SP;3523107;18/04/2020;>50-60%;1;370821;59%
Itatiba;SP;3523404;18/04/2020;>40-50%;1;120858;49%
Itu;SP;3523909;18/04/2020;>50-60%;1;173939;50%
Jaboticabal;SP;3524303;18/04/2020;>40-50%;1;77263;50%
Jacareí;SP;3524402;18/04/2020;>50-60%;1;233662;57%
Jandira;SP;3525003;18/04/2020;>50-60%;1;124937;54%
Jaú;SP;3525300;18/04/2020;>50-60%;1;150252;53%
Leme;SP;3526704;18/04/2020;>50-60%;1;103391;55%
Limeira;SP;3526902;18/04/2020;>40-50%;1;306114;47%
Lins;SP;3527108;18/04/2020;>50-60%;1;78013;52%
Lorena;SP;3527207;18/04/2020;>60-70%;1;88706;65%
Mairiporã;SP;3528502;18/04/2020;>60-70%;1;100179;62%
Marília;SP;3529005;18/04/2020;>40-50%;1;238882;50%
Matão;SP;3529302;18/04/2020;>40-50%;1;83170;48%
Mogi Guaçu;SP;3530706;18/04/2020;>50-60%;1;151888;53%
Mogi Mirim;SP;3530805;18/04/2020;>50-60%;1;93189;54%
Ourinhos;SP;3534708;18/04/2020;>50-60%;1;113542;55%
Paulínia;SP;3536505;18/04/2020;>40-50%;1;109424;49%
Pindamonhangaba;SP;3538006;18/04/2020;>60-70%;1;168328;61%
Pirassununga;SP;3539301;18/04/2020;>50-60%;1;76409;59%
Poá;SP;3539806;18/04/2020;>60-70%;1;117452;61%
Praia Grande;SP;3541000;18/04/2020;>50-60%;1;325073;55%
Presidente Prudente;SP;3541406;18/04/2020;>40-50%;1;228743;47%
Ribeirão Pires;SP;3543303;18/04/2020;>60-70%;1;123393;63%
Rio Claro;SP;3543907;18/04/2020;>50-60%;1;206424;56%
Salto;SP;3545209;18/04/2020;>50-60%;1;118663;54%
Santa Bárbara d'Oeste;SP;3545803;18/04/2020;>50-60%;1;193475;51%
Santana de Parnaíba;SP;3547304;18/04/2020;>50-60%;1;139447;56%
São Caetano do Sul;SP;3548807;18/04/2020;>50-60%;1;161127;52%
São Carlos;SP;3548906;18/04/2020;>50-60%;1;251983;54%
São João da Boa Vista;SP;3549102;18/04/2020;>50-60%;1;91211;57%
São Roque;SP;3550605;18/04/2020;>50-60%;1;91016;57%
São Sebastião;SP;3550704;18/04/2020;>60-70%;1;88980;70%
São Vicente;SP;3551009;18/04/2020;>60-70%;1;365798;62%
Sertãozinho;SP;3551702;18/04/2020;>50-60%;1;125815;59%
Sumaré;SP;3552403;18/04/2020;>50-60%;1;282441;50%
Suzano;SP;3552502;18/04/2020;>50-60%;1;297637;57%
Taboão da Serra;SP;3552809;18/04/2020;>50-60%;1;289664;53%
Tatuí;SP;3554003;18/04/2020;>50-60%;1;121766;56%
Taubaté;SP;3554102;18/04/2020;>50-60%;1;314924;54%
Ubatuba;SP;3555406;18/04/2020;>60-70%;1;90799;67%
Valinhos;SP;3556206;18/04/2020;>50-60%;1;129193;54%
Várzea Paulista;SP;3556503;18/04/2020;>50-60%;1;121838;54%
Vinhedo;SP;3556701;18/04/2020;>50-60%;1;78728;57%
Votorantim;SP;3557006;18/04/2020;>50-60%;1;122480;54%
Votuporanga;SP;3557105;18/04/2020;>50-60%;1;94547;58%
