Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Ourinhos;SP;3534708;23/04/2020;>40-50%;1;113542;49%
Paulínia;SP;3536505;23/04/2020;>40-50%;1;109424;48%
Pindamonhangaba;SP;3538006;23/04/2020;>50-60%;1;168328;55%
Pirassununga;SP;3539301;23/04/2020;>50-60%;1;76409;54%
Poá;SP;3539806;23/04/2020;>50-60%;1;117452;51%
Praia Grande;SP;3541000;23/04/2020;>40-50%;1;325073;50%
Presidente Prudente;SP;3541406;23/04/2020;>40-50%;1;228743;41%
Ribeirão Pires;SP;3543303;23/04/2020;>50-60%;1;123393;59%
Rio Claro;SP;3543907;23/04/2020;>50-60%;1;206424;50%
Salto;SP;3545209;23/04/2020;>40-50%;1;118663;47%
Santa Bárbara d'Oeste;SP;3545803;23/04/2020;>40-50%;1;193475;44%
Santana de Parnaíba;SP;3547304;23/04/2020;>50-60%;1;139447;51%
São Caetano do Sul;SP;3548807;23/04/2020;>40-50%;1;161127;48%
São Carlos;SP;3548906;23/04/2020;>40-50%;1;251983;50%
São João da Boa Vista;SP;3549102;23/04/2020;>50-60%;1;91211;51%
São Roque;SP;3550605;23/04/2020;>50-60%;1;91016;52%
São Sebastião;SP;3550704;23/04/2020;>60-70%;1;88980;64%
São Vicente;SP;3551009;23/04/2020;>50-60%;1;365798;56%
Sertãozinho;SP;3551702;23/04/2020;>40-50%;1;125815;49%
Sumaré;SP;3552403;23/04/2020;>40-50%;1;282441;44%
Suzano;SP;3552502;23/04/2020;>50-60%;1;297637;52%
Taboão da Serra;SP;3552809;23/04/2020;>40-50%;1;289664;48%
Tatuí;SP;3554003;23/04/2020;>50-60%;1;121766;51%
Taubaté;SP;3554102;23/04/2020;>40-50%;1;314924;49%
Ubatuba;SP;3555406;23/04/2020;>60-70%;1;90799;62%
Valinhos;SP;3556206;23/04/2020;>40-50%;1;129193;48%
Várzea Paulista;SP;3556503;23/04/2020;>40-50%;1;121838;48%
Vinhedo;SP;3556701;23/04/2020;>50-60%;1;78728;52%
Votorantim;SP;3557006;23/04/2020;>40-50%;1;122480;49%
Votuporanga;SP;3557105;23/04/2020;>50-60%;1;94547;53%
