Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Cotia;SP;3513009;28/03/2020;>50-60%;1;249210;60%
Cruzeiro;SP;3513405;28/03/2020;>60-70%;1;82238;65%
Cubatão;SP;3513504;28/03/2020;>40-50%;1;130705;48%
Embu das Artes;SP;3515004;28/03/2020;>50-60%;1;273726;55%
Ferraz de Vasconcelos;SP;3515707;28/03/2020;>40-50%;1;194276;49%
Franca;SP;3516200;28/03/2020;>50-60%;1;353187;54%
Francisco Morato;SP;3516309;28/03/2020;>50-60%;1;175844;54%
Franco da Rocha;SP;3516408;28/03/2020;>50-60%;1;154489;56%
Guaratinguetá;SP;3518404;28/03/2020;>50-60%;1;121798;57%
Guarujá;SP;3518701;28/03/2020;>50-60%;1;320459;58%
Hortolândia;SP;3519071;28/03/2020;>50-60%;1;230851;58%
Ibiúna;SP;3519709;28/03/2020;>60-70%;1;78878;64%
Indaiatuba;SP;3520509;28/03/2020;>50-60%;1;251627;59%
Itanhaém;SP;3522109;28/03/2020;>60-70%;1;101816;60%
Itapecerica da Serra;SP;3522208;28/03/2020;>60-70%;1;175693;61%
Itapetininga;SP;3522307;28/03/2020;>50-60%;1;163901;53%
Itapeva;SP;3522406;28/03/2020;>50-60%;1;94354;52%
Itapevi;SP;3522505;28/03/2020;>50-60%;1;237700;56%
Itapira;SP;3522604;28/03/2020;>50-60%;1;74773;58%
Itaquaquecetuba;SP;3523107;28/03/2020;>60-70%;1;370821;61%
Itatiba;SP;3523404;28/03/2020;>50-60%;1;120858;53%
Itu;SP;3523909;28/03/2020;>50-60%;1;173939;55%
Jaboticabal;SP;3524303;28/03/2020;>50-60%;1;77263;55%
Jacareí;SP;3524402;28/03/2020;>50-60%;1;233662;57%
Jandira;SP;3525003;28/03/2020;>50-60%;1;124937;55%
Jaú;SP;3525300;28/03/2020;>50-60%;1;150252;53%
Leme;SP;3526704;28/03/2020;>50-60%;1;103391;58%
Limeira;SP;3526902;28/03/2020;>50-60%;1;306114;50%
Lins;SP;3527108;28/03/2020;>50-60%;1;78013;52%
Lorena;SP;3527207;28/03/2020;>60-70%;1;88706;64%
Mairiporã;SP;3528502;28/03/2020;>60-70%;1;100179;64%
Marília;SP;3529005;28/03/2020;>50-60%;1;238882;51%
Matão;SP;3529302;28/03/2020;>50-60%;1;83170;53%
Mogi Guaçu;SP;3530706;28/03/2020;>50-60%;1;151888;57%
Mogi Mirim;SP;3530805;28/03/2020;>50-60%;1;93189;58%
Ourinhos;SP;3534708;28/03/2020;>50-60%;1;113542;52%
Paulínia;SP;3536505;28/03/2020;>50-60%;1;109424;58%
Pindamonhangaba;SP;3538006;28/03/2020;>60-70%;1;168328;61%
Pirassununga;SP;3539301;28/03/2020;>50-60%;1;76409;59%
Poá;SP;3539806;28/03/2020;>60-70%;1;117452;60%
Praia Grande;SP;3541000;28/03/2020;>50-60%;1;325073;54%
Presidente Prudente;SP;3541406;28/03/2020;>40-50%;1;228743;48%
Ribeirão Pires;SP;3543303;28/03/2020;>60-70%;1;123393;64%
Rio Claro;SP;3543907;28/03/2020;>50-60%;1;206424;54%
Salto;SP;3545209;28/03/2020;>50-60%;1;118663;56%
Santa Bárbara d'Oeste;SP;3545803;28/03/2020;>50-60%;1;193475;54%
Santana de Parnaíba;SP;3547304;28/03/2020;>60-70%;1;139447;61%
São Caetano do Sul;SP;3548807;28/03/2020;>50-60%;1;161127;56%
São Carlos;SP;3548906;28/03/2020;>50-60%;1;251983;57%
São João da Boa Vista;SP;3549102;28/03/2020;>60-70%;1;91211;62%
São Roque;SP;3550605;28/03/2020;>50-60%;1;91016;60%
São Sebastião;SP;3550704;28/03/2020;>70%;1;88980;71%
São Vicente;SP;3551009;28/03/2020;>60-70%;1;365798;60%
Sertãozinho;SP;3551702;28/03/2020;>50-60%;1;125815;58%
Sumaré;SP;3552403;28/03/2020;>50-60%;1;282441;54%
Suzano;SP;3552502;28/03/2020;>50-60%;1;297637;58%
Taboão da Serra;SP;3552809;28/03/2020;>50-60%;1;289664;55%
Tatuí;SP;3554003;28/03/2020;>50-60%;1;121766;53%
Taubaté;SP;3554102;28/03/2020;>50-60%;1;314924;57%
Ubatuba;SP;3555406;28/03/2020;>60-70%;1;90799;67%
Valinhos;SP;3556206;28/03/2020;>50-60%;1;129193;59%
Várzea Paulista;SP;3556503;28/03/2020;>50-60%;1;121838;53%
Vinhedo;SP;3556701;28/03/2020;>60-70%;1;78728;61%
Votorantim;SP;3557006;28/03/2020;>50-60%;1;122480;56%
Votuporanga;SP;3557105;28/03/2020;>50-60%;1;94547;57%
