Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
São Paulo;SP;3550308;12/04/2020;>50-60%;1;12252023;58%
Guarulhos;SP;3518800;12/04/2020;>60-70%;1;1379182;63%
Campinas;SP;3509502;12/04/2020;>50-60%;1;1204073;57%
São Bernardo do Campo;SP;3548708;12/04/2020;>50-60%;1;838936;60%
São José dos Campos;SP;3549904;12/04/2020;>60-70%;1;721944;60%
Santo André;SP;3547809;12/04/2020;>50-60%;1;718773;60%
Ribeirão Preto;SP;3543402;12/04/2020;>50-60%;1;703293;54%
Osasco;SP;3534401;12/04/2020;>60-70%;1;698418;62%
Sorocaba;SP;3552205;12/04/2020;>50-60%;1;679378;57%
Mauá;SP;3529401;12/04/2020;>60-70%;1;472912;62%
São José do Rio Preto;SP;3549805;12/04/2020;>50-60%;1;460671;53%
Mogi das Cruzes;SP;3530607;12/04/2020;>60-70%;1;445842;63%
Santos;SP;3548500;12/04/2020;>50-60%;1;433311;58%
Diadema;SP;3513801;12/04/2020;>60-70%;1;423884;65%
Jundiaí;SP;3525904;12/04/2020;>50-60%;1;418962;57%
Piracicaba;SP;3538709;12/04/2020;>50-60%;1;404142;56%
Carapicuíba;SP;3510609;12/04/2020;>60-70%;1;400927;64%
Bauru;SP;3506003;12/04/2020;>50-60%;1;376818;53%
Estado de São Paulo;;;12/04/2020;>50-60%;1;;59%
Americana;SP;3501608;12/04/2020;>50-60%;1;239597;58%
Amparo;SP;3501905;12/04/2020;>60-70%;1;72195;63%
Araçatuba;SP;3502804;12/04/2020;>50-60%;1;197016;52%
Araraquara;SP;3503208;12/04/2020;>50-60%;1;236072;53%
Araras;SP;3503307;12/04/2020;>50-60%;1;134236;59%
Arujá;SP;3503901;12/04/2020;>60-70%;1;89824;67%
Assis;SP;3504008;12/04/2020;>50-60%;1;104386;56%
Atibaia;SP;3504107;12/04/2020;>60-70%;1;142761;61%
Avaré;SP;3504503;12/04/2020;>60-70%;1;90655;60%
Barretos;SP;3505500;12/04/2020;>50-60%;1;122098;58%
Barueri;SP;3505708;12/04/2020;>50-60%;1;274182;55%
Bebedouro;SP;3506102;12/04/2020;>70%;1;77496;71%
Birigui;SP;3506508;12/04/2020;>50-60%;1;123638;57%
Botucatu;SP;3507506;12/04/2020;>50-60%;1;146497;60%
Bragança Paulista;SP;3507605;12/04/2020;>50-60%;1;168668;56%
Caçapava;SP;3508504;12/04/2020;>60-70%;1;94263;66%
Caieiras;SP;3509007;12/04/2020;>60-70%;1;101470;67%
Cajamar;SP;3509205;12/04/2020;>70%;1;76801;70%
Campo Limpo Paulista;SP;3509601;12/04/2020;>60-70%;1;84650;64%
Caraguatatuba;SP;3510500;12/04/2020;>60-70%;1;121532;66%
Catanduva;SP;3511102;12/04/2020;>40-50%;1;121862;50%
Cotia;SP;3513009;12/04/2020;>60-70%;1;249210;63%
Cruzeiro;SP;3513405;12/04/2020;>60-70%;1;82238;69%
Cubatão;SP;3513504;12/04/2020;>60-70%;1;130705;64%
Embu das Artes;SP;3515004;12/04/2020;>60-70%;1;273726;63%
Ferraz de Vasconcelos;SP;3515707;12/04/2020;>60-70%;1;194276;61%
Franca;SP;3516200;12/04/2020;>50-60%;1;353187;59%
Francisco Morato;SP;3516309;12/04/2020;>50-60%;1;175844;59%
Franco da Rocha;SP;3516408;12/04/2020;>60-70%;1;154489;63%
Guaratinguetá;SP;3518404;12/04/2020;>60-70%;1;121798;64%
Guarujá;SP;3518701;12/04/2020;>60-70%;1;320459;62%
Hortolândia;SP;3519071;12/04/2020;>60-70%;1;230851;61%
Ibiúna;SP;3519709;12/04/2020;>60-70%;1;78878;67%
Indaiatuba;SP;3520509;12/04/2020;>60-70%;1;251627;61%
Itanhaém;SP;3522109;12/04/2020;>60-70%;1;101816;65%
Itapecerica da Serra;SP;3522208;12/04/2020;>60-70%;1;175693;67%
Itapetininga;SP;3522307;12/04/2020;>50-60%;1;163901;59%
Itapeva;SP;3522406;12/04/2020;>50-60%;1;94354;57%
Itapevi;SP;3522505;12/04/2020;>60-70%;1;237700;62%
Itapira;SP;3522604;12/04/2020;>60-70%;1;74773;61%
Itaquaquecetuba;SP;3523107;12/04/2020;>60-70%;1;370821;66%
Itatiba;SP;3523404;12/04/2020;>50-60%;1;120858;55%
Itu;SP;3523909;12/04/2020;>50-60%;1;173939;57%
Jaboticabal;SP;3524303;12/04/2020;>50-60%;1;77263;55%
Jacareí;SP;3524402;12/04/2020;>60-70%;1;233662;62%
Jandira;SP;3525003;12/04/2020;>60-70%;1;124937;63%
Jaú;SP;3525300;12/04/2020;>50-60%;1;150252;60%
Leme;SP;3526704;12/04/2020;>60-70%;1;103391;60%
Limeira;SP;3526902;12/04/2020;>50-60%;1;306114;51%
Lins;SP;3527108;12/04/2020;>50-60%;1;78013;58%
Lorena;SP;3527207;12/04/2020;>60-70%;1;88706;69%
Mairiporã;SP;3528502;12/04/2020;>60-70%;1;100179;67%
Marília;SP;3529005;12/04/2020;>50-60%;1;238882;53%
Matão;SP;3529302;12/04/2020;>50-60%;1;83170;53%
Mogi Guaçu;SP;3530706;12/04/2020;>50-60%;1;151888;57%
Mogi Mirim;SP;3530805;12/04/2020;>50-60%;1;93189;59%
Ourinhos;SP;3534708;12/04/2020;>50-60%;1;113542;60%
Paulínia;SP;3536505;12/04/2020;>60-70%;1;109424;62%
Pindamonhangaba;SP;3538006;12/04/2020;>60-70%;1;168328;67%
Pirassununga;SP;3539301;12/04/2020;>60-70%;1;76409;63%
Poá;SP;3539806;12/04/2020;>60-70%;1;117452;66%
Praia Grande;SP;3541000;12/04/2020;>50-60%;1;325073;60%
Presidente Prudente;SP;3541406;12/04/2020;>50-60%;1;228743;52%
Ribeirão Pires;SP;3543303;12/04/2020;>70%;1;123393;71%
Rio Claro;SP;3543907;12/04/2020;>60-70%;1;206424;61%
Salto;SP;3545209;12/04/2020;>50-60%;1;118663;59%
Santa Bárbara d'Oeste;SP;3545803;12/04/2020;>50-60%;1;193475;55%
