Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Santana de Parnaíba;SP;3547304;12/04/2020;>60-70%;1;139447;61%
São Caetano do Sul;SP;3548807;12/04/2020;>50-60%;1;161127;57%
São Carlos;SP;3548906;12/04/2020;>60-70%;1;251983;60%
São João da Boa Vista;SP;3549102;12/04/2020;>60-70%;1;91211;65%
São Roque;SP;3550605;12/04/2020;>60-70%;1;91016;63%
São Sebastião;SP;3550704;12/04/2020;>70%;1;88980;72%
São Vicente;SP;3551009;12/04/2020;>60-70%;1;365798;68%
Sertãozinho;SP;3551702;12/04/2020;>60-70%;1;125815;67%
Sumaré;SP;3552403;12/04/2020;>50-60%;1;282441;57%
Suzano;SP;3552502;12/04/2020;>60-70%;1;297637;63%
Taboão da Serra;SP;3552809;12/04/2020;>50-60%;1;289664;60%
Tatuí;SP;3554003;12/04/2020;>60-70%;1;121766;61%
Taubaté;SP;3554102;12/04/2020;>50-60%;1;314924;59%
Ubatuba;SP;3555406;12/04/2020;>70%;1;90799;71%
Valinhos;SP;3556206;12/04/2020;>50-60%;1;129193;59%
Várzea Paulista;SP;3556503;12/04/2020;>50-60%;1;121838;59%
Vinhedo;SP;3556701;12/04/2020;>60-70%;1;78728;64%
Votorantim;SP;3557006;12/04/2020;>50-60%;1;122480;60%
Votuporanga;SP;3557105;12/04/2020;>60-70%;1;94547;64%
