Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
São Paulo;SP;3550308;01/05/2020;>50-60%;1;12252023;55%
Guarulhos;SP;3518800;01/05/2020;>50-60%;1;1379182;59%
Campinas;SP;3509502;01/05/2020;>50-60%;1;1204073;54%
São Bernardo do Campo;SP;3548708;01/05/2020;>50-60%;1;838936;55%
São José dos Campos;SP;3549904;01/05/2020;>50-60%;1;721944;56%
Santo André;SP;3547809;01/05/2020;>50-60%;1;718773;56%
Ribeirão Preto;SP;3543402;01/05/2020;>40-50%;1;703293;50%
Osasco;SP;3534401;01/05/2020;>50-60%;1;698418;58%
Sorocaba;SP;3552205;01/05/2020;>50-60%;1;679378;54%
Mauá;SP;3529401;01/05/2020;>50-60%;1;472912;60%
São José do Rio Preto;SP;3549805;01/05/2020;>50-60%;1;460671;50%
Mogi das Cruzes;SP;3530607;01/05/2020;>50-60%;1;445842;59%
Santos;SP;3548500;01/05/2020;>50-60%;1;433311;56%
Diadema;SP;3513801;01/05/2020;>50-60%;1;423884;60%
Jundiaí;SP;3525904;01/05/2020;>50-60%;1;418962;52%
Piracicaba;SP;3538709;01/05/2020;>50-60%;1;404142;55%
Carapicuíba;SP;3510609;01/05/2020;>60-70%;1;400927;60%
Americana;SP;3501608;01/05/2020;>50-60%;1;239597;54%
Amparo;SP;3501905;01/05/2020;>50-60%;1;72195;58%
Araçatuba;SP;3502804;01/05/2020;>50-60%;1;197016;51%
Araraquara;SP;3503208;01/05/2020;>50-60%;1;236072;52%
Araras;SP;3503307;01/05/2020;>50-60%;1;134236;55%
Arujá;SP;3503901;01/05/2020;>50-60%;1;89824;60%
Assis;SP;3504008;01/05/2020;>50-60%;1;104386;57%
Atibaia;SP;3504107;01/05/2020;>50-60%;1;142761;57%
Avaré;SP;3504503;01/05/2020;>50-60%;1;90655;60%
Barretos;SP;3505500;01/05/2020;>50-60%;1;122098;55%
Barueri;SP;3505708;01/05/2020;>50-60%;1;274182;51%
Bauru;SP;3506003;01/05/2020;>50-60%;1;376818;50%
Bebedouro;SP;3506102;01/05/2020;>60-70%;1;77496;67%
