Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Birigui;SP;3506508;01/05/2020;>50-60%;1;123638;56%
Botucatu;SP;3507506;01/05/2020;>50-60%;1;146497;56%
Bragança Paulista;SP;3507605;01/05/2020;>50-60%;1;168668;54%
Caçapava;SP;3508504;01/05/2020;>60-70%;1;94263;62%
Caieiras;SP;3509007;01/05/2020;>60-70%;1;101470;62%
Cajamar;SP;3509205;01/05/2020;>60-70%;1;76801;64%
Campo Limpo Paulista;SP;3509601;01/05/2020;>60-70%;1;84650;61%
Caraguatatuba;SP;3510500;01/05/2020;>60-70%;1;121532;63%
Catanduva;SP;3511102;01/05/2020;>40-50%;1;121862;48%
Cotia;SP;3513009;01/05/2020;>50-60%;1;249210;60%
Cruzeiro;SP;3513405;01/05/2020;>60-70%;1;82238;66%
Cubatão;SP;3513504;01/05/2020;>50-60%;1;130705;57%
Embu das Artes;SP;3515004;01/05/2020;>50-60%;1;273726;57%
Ferraz de Vasconcelos;SP;3515707;01/05/2020;>50-60%;1;194276;57%
Franca;SP;3516200;01/05/2020;>50-60%;1;353187;55%
Francisco Morato;SP;3516309;01/05/2020;>50-60%;1;175844;57%
Franco da Rocha;SP;3516408;01/05/2020;>50-60%;1;154489;58%
Guaratinguetá;SP;3518404;01/05/2020;>50-60%;1;121798;59%
Guarujá;SP;3518701;01/05/2020;>50-60%;1;320459;59%
Hortolândia;SP;3519071;01/05/2020;>50-60%;1;230851;58%
Ibiúna;SP;3519709;01/05/2020;>60-70%;1;78878;66%
Indaiatuba;SP;3520509;01/05/2020;>50-60%;1;251627;57%
Itanhaém;SP;3522109;01/05/2020;>60-70%;1;101816;63%
Itapecerica da Serra;SP;3522208;01/05/2020;>60-70%;1;175693;62%
Itapetininga;SP;3522307;01/05/2020;>50-60%;1;163901;56%
Itapeva;SP;3522406;01/05/2020;>50-60%;1;94354;54%
Itapevi;SP;3522505;01/05/2020;>50-60%;1;237700;59%
Itapira;SP;3522604;01/05/2020;>50-60%;1;74773;58%
Itaquaquecetuba;SP;3523107;01/05/2020;>60-70%;1;370821;63%
Itatiba;SP;3523404;01/05/2020;>50-60%;1;120858;52%
Itu;SP;3523909;01/05/2020;>50-60%;1;173939;55%
Jaboticabal;SP;3524303;01/05/2020;>50-60%;1;77263;58%
Jacareí;SP;3524402;01/05/2020;>50-60%;1;233662;59%
Jandira;SP;3525003;01/05/2020;>50-60%;1;124937;56%
Jaú;SP;3525300;01/05/2020;>50-60%;1;150252;57%
Leme;SP;3526704;01/05/2020;>50-60%;1;103391;59%
Limeira;SP;3526902;01/05/2020;>40-50%;1;306114;50%
Lins;SP;3527108;01/05/2020;>50-60%;1;78013;55%
Lorena;SP;3527207;01/05/2020;>60-70%;1;88706;66%
Mairiporã;SP;3528502;01/05/2020;>60-70%;1;100179;62%
Marília;SP;3529005;01/05/2020;>50-60%;1;238882;52%
Matão;SP;3529302;01/05/2020;>50-60%;1;83170;51%
Mogi Guaçu;SP;3530706;01/05/2020;>50-60%;1;151888;53%
Mogi Mirim;SP;3530805;01/05/2020;>50-60%;1;93189;57%
Ourinhos;SP;3534708;01/05/2020;>50-60%;1;113542;60%
Paulínia;SP;3536505;01/05/2020;>50-60%;1;109424;56%
Pindamonhangaba;SP;3538006;01/05/2020;>60-70%;1;168328;62%
Pirassununga;SP;3539301;01/05/2020;>60-70%;1;76409;62%
Poá;SP;3539806;01/05/2020;>60-70%;1;117452;62%
Praia Grande;SP;3541000;01/05/2020;>50-60%;1;325073;57%
Presidente Prudente;SP;3541406;01/05/2020;>50-60%;1;228743;51%
Ribeirão Pires;SP;3543303;01/05/2020;>60-70%;1;123393;65%
Rio Claro;SP;3543907;01/05/2020;>50-60%;1;206424;59%
Salto;SP;3545209;01/05/2020;>50-60%;1;118663;56%
Santa Bárbara d'Oeste;SP;3545803;01/05/2020;>50-60%;1;193475;53%
Santana de Parnaíba;SP;3547304;01/05/2020;>50-60%;1;139447;58%
São Caetano do Sul;SP;3548807;01/05/2020;>50-60%;1;161127;53%
São Carlos;SP;3548906;01/05/2020;>50-60%;1;251983;57%
São João da Boa Vista;SP;3549102;01/05/2020;>60-70%;1;91211;61%
São Roque;SP;3550605;01/05/2020;>50-60%;1;91016;60%
São Sebastião;SP;3550704;01/05/2020;>60-70%;1;88980;68%
São Vicente;SP;3551009;01/05/2020;>60-70%;1;365798;64%
Sertãozinho;SP;3551702;01/05/2020;>60-70%;1;125815;61%
Sumaré;SP;3552403;01/05/2020;>50-60%;1;282441;53%
Suzano;SP;3552502;01/05/2020;>50-60%;1;297637;59%
Taboão da Serra;SP;3552809;01/05/2020;>50-60%;1;289664;55%
Tatuí;SP;3554003;01/05/2020;>50-60%;1;121766;59%
Taubaté;SP;3554102;01/05/2020;>50-60%;1;314924;55%
Ubatuba;SP;3555406;01/05/2020;>60-70%;1;90799;67%
Valinhos;SP;3556206;01/05/2020;>50-60%;1;129193;56%
Várzea Paulista;SP;3556503;01/05/2020;>50-60%;1;121838;54%
Vinhedo;SP;3556701;01/05/2020;>50-60%;1;78728;59%
Votorantim;SP;3557006;01/05/2020;>50-60%;1;122480;57%
Votuporanga;SP;3557105;01/05/2020;>60-70%;1;94547;62%
