Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Suzano;SP;3552502;21/04/2020;>60-70%;1;297637;61%
Taboão da Serra;SP;3552809;21/04/2020;>50-60%;1;289664;57%
Tatuí;SP;3554003;21/04/2020;>50-60%;1;121766;58%
Taubaté;SP;3554102;21/04/2020;>50-60%;1;314924;56%
Ubatuba;SP;3555406;21/04/2020;>60-70%;1;90799;67%
Valinhos;SP;3556206;21/04/2020;>50-60%;1;129193;58%
Várzea Paulista;SP;3556503;21/04/2020;>50-60%;1;121838;57%
Vinhedo;SP;3556701;21/04/2020;>60-70%;1;78728;60%
Votorantim;SP;3557006;21/04/2020;>50-60%;1;122480;58%
Votuporanga;SP;3557105;21/04/2020;>60-70%;1;94547;63%
