Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Cruzeiro;SP;3513405;07/05/2020;>50-60%;1;82238;57%
Cubatão;SP;3513504;07/05/2020;>40-50%;1;130705;49%
Embu das Artes;SP;3515004;07/05/2020;>40-50%;1;273726;49%
Ferraz de Vasconcelos;SP;3515707;07/05/2020;>40-50%;1;194276;49%
Franca;SP;3516200;07/05/2020;>40-50%;1;353187;43%
Francisco Morato;SP;3516309;07/05/2020;>40-50%;1;175844;48%
Franco da Rocha;SP;3516408;07/05/2020;>50-60%;1;154489;50%
Guaratinguetá;SP;3518404;07/05/2020;>50-60%;1;121798;50%
Guarujá;SP;3518701;07/05/2020;>50-60%;1;320459;53%
Hortolândia;SP;3519071;07/05/2020;>40-50%;1;230851;48%
Ibiúna;SP;3519709;07/05/2020;>50-60%;1;78878;55%
Indaiatuba;SP;3520509;07/05/2020;>40-50%;1;251627;48%
Itanhaém;SP;3522109;07/05/2020;>50-60%;1;101816;53%
Itapecerica da Serra;SP;3522208;07/05/2020;>50-60%;1;175693;55%
Itapetininga;SP;3522307;07/05/2020;>40-50%;1;163901;48%
Itapeva;SP;3522406;07/05/2020;>40-50%;1;94354;45%
Itapevi;SP;3522505;07/05/2020;>50-60%;1;237700;51%
Itapira;SP;3522604;07/05/2020;>40-50%;1;74773;48%
Itaquaquecetuba;SP;3523107;07/05/2020;>50-60%;1;370821;53%
Itatiba;SP;3523404;07/05/2020;>40-50%;1;120858;43%
Itu;SP;3523909;07/05/2020;>40-50%;1;173939;45%
Jaboticabal;SP;3524303;07/05/2020;>40-50%;1;77263;43%
Jacareí;SP;3524402;07/05/2020;>40-50%;1;233662;48%
Jandira;SP;3525003;07/05/2020;>40-50%;1;124937;49%
Jaú;SP;3525300;07/05/2020;>40-50%;1;150252;46%
Leme;SP;3526704;07/05/2020;>40-50%;1;103391;47%
Limeira;SP;3526902;07/05/2020;Até 40%;1;306114;38%
Lins;SP;3527108;07/05/2020;>40-50%;1;78013;45%
Lorena;SP;3527207;07/05/2020;>50-60%;1;88706;59%
Mairiporã;SP;3528502;07/05/2020;>50-60%;1;100179;56%
Marília;SP;3529005;07/05/2020;>40-50%;1;238882;43%
Matão;SP;3529302;07/05/2020;Até 40%;1;83170;40%
Mogi Guaçu;SP;3530706;07/05/2020;>40-50%;1;151888;45%
Mogi Mirim;SP;3530805;07/05/2020;>40-50%;1;93189;46%
Ourinhos;SP;3534708;07/05/2020;>40-50%;1;113542;50%
Paulínia;SP;3536505;07/05/2020;>40-50%;1;109424;46%
Pindamonhangaba;SP;3538006;07/05/2020;>50-60%;1;168328;52%
Pirassununga;SP;3539301;07/05/2020;>50-60%;1;76409;51%
Poá;SP;3539806;07/05/2020;>50-60%;1;117452;54%
Praia Grande;SP;3541000;07/05/2020;>40-50%;1;325073;49%
Presidente Prudente;SP;3541406;07/05/2020;Até 40%;1;228743;38%
Ribeirão Pires;SP;3543303;07/05/2020;>50-60%;1;123393;58%
Rio Claro;SP;3543907;07/05/2020;>40-50%;1;206424;48%
Salto;SP;3545209;07/05/2020;>40-50%;1;118663;40%
Santa Bárbara d'Oeste;SP;3545803;07/05/2020;>40-50%;1;193475;42%
Santana de Parnaíba;SP;3547304;07/05/2020;>50-60%;1;139447;51%
São Caetano do Sul;SP;3548807;07/05/2020;>40-50%;1;161127;47%
São Carlos;SP;3548906;07/05/2020;>40-50%;1;251983;47%
São João da Boa Vista;SP;3549102;07/05/2020;>40-50%;1;91211;49%
São Roque;SP;3550605;07/05/2020;>40-50%;1;91016;50%
São Sebastião;SP;3550704;07/05/2020;>60-70%;1;88980;66%
São Vicente;SP;3551009;07/05/2020;>50-60%;1;365798;56%
Sertãozinho;SP;3551702;07/05/2020;>40-50%;1;125815;48%
Sumaré;SP;3552403;07/05/2020;>40-50%;1;282441;41%
Suzano;SP;3552502;07/05/2020;>50-60%;1;297637;52%
Taboão da Serra;SP;3552809;07/05/2020;>40-50%;1;289664;46%
Tatuí;SP;3554003;07/05/2020;>40-50%;1;121766;49%
Taubaté;SP;3554102;07/05/2020;>40-50%;1;314924;47%
Ubatuba;SP;3555406;07/05/2020;>60-70%;1;90799;63%
Valinhos;SP;3556206;07/05/2020;>40-50%;1;129193;47%
Várzea Paulista;SP;3556503;07/05/2020;>40-50%;1;121838;47%
Vinhedo;SP;3556701;07/05/2020;>50-60%;1;78728;51%
Votorantim;SP;3557006;07/05/2020;>40-50%;1;122480;47%
Votuporanga;SP;3557105;07/05/2020;>50-60%;1;94547;52%
