Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
São Paulo;SP;3550308;20/04/2020;>50-60%;1;12252023;51%
Guarulhos;SP;3518800;20/04/2020;>50-60%;1;1379182;54%
Campinas;SP;3509502;20/04/2020;>40-50%;1;1204073;49%
São Bernardo do Campo;SP;3548708;20/04/2020;>50-60%;1;838936;52%
São José dos Campos;SP;3549904;20/04/2020;>50-60%;1;721944;51%
Santo André;SP;3547809;20/04/2020;>50-60%;1;718773;52%
Ribeirão Preto;SP;3543402;20/04/2020;>40-50%;1;703293;44%
Osasco;SP;3534401;20/04/2020;>50-60%;1;698418;53%
Sorocaba;SP;3552205;20/04/2020;>40-50%;1;679378;48%
Mauá;SP;3529401;20/04/2020;>50-60%;1;472912;53%
São José do Rio Preto;SP;3549805;20/04/2020;>40-50%;1;460671;42%
Mogi das Cruzes;SP;3530607;20/04/2020;>50-60%;1;445842;54%
Santos;SP;3548500;20/04/2020;>40-50%;1;433311;50%
Diadema;SP;3513801;20/04/2020;>50-60%;1;423884;55%
Jundiaí;SP;3525904;20/04/2020;>40-50%;1;418962;48%
Piracicaba;SP;3538709;20/04/2020;>40-50%;1;404142;47%
Carapicuíba;SP;3510609;20/04/2020;>50-60%;1;400927;54%
Estado de São Paulo;;;20/04/2020;>50-60%;1;;51%
Americana;SP;3501608;20/04/2020;>40-50%;1;239597;48%
Amparo;SP;3501905;20/04/2020;>50-60%;1;72195;54%
Araçatuba;SP;3502804;20/04/2020;>40-50%;1;197016;42%
Araraquara;SP;3503208;20/04/2020;>40-50%;1;236072;44%
Araras;SP;3503307;20/04/2020;>50-60%;1;134236;50%
Arujá;SP;3503901;20/04/2020;>50-60%;1;89824;55%
Assis;SP;3504008;20/04/2020;>40-50%;1;104386;48%
Atibaia;SP;3504107;20/04/2020;>50-60%;1;142761;52%
Avaré;SP;3504503;20/04/2020;>50-60%;1;90655;52%
Barretos;SP;3505500;20/04/2020;>40-50%;1;122098;47%
Barueri;SP;3505708;20/04/2020;>40-50%;1;274182;46%
Bauru;SP;3506003;20/04/2020;>40-50%;1;376818;44%
Bebedouro;SP;3506102;20/04/2020;>50-60%;1;77496;58%
Birigui;SP;3506508;20/04/2020;>50-60%;1;123638;50%
Botucatu;SP;3507506;20/04/2020;>50-60%;1;146497;51%
Bragança Paulista;SP;3507605;20/04/2020;>40-50%;1;168668;49%
Caçapava;SP;3508504;20/04/2020;>50-60%;1;94263;58%
Caieiras;SP;3509007;20/04/2020;>50-60%;1;101470;58%
Cajamar;SP;3509205;20/04/2020;>50-60%;1;76801;58%
Campo Limpo Paulista;SP;3509601;20/04/2020;>50-60%;1;84650;55%
Caraguatatuba;SP;3510500;20/04/2020;>60-70%;1;121532;61%
Catanduva;SP;3511102;20/04/2020;>40-50%;1;121862;43%
Cotia;SP;3513009;20/04/2020;>50-60%;1;249210;54%
Cruzeiro;SP;3513405;20/04/2020;>60-70%;1;82238;64%
Cubatão;SP;3513504;20/04/2020;>50-60%;1;130705;52%
Embu das Artes;SP;3515004;20/04/2020;>50-60%;1;273726;52%
Ferraz de Vasconcelos;SP;3515707;20/04/2020;>40-50%;1;194276;50%
Franca;SP;3516200;20/04/2020;>40-50%;1;353187;46%
Francisco Morato;SP;3516309;20/04/2020;>50-60%;1;175844;51%
Franco da Rocha;SP;3516408;20/04/2020;>50-60%;1;154489;54%
Guaratinguetá;SP;3518404;20/04/2020;>50-60%;1;121798;56%
Guarujá;SP;3518701;20/04/2020;>50-60%;1;320459;55%
Hortolândia;SP;3519071;20/04/2020;>50-60%;1;230851;52%
Ibiúna;SP;3519709;20/04/2020;>50-60%;1;78878;57%
Indaiatuba;SP;3520509;20/04/2020;>50-60%;1;251627;52%
Itanhaém;SP;3522109;20/04/2020;>50-60%;1;101816;58%
Itapecerica da Serra;SP;3522208;20/04/2020;>50-60%;1;175693;56%
Itapetininga;SP;3522307;20/04/2020;>50-60%;1;163901;51%
Itapeva;SP;3522406;20/04/2020;>40-50%;1;94354;48%
Itapevi;SP;3522505;20/04/2020;>50-60%;1;237700;52%
Itapira;SP;3522604;20/04/2020;>50-60%;1;74773;52%
Itaquaquecetuba;SP;3523107;20/04/2020;>50-60%;1;370821;55%
Itatiba;SP;3523404;20/04/2020;>40-50%;1;120858;47%
Itu;SP;3523909;20/04/2020;>40-50%;1;173939;49%
Jaboticabal;SP;3524303;20/04/2020;>40-50%;1;77263;48%
Jacareí;SP;3524402;20/04/2020;>50-60%;1;233662;54%
Jandira;SP;3525003;20/04/2020;>50-60%;1;124937;52%
Jaú;SP;3525300;20/04/2020;>40-50%;1;150252;50%
Leme;SP;3526704;20/04/2020;>50-60%;1;103391;52%
Limeira;SP;3526902;20/04/2020;>40-50%;1;306114;43%
Lins;SP;3527108;20/04/2020;>40-50%;1;78013;47%
Lorena;SP;3527207;20/04/2020;>60-70%;1;88706;63%
Mairiporã;SP;3528502;20/04/2020;>50-60%;1;100179;58%
Marília;SP;3529005;20/04/2020;>40-50%;1;238882;47%
Matão;SP;3529302;20/04/2020;>40-50%;1;83170;46%
Mogi Guaçu;SP;3530706;20/04/2020;>40-50%;1;151888;49%
Mogi Mirim;SP;3530805;20/04/2020;>50-60%;1;93189;51%
Ourinhos;SP;3534708;20/04/2020;>50-60%;1;113542;51%
Paulínia;SP;3536505;20/04/2020;>50-60%;1;109424;50%
Pindamonhangaba;SP;3538006;20/04/2020;>50-60%;1;168328;58%
Pirassununga;SP;3539301;20/04/2020;>50-60%;1;76409;56%
Poá;SP;3539806;20/04/2020;>50-60%;1;117452;57%
Praia Grande;SP;3541000;20/04/2020;>50-60%;1;325073;52%
Presidente Prudente;SP;3541406;20/04/2020;>40-50%;1;228743;43%
Ribeirão Pires;SP;3543303;20/04/2020;>60-70%;1;123393;61%
Rio Claro;SP;3543907;20/04/2020;>50-60%;1;206424;53%
Salto;SP;3545209;20/04/2020;>50-60%;1;118663;51%
Santa Bárbara d'Oeste;SP;3545803;20/04/2020;>40-50%;1;193475;48%
Santana de Parnaíba;SP;3547304;20/04/2020;>50-60%;1;139447;53%
São Caetano do Sul;SP;3548807;20/04/2020;>50-60%;1;161127;51%
São Carlos;SP;3548906;20/04/2020;>50-60%;1;251983;53%
São João da Boa Vista;SP;3549102;20/04/2020;>50-60%;1;91211;53%
São Roque;SP;3550605;20/04/2020;>50-60%;1;91016;54%
São Sebastião;SP;3550704;20/04/2020;>60-70%;1;88980;67%
São Vicente;SP;3551009;20/04/2020;>50-60%;1;365798;58%
Sertãozinho;SP;3551702;20/04/2020;>50-60%;1;125815;53%
Sumaré;SP;3552403;20/04/2020;>40-50%;1;282441;47%
Suzano;SP;3552502;20/04/2020;>50-60%;1;297637;54%
Taboão da Serra;SP;3552809;20/04/2020;>50-60%;1;289664;51%
Tatuí;SP;3554003;20/04/2020;>50-60%;1;121766;53%
Taubaté;SP;3554102;20/04/2020;>50-60%;1;314924;51%
Ubatuba;SP;3555406;20/04/2020;>60-70%;1;90799;64%
Valinhos;SP;3556206;20/04/2020;>50-60%;1;129193;51%
Várzea Paulista;SP;3556503;20/04/2020;>40-50%;1;121838;47%
Vinhedo;SP;3556701;20/04/2020;>50-60%;1;78728;55%
Votorantim;SP;3557006;20/04/2020;>50-60%;1;122480;52%
Votuporanga;SP;3557105;20/04/2020;>50-60%;1;94547;56%
