Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
São Caetano do Sul;SP;3548807;25/04/2020;>50-60%;1;161127;50%
São Carlos;SP;3548906;25/04/2020;>50-60%;1;251983;53%
São João da Boa Vista;SP;3549102;25/04/2020;>50-60%;1;91211;56%
São Roque;SP;3550605;25/04/2020;>50-60%;1;91016;56%
São Sebastião;SP;3550704;25/04/2020;>60-70%;1;88980;67%
São Vicente;SP;3551009;25/04/2020;>60-70%;1;365798;61%
Sertãozinho;SP;3551702;25/04/2020;>50-60%;1;125815;58%
Sumaré;SP;3552403;25/04/2020;>40-50%;1;282441;50%
Suzano;SP;3552502;25/04/2020;>50-60%;1;297637;56%
Taboão da Serra;SP;3552809;25/04/2020;>50-60%;1;289664;52%
Tatuí;SP;3554003;25/04/2020;>50-60%;1;121766;55%
Taubaté;SP;3554102;25/04/2020;>50-60%;1;314924;53%
Ubatuba;SP;3555406;25/04/2020;>60-70%;1;90799;65%
Valinhos;SP;3556206;25/04/2020;>50-60%;1;129193;54%
Várzea Paulista;SP;3556503;25/04/2020;>50-60%;1;121838;52%
Vinhedo;SP;3556701;25/04/2020;>50-60%;1;78728;57%
Votorantim;SP;3557006;25/04/2020;>50-60%;1;122480;53%
Votuporanga;SP;3557105;25/04/2020;>50-60%;1;94547;59%
