Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
Limeira;SP;3526902;27/04/2020;Até 40%;1;306114;39%
Lins;SP;3527108;27/04/2020;>40-50%;1;78013;47%
Lorena;SP;3527207;27/04/2020;>60-70%;1;88706;60%
Mairiporã;SP;3528502;27/04/2020;>50-60%;1;100179;55%
Marília;SP;3529005;27/04/2020;>40-50%;1;238882;45%
Matão;SP;3529302;27/04/2020;>40-50%;1;83170;43%
Mogi Guaçu;SP;3530706;27/04/2020;>40-50%;1;151888;47%
Mogi Mirim;SP;3530805;27/04/2020;>40-50%;1;93189;48%
Ourinhos;SP;3534708;27/04/2020;>50-60%;1;113542;51%
Paulínia;SP;3536505;27/04/2020;>40-50%;1;109424;48%
Pindamonhangaba;SP;3538006;27/04/2020;>50-60%;1;168328;55%
Pirassununga;SP;3539301;27/04/2020;>50-60%;1;76409;53%
Poá;SP;3539806;27/04/2020;>50-60%;1;117452;54%
Praia Grande;SP;3541000;27/04/2020;>50-60%;1;325073;50%
Presidente Prudente;SP;3541406;27/04/2020;>40-50%;1;228743;40%
Ribeirão Pires;SP;3543303;27/04/2020;>50-60%;1;123393;58%
Rio Claro;SP;3543907;27/04/2020;>50-60%;1;206424;50%
Salto;SP;3545209;27/04/2020;>40-50%;1;118663;48%
Santa Bárbara d'Oeste;SP;3545803;27/04/2020;>40-50%;1;193475;44%
Santana de Parnaíba;SP;3547304;27/04/2020;>50-60%;1;139447;52%
São Caetano do Sul;SP;3548807;27/04/2020;>40-50%;1;161127;46%
São Carlos;SP;3548906;27/04/2020;>40-50%;1;251983;49%
São João da Boa Vista;SP;3549102;27/04/2020;>50-60%;1;91211;50%
São Roque;SP;3550605;27/04/2020;>50-60%;1;91016;52%
São Sebastião;SP;3550704;27/04/2020;>60-70%;1;88980;63%
São Vicente;SP;3551009;27/04/2020;>50-60%;1;365798;56%
Sertãozinho;SP;3551702;27/04/2020;>40-50%;1;125815;48%
Sumaré;SP;3552403;27/04/2020;>40-50%;1;282441;44%
Suzano;SP;3552502;27/04/2020;>50-60%;1;297637;52%
Taboão da Serra;SP;3552809;27/04/2020;>40-50%;1;289664;48%
Tatuí;SP;3554003;27/04/2020;>50-60%;1;121766;51%
Taubaté;SP;3554102;27/04/2020;>40-50%;1;314924;49%
Ubatuba;SP;3555406;27/04/2020;>60-70%;1;90799;61%
Valinhos;SP;3556206;27/04/2020;>40-50%;1;129193;48%
Várzea Paulista;SP;3556503;27/04/2020;>40-50%;1;121838;48%
Vinhedo;SP;3556701;27/04/2020;>50-60%;1;78728;52%
Votorantim;SP;3557006;27/04/2020;>40-50%;1;122480;49%
Votuporanga;SP;3557105;27/04/2020;>50-60%;1;94547;54%
