"uf","MUNICIPIO","ESTIMATIVA2019","tipo","longitude","latitude","cod_uf","IDH","espvida","gini","t_agua","rdpc","AR_MUN_2019","densidade"
"PR","IPORÃ",13926,"cidade",-53.706031,-24.008349,"41",0.706,74.75,0.45,98.42,608.93,647.894,21.4942567765715
"PR","IRACEMA DO OESTE",2288,"cidade",-53.35279,-24.426155,"41",0.707,75.14,0.4,92.01,524.51,81.538,28.0605361917143
"PR","IRATI",60727,"cidade",-50.649287,-25.469663,"41",0.726,75.11,0.49,96.26,685.81,999.517,60.756345314787
"PR","IRETAMA",10169,"cidade",-52.101161,-24.42529,"41",0.665,73.67,0.58,89.75,608.11,570.459,17.8259962591527
"PR","ITAGUAJÉ",4466,"cidade",-51.967351,-22.618282,"41",0.707,72.43,0.41,94.69,523.98,190.373,23.4592090264901
"PR","ITAIPULÂNDIA",11176,"cidade",-54.300102,-25.136623,"41",0.738,75.87,0.63,97.02,1019.87,330.846,33.7800668589011
"PR","ITAMBARACÁ",6582,"cidade",-50.409654,-23.018113,"41",0.694,72.34,0.42,98.06,499.63,207.342,31.7446537604537
"PR","ITAMBÉ",6108,"cidade",-51.991236,-23.660056,"41",0.746,76.26,0.36,96.42,588.49,243.822,25.0510618401949
"PR","ITAPEJARA D'OESTE",11964,"cidade",NA,NA,"41",0.731,74.67,0.49,93.23,674.12,254.014,47.0997661546214
"PR","ITAPERUÇU",28634,"cidade",-49.345427,-25.21926,"41",0.637,71.72,0.4,89.03,468.04,320.578,89.3199159019022
"PR","ITAÚNA DO SUL",2865,"cidade",-52.887395,-22.728942,"41",0.656,72.89,0.37,94.29,460.51,128.87,22.2317063707612
"PR","IVAÍ",13879,"cidade",-50.857041,-25.006734,"41",0.651,72.48,0.5,92.74,469.13,607.848,22.8330108843
"PR","IVAIPORÃ",31984,"cidade",-51.675426,-24.248533,"41",0.73,74.63,0.48,96.42,666.73,431.502,74.1224837891829
"PR","IVATÉ",8185,"cidade",-53.368705,-23.407206,"41",0.706,73.2,0.37,87.08,563.82,410.907,19.9193491471306
"PR","IVATUBA",3259,"cidade",-52.220272,-23.618722,"41",0.766,75.2,0.43,93.42,699.09,96.661,33.7157695451113
"PR","JABOTI",5274,"cidade",-50.072904,-23.743502,"41",0.718,74.61,0.48,93.91,618.6,139.277,37.8669844985173
"PR","JACAREZINHO",39378,"cidade",-49.973889,-23.159115,"41",0.743,75.61,0.53,98.31,770.55,602.528,65.3546391205056
"PR","JAGUAPITÃ",13620,"cidade",-51.534195,-23.110388,"41",0.715,75.03,0.4,98.47,681.75,475.004,28.6734427499558
"PR","JAGUARIAÍVA",34857,"cidade",-49.706642,-24.24389,"41",0.743,76.54,0.51,95.24,616.79,1453.066,23.988586891442
"PR","JANDAIA DO SUL",21176,"cidade",-51.644819,-23.601089,"41",0.747,73.04,0.46,97.37,803.28,187.6,112.878464818763
"PR","JANIÓPOLIS",5245,"cidade",-52.77836,-24.140124,"41",0.696,74.58,0.5,92.73,577.55,335.65,15.6263965440191
"PR","JAPIRA",4994,"cidade",-50.142211,-23.814227,"41",0.696,74.61,0.47,86.5,534.19,188.287,26.5233393702167
"PR","JAPURÁ",9425,"cidade",-52.55572,-23.469273,"41",0.712,74.75,0.35,97.58,615.19,165.185,57.0572388534068
"PR","JARDIM ALEGRE",11328,"cidade",-51.690197,-24.180913,"41",0.689,74.63,0.66,87.34,608.16,413.386,27.4029599454263
"PR","JARDIM OLINDA",1331,"cidade",-52.050298,-22.552255,"41",0.682,72.43,0.44,84.81,515.05,128.515,10.3567676924873
"PR","JATAIZINHO",12588,"cidade",-50.977748,-23.257815,"41",0.687,75.7,0.44,97.55,514.94,159.178,79.0812800763925
"PR","JESUÍTAS",8412,"cidade",-53.38492,-24.383918,"41",0.705,75.31,0.42,93.97,551.65,247.496,33.9884280958076
"PR","JOAQUIM TÁVORA",11908,"cidade",-49.908998,-23.498654,"41",0.7,73.04,0.43,94.05,618.36,289.173,41.1795015440584
"PR","JUNDIAÍ DO SUL",3292,"cidade",-50.249579,-23.435671,"41",0.688,74.03,0.5,94.99,485.95,320.816,10.2613335993217
"PR","JURANDA",7340,"cidade",-52.841344,-24.420866,"41",0.708,74.08,0.44,98.65,544.87,354.364,20.7131649941868
"PR","JUSSARA",7013,"cidade",-52.46931,-23.621931,"41",0.718,75.12,0.46,99.43,688.1,210.869,33.2576149173183
"PR","KALORÉ",4100,"cidade",-51.668709,-23.818835,"41",0.721,75.9,0.4,96.45,528.02,193.299,21.2106632729605
"PR","LAPA",48163,"cidade",-49.716777,-25.76709,"41",0.706,75.9,0.49,94.14,608.6,2093.859,23.0020264019688
"PR","LARANJAL",5852,"cidade",-52.470041,-24.886153,"41",0.585,72.37,0.49,91.54,297.34,559.439,10.4604791585857
"PR","LARANJEIRAS DO SUL",32073,"cidade",-52.410854,-25.407672,"41",0.706,75.11,0.54,97.5,659.33,673.599,47.6143818503293
"PR","LEÓPOLIS",3954,"cidade",-50.751085,-23.081781,"41",0.707,73.69,0.39,91.85,477.23,344.918,11.4635942455888
"PR","LIDIANÓPOLIS",3310,"cidade",-51.650629,-24.10997,"41",0.68,73.13,0.4,94.34,477.52,151.456,21.8545320092964
"PR","LINDOESTE",4676,"cidade",-53.573298,-25.259616,"41",0.666,71.12,0.5,87.58,462.44,361.367,12.9397537683297
"PR","LOANDA",23086,"cidade",-53.136216,-22.923194,"41",0.725,73.88,0.47,98.42,725.67,722.496,31.9531180795465
"PR","LOBATO",4787,"cidade",-51.952419,-23.005782,"41",0.744,75.45,0.38,97.51,653.7,240.904,19.8709859529107
"PR","LONDRINA",569733,"cidade",-51.1691,-23.303975,"41",0.778,75.19,0.51,98.96,1083.35,1652.569,344.755952701521
"PR","LUIZIANA",7262,"cidade",-52.269022,-24.285284,"41",0.668,71.86,0.48,97.31,482.03,916.839,7.92069272794896
"PR","LUNARDELLI",4794,"cidade",-51.736783,-24.082055,"41",0.69,74.57,0.46,90.28,471.99,199.213,24.0646945731453
"PR","LUPIONÓPOLIS",4920,"cidade",-51.660085,-22.754987,"41",0.71,76.38,0.48,99.41,636.69,121.066,40.63899030281
"PR","MALLET",13630,"cidade",-50.817346,-25.880588,"41",0.708,73.54,0.46,95.04,552.86,753.713,18.0838064356061
"PR","MAMBORÊ",13132,"cidade",-52.527119,-24.316951,"41",0.719,74.24,0.49,95.83,616.46,788.061,16.6636846640044
"PR","MANDAGUAÇU",22819,"cidade",-52.094369,-23.345766,"41",0.718,74.47,0.41,96.68,693.16,294.019,77.6106306055051
"PR","MANDAGUARI",34400,"cidade",-51.671027,-23.54459,"41",0.751,75.39,0.45,99.46,762.54,335.814,102.437658942152
"PR","MANDIRITUBA",26869,"cidade",-49.328225,-25.777036,"41",0.655,73.42,0.46,95.52,539.68,379.179,70.8609917743335
"PR","MANFRINÓPOLIS",2571,"cidade",-53.315257,-26.147968,"41",0.645,73.31,0.47,89.21,435.85,216.415,11.8799528683317
"PR","MANGUEIRINHA",16714,"cidade",-52.174275,-25.942102,"41",0.688,73.67,0.57,91.63,605.97,1055.458,15.8357793488703
"PR","MANOEL RIBAS",13502,"cidade",-51.665822,-24.514363,"41",0.716,73.36,0.6,88.65,729.51,571.135,23.6406453815648
"PR","MARECHAL CÂNDIDO RONDON",52944,"cidade",-54.056115,-24.557891,"41",0.774,75.51,0.53,98.36,1036.38,745.243,71.0425995279392
"PR","MARIA HELENA",5677,"cidade",-53.205333,-23.615754,"41",0.703,75.52,0.41,94.36,552.13,486.224,11.6756885715226
"PR","MARIALVA",35496,"cidade",-51.792802,-23.484316,"41",0.735,73.84,0.44,91.96,765.58,475.564,74.6397961157699
"PR","MARILÂNDIA DO SUL",8836,"cidade",-51.313737,-23.742534,"41",0.691,74.88,0.44,96.31,497.15,384.424,22.9850373545876
"PR","MARILENA",7076,"cidade",-53.040239,-22.733552,"41",0.681,74.69,0.36,89.16,461.09,232.363,30.4523525690407
"PR","MARILUZ",10345,"cidade",-53.143242,-24.008888,"41",0.639,72.65,0.46,97.15,466.87,433.17,23.8820786296373
"PR","MARINGÁ",423666,"cidade",-51.933298,-23.420545,"41",0.808,76.1,0.49,99.22,1202.63,487.012,869.92928305668
"PR","MARIÓPOLIS",6610,"cidade",-52.549736,-26.351072,"41",0.698,73.24,0.48,97.24,694.06,230.365,28.6935949471491
"PR","MARIPÁ",5603,"cidade",-53.828641,-24.419978,"41",0.758,76.97,0.42,88.22,781.94,283.793,19.7432635759162
"PR","MARMELEIRO",14367,"cidade",-53.026741,-26.1472,"41",0.722,75.5,0.51,92.57,751.42,387.612,37.0654159313953
"PR","MARQUINHO",4405,"cidade",-52.249676,-25.112,"41",0.614,73.83,0.5,89.26,366.3,509.632,8.64349177445686
"PR","MARUMBI",4679,"cidade",-51.640374,-23.705764,"41",0.721,74.54,0.46,90.52,642.72,208.47,22.4444764234662
"PR","MATELÂNDIA",17943,"cidade",-53.993492,-25.249571,"41",0.725,74.85,0.46,97.52,683.91,639.746,28.0470686803825
"PR","MATINHOS",34720,"cidade",-48.549012,-25.823655,"41",0.743,75.04,0.48,93.73,814.03,117.899,294.489351054716
"PR","MATO RICO",3272,"cidade",-52.14544,-24.699538,"41",0.632,73.73,0.45,89.21,296.21,394.533,8.29334935227218
"PR","MAUÁ DA SERRA",10601,"cidade",-51.227732,-23.898761,"41",0.652,72.56,0.47,90.06,487.69,108.324,97.8638159595288
"PR","MEDIANEIRA",46198,"cidade",-54.094308,-25.297665,"41",0.763,75.96,0.49,96.16,914.67,328.732,140.533930374895
"PR","MERCEDES",5536,"cidade",-54.161826,-24.453791,"41",0.74,75.57,0.41,95.6,657.38,198.934,27.8283249721013
"PR","MIRADOR",2213,"cidade",-52.776081,-23.254951,"41",0.68,72.99,0.4,97.2,474.75,221.708,9.9815974164216
"PR","MIRASELVA",1806,"cidade",-51.484606,-22.965663,"41",0.748,76.23,0.39,92.03,600.03,90.294,20.0013289919596
"PR","MISSAL",10702,"cidade",-54.247664,-25.091855,"41",0.711,74.66,0.45,73.76,678.96,324.397,32.9904407254074
"PR","MOREIRA SALES",12121,"cidade",-53.00564,-24.052657,"41",0.675,73.12,0.44,95.22,528.33,353.772,34.2621801612338
"PR","MORRETES",16406,"cidade",-48.834533,-25.474365,"41",0.686,75.22,0.53,83.93,665.51,684.58,23.9650588682112
"PR","MUNHOZ DE MELO",3984,"cidade",-51.773162,-23.14601,"41",0.726,76.34,0.39,92.24,637.77,137.018,29.0764717044476
"PR","NOSSA SENHORA DAS GRAÇAS",4008,"cidade",-51.797764,-22.912926,"41",0.709,74.94,0.33,96.96,547.55,185.769,21.5751820809715
"PR","NOVA ALIANÇA DO IVAÍ",1543,"cidade",-52.603244,-23.176271,"41",0.717,72.64,0.34,98.41,528.26,131.272,11.7542202449875
"PR","NOVA AMÉRICA DA COLINA",3445,"cidade",-50.716821,-23.330772,"41",0.698,73.53,0.36,97.45,472.29,129.476,26.6072476752448
"PR","NOVA AURORA",10472,"cidade",-53.257449,-24.528859,"41",0.733,75.66,0.55,95.14,734.83,474.011,22.0923143133809
"PR","NOVA CANTU",5302,"cidade",-52.566078,-24.672324,"41",0.658,72.49,0.48,87.63,446.81,555.488,9.54476064289418
"PR","NOVA ESPERANÇA",27904,"cidade",-52.203139,-23.18202,"41",0.722,74.72,0.46,94,719.26,401.587,69.4843209566047
"PR","NOVA ESPERANÇA DO SUDOESTE",5046,"cidade",-53.26524,-25.90607,"41",0.714,73.28,0.5,81.36,678.29,208.472,24.2046893587628
"PR","NOVA FÁTIMA",8153,"cidade",-50.566507,-23.432447,"41",0.688,74.15,0.45,98.47,555.2,283.423,28.7661904644295
"PR","NOVA LARANJEIRAS",11554,"cidade",-52.544682,-25.305376,"41",0.642,74.96,0.56,79.1,366.26,1210.205,9.54714283943629
"PR","NOVA LONDRINA",13213,"cidade",-52.98677,-22.763931,"41",0.758,76.36,0.5,96.43,777.47,269.389,49.0480309144026
"PR","NOVA OLÍMPIA",5806,"cidade",-53.089799,-23.470252,"41",0.71,73.8,0.4,97.8,619.47,136.347,42.5825284017983
"PR","NOVA PRATA DO IGUAÇU",10548,"cidade",-53.346862,-25.630908,"41",0.716,72.89,0.46,95.46,668.06,352.565,29.917887481741
"PR","NOVA SANTA BÁRBARA",4249,"cidade",-50.759798,-23.586534,"41",0.68,72.91,0.49,94.68,511.42,71.764,59.2079594225517
"PR","NOVA SANTA ROSA",8219,"cidade",-53.955249,-24.469293,"41",0.731,73.52,0.41,93.6,758.84,204.665,40.1583074780739
"PR","NOVA TEBAS",5649,"cidade",-51.945357,-24.437958,"41",0.651,72.27,0.5,88.82,408.22,545.686,10.3521072558211
"PR","NOVO ITACOLOMI",2844,"cidade",-51.50789,-23.76308,"41",0.71,74.88,0.38,78.05,553.56,161.411,17.6196170025587
"PR","ORTIGUEIRA",22141,"cidade",-50.918508,-24.205811,"41",0.609,73.63,0.49,86.83,408.86,2429.564,9.11315775176122
"PR","OURIZONA",3428,"cidade",-52.19638,-23.405342,"41",0.72,73.2,0.44,98.53,709.99,176.457,19.4268291991817
"PR","OURO VERDE DO OESTE",5996,"cidade",-53.904303,-24.793258,"41",0.709,74.02,0.41,98.81,578.86,293.042,20.4612308133305
"PR","PAIÇANDU",41281,"cidade",-52.046013,-23.455534,"41",0.716,75,0.36,99.66,610.64,171.379,240.875486494845
"PR","PALMAS",50986,"cidade",-51.988812,-26.483868,"41",0.66,74.59,0.54,98.52,575.55,1557.903,32.7273264124917
"PR","PALMEIRA",33877,"cidade",-50.007027,-25.425716,"41",0.718,74.56,0.59,96.46,729.05,1470.072,23.0444495235608
"PR","PALMITAL",13172,"cidade",-52.202854,-24.885301,"41",0.639,72.48,0.52,93.5,447.15,817.647,16.1096414467368
"PR","PALOTINA",31846,"cidade",-53.840422,-24.286784,"41",0.768,76.85,0.47,97.61,904.85,651.238,48.9007091109548
"PR","PARAÍSO DO NORTE",13830,"cidade",-52.605429,-23.28242,"41",0.746,74.5,0.48,95.39,864.18,204.564,67.607203613539
"PR","PARANACITY",11472,"cidade",-52.154946,-22.929713,"41",0.717,75.36,0.4,96.53,582.06,348.631,32.9058517458287
"PR","PARANAGUÁ",154936,"cidade",-48.522528,-25.516078,"41",0.75,76.12,0.52,98.36,765.85,826.431,187.476026431729
"PR","PARANAPOEMA",3203,"cidade",-52.09052,-22.64124,"41",0.709,75.06,0.43,98.67,549.69,175.875,18.2117981520967
"PR","PARANAVAÍ",88374,"cidade",-52.461724,-23.08165,"41",0.763,75.62,0.48,98.23,852.66,1202.266,73.5061958002638
"PR","PATO BRAGADO",5610,"cidade",-54.228115,-24.624625,"41",0.747,73.42,0.43,99.94,824.97,135.6,41.3716814159292
"PR","PATO BRANCO",82881,"cidade",-52.67063,-26.229237,"41",0.782,75.72,0.51,95.04,1013.22,539.087,153.7432733492
"PR","PAULA FREITAS",5873,"cidade",-50.930983,-26.210513,"41",0.717,75.79,0.58,95.59,621.46,421.409,13.936579427587
"PR","PAULO FRONTIN",7354,"cidade",-50.830423,-26.046565,"41",0.708,73.34,0.51,93.84,579.76,369.862,19.883091531436
"PR","PEABIRU",13996,"cidade",-52.343107,-23.914013,"41",0.723,74.56,0.54,98.35,737.63,468.594,29.8680734281702
"PR","PEROBAL",6127,"cidade",-53.409838,-23.894861,"41",0.713,74.78,0.41,89.93,565.43,409.05,14.9786089720083
"PR","PÉROLA",11234,"cidade",-53.683353,-23.803898,"41",0.7,73.25,0.37,87.93,637.59,240.635,46.6848130986764
"PR","PÉROLA D'OESTE",6347,"cidade",NA,NA,"41",0.726,73.55,0.44,95.71,613.32,205.279,30.9188957467642
"PR","PIÊN",12746,"cidade",-49.433565,-26.09647,"41",0.694,73.11,0.42,98.7,541.67,254.792,50.0251185280543
"PR","PINHAIS",132157,"cidade",-49.19267,-25.442949,"41",0.751,75.15,0.48,99.09,911.51,60.869,2171.17087515813
"PR","PINHAL DE SÃO BENTO",2731,"cidade",-53.481998,-26.032422,"41",0.695,73.08,0.37,78.1,514.89,97.463,28.0208899787612
"PR","PINHALÃO",6326,"cidade",-50.053571,-23.798176,"41",0.697,74.68,0.49,94.51,545.95,220.625,28.6730878186969
"PR","PINHÃO",32391,"cidade",-51.653595,-25.694388,"41",0.654,73.36,0.53,87.28,454.31,2001.588,16.1826509751257
"PR","PIRAÍ DO SUL",25463,"cidade",-49.943312,-24.530637,"41",0.708,73.94,0.56,86.19,631.84,1403.066,18.148112775878
"PR","PIRAQUARA",113036,"cidade",-49.062411,-25.442171,"41",0.7,77.15,0.41,99.16,581.74,227.042,497.863831361598
"PR","PITANGA",30310,"cidade",-51.759645,-24.758773,"41",0.702,73.09,0.52,89.82,609.77,1663.747,18.2179141419939
"PR","PITANGUEIRAS",3224,"cidade",-51.587277,-23.228134,"41",0.71,75.52,0.33,85.81,518.34,123.229,26.1626727474864
"PR","PLANALTINA DO PARANÁ",4263,"cidade",-52.916242,-23.010146,"41",0.705,72.7,0.43,83,556.04,356.192,11.9682643068907
"PR","PLANALTO",13479,"cidade",-53.764234,-25.721135,"41",0.706,72.16,0.47,96.33,641.16,346.241,38.9295317423413
"PR","PONTA GROSSA",351736,"cidade",-50.166787,-25.091622,"41",0.763,75.22,0.54,98.78,877.1,2054.732,171.183395206772
"PR","PONTAL DO PARANÁ",27284,"cidade",-48.511062,-25.673533,"41",0.738,74.87,0.51,99.04,782.87,200.41,136.140911132179
"PR","PORECATU",12914,"cidade",-51.37949,-22.753724,"41",0.738,75.05,0.44,98.89,742.25,291.663,44.2771280553241
"PR","PORTO AMAZONAS",4848,"cidade",-49.894591,-25.540002,"41",0.7,73.87,0.51,98.12,655.76,186.581,25.983353074536
"PR","PORTO BARREIRO",3237,"cidade",-52.406744,-25.547696,"41",0.688,74.27,0.52,75.59,535.4,361.02,8.96626225693867
"PR","PORTO RICO",2559,"cidade",-53.267731,-22.774742,"41",0.735,75.76,0.48,93.23,590.58,217.676,11.7560043367206
"PR","PORTO VITÓRIA",4065,"cidade",-51.230976,-26.167404,"41",0.685,72.78,0.44,89.22,531.11,213.013,19.0833423312192
"PR","PRADO FERREIRA",3753,"cidade",-51.442883,-23.035698,"41",0.71,76.12,0.49,94.62,652.38,153.399,24.4656092934113
"PR","PRANCHITA",5157,"cidade",-53.741112,-26.021968,"41",0.752,74.24,0.52,90.67,815.6,226.14,22.8044574157602
"PR","PRESIDENTE CASTELO BRANCO",5306,"cidade",-52.153563,-23.278233,"41",0.713,76.41,0.37,98.51,603.83,155.734,34.0709157923125
"PR","PRIMEIRO DE MAIO",11123,"cidade",-51.029251,-22.851714,"41",0.701,74.54,0.45,92.57,604.96,414.442,26.8384960983684
"PR","PRUDENTÓPOLIS",52241,"cidade",-50.975396,-25.211083,"41",0.676,73.4,0.47,95.4,497.84,2247.141,23.2477623789517
"PR","QUARTO CENTENÁRIO",4512,"cidade",-53.075884,-24.277499,"41",0.71,74.11,0.61,92.79,723.41,321.875,14.0178640776699
"PR","QUATIGUÁ",7449,"cidade",-49.91601,-23.567056,"41",0.714,73.2,0.41,97.75,590.85,112.689,66.1022815004126
"PR","QUATRO BARRAS",23559,"cidade",-49.076306,-25.367317,"41",0.742,74.87,0.47,98.01,800.4,180.471,130.541749089881
"PR","QUATRO PONTES",4015,"cidade",-53.975885,-24.575152,"41",0.791,75.3,0.47,98.8,1093.43,114.393,35.0983014694955
"PR","QUEDAS DO IGUAÇU",34103,"cidade",-52.910231,-25.449161,"41",0.681,72.65,0.58,93.84,586.88,821.503,41.5129342193516
"PR","QUERÊNCIA DO NORTE",12206,"cidade",-53.483022,-23.083758,"41",0.688,73.48,0.5,90.87,509.13,914.763,13.3433468559616
"PR","QUINTA DO SOL",4573,"cidade",-52.130908,-23.853272,"41",0.715,75.51,0.44,96.22,583.64,326.177,14.0199952786371
"PR","QUITANDINHA",19049,"cidade",-49.497327,-25.873438,"41",0.68,73.37,0.47,95.72,452.08,447.024,42.6129245857046
"PR","RAMILÂNDIA",4451,"cidade",-54.023015,-25.119472,"41",0.63,73.11,0.48,94,426.7,237.196,18.7650719236412
"PR","RANCHO ALEGRE",3808,"cidade",-50.914453,-23.067594,"41",0.707,73.5,0.49,98.3,590.51,167.646,22.7145294250981
"PR","RANCHO ALEGRE D'OESTE",2655,"cidade",NA,NA,"41",0.704,74.86,0.44,96.53,528.21,241.386,10.9989808853869
"PR","REALEZA",16922,"cidade",-53.52603,-25.771093,"41",0.722,74.82,0.43,84.09,704.94,353.416,47.881250424429
"PR","REBOUÇAS",14899,"cidade",-50.687727,-25.623198,"41",0.672,73.82,0.51,97.11,449.27,481.84,30.9210526315789
"PR","RENASCENÇA",6802,"cidade",-52.970349,-26.158837,"41",0.733,75.25,0.58,91.26,831.49,425.273,15.994431812036
"PR","RESERVA",26715,"cidade",-50.846604,-24.649169,"41",0.618,72.13,0.5,92.97,457.88,1635.522,16.3342345746496
"PR","RESERVA DO IGUAÇU",8010,"cidade",-52.027215,-25.831905,"41",0.648,74.21,0.57,86.67,419.62,834.232,9.6016455854007
"PR","RIBEIRÃO CLARO",10668,"cidade",-49.759742,-23.194132,"41",0.716,74.92,0.52,86.26,639.91,629.224,16.9542166223793
"PR","RIBEIRÃO DO PINHAL",13029,"cidade",-50.360145,-23.409068,"41",0.701,74.43,0.5,97.42,563.87,374.732,34.7688481368018
"PR","RIO AZUL",15236,"cidade",-50.798543,-25.73058,"41",0.687,74.14,0.63,93.82,740.31,599.056,25.4333484682567
"PR","RIO BOM",3203,"cidade",-51.41224,-23.760583,"41",0.729,75.9,0.43,96.36,524.89,177.836,18.0109764052273
"PR","RIO BONITO DO IGUAÇU",13269,"cidade",-52.529206,-25.487384,"41",0.629,72.49,0.5,84.84,405.76,681.406,19.4729720607098
"PR","RIO BRANCO DO IVAÍ",4096,"cidade",-51.318684,-24.324449,"41",0.64,71.96,0.49,90.09,387.85,382.329,10.7132862011514
"PR","RIO BRANCO DO SUL",32397,"cidade",-49.311546,-25.189189,"41",0.679,75.84,0.47,78.13,548.8,812.288,39.883637330602
"PR","RIO NEGRO",34170,"cidade",-49.79823,-26.095021,"41",0.76,76.75,0.48,97.14,709.13,604.138,56.5599250502369
"PR","ROLÂNDIA",66580,"cidade",-51.365928,-23.31012,"41",0.739,74.27,0.45,99.22,819.52,459.024,145.04688208024
"PR","RONCADOR",9849,"cidade",-52.271569,-24.595795,"41",0.681,72.84,0.53,92.79,500.36,742.121,13.2714206982419
"PR","RONDON",9579,"cidade",-52.765877,-23.411958,"41",0.713,74.22,0.41,96.73,724.58,555.125,17.2555730691286
"PR","ROSÁRIO DO IVAÍ",4786,"cidade",-51.272007,-24.26824,"41",0.662,72.27,0.47,84.41,422.97,371.25,12.8915824915825
"PR","SABÁUDIA",6827,"cidade",-51.555005,-23.315512,"41",0.74,75.6,0.41,91.27,663.2,190.329,35.8694681314986
"PR","SALGADO FILHO",3580,"cidade",-53.363116,-26.177664,"41",0.7,74.83,0.46,92.06,557.15,189.315,18.9102818054565
"PR","SALTO DO ITARARÉ",4935,"cidade",-49.635384,-23.607356,"41",0.704,75.15,0.42,92.37,490.56,200.52,24.6110113704369
"PR","SALTO DO LONTRA",14785,"cidade",-53.313528,-25.781257,"41",0.718,75.36,0.46,94.74,650.57,312.717,47.279169344807
"PR","SANTA AMÉLIA",3324,"cidade",-50.428765,-23.265421,"41",0.653,73.55,0.41,92.72,470.75,78.045,42.5908129925043
"PR","SANTA CECÍLIA DO PAVÃO",3334,"cidade",-50.783528,-23.520081,"41",0.723,75.28,0.47,97.94,553.12,110.199,30.2543580250275
"PR","SANTA CRUZ DE MONTE CASTELO",7800,"cidade",-53.296342,-22.954225,"41",0.71,74.83,0.38,85.06,552.67,442.013,17.6465398076527
"PR","SANTA FÉ",12037,"cidade",-51.808014,-23.039993,"41",0.705,73.5,0.41,94.27,709.44,276.241,43.5742702929688
"PR","SANTA HELENA",26490,"cidade",-54.33601,-24.858494,"41",0.744,74.38,0.52,95.68,791.53,754.701,35.0999932423569
"PR","SANTA INÊS",1596,"cidade",-51.902385,-22.637595,"41",0.717,74.61,0.38,99.66,533.95,138.481,11.5250467573169
"PR","SANTA ISABEL DO IVAÍ",8562,"cidade",-53.19889,-23.002482,"41",0.72,74.04,0.41,96.45,610.69,349.497,24.4980643610675
"PR","SANTA IZABEL DO OESTE",14659,"cidade",-53.480146,-25.821652,"41",0.696,74.57,0.45,95.39,540.49,321.182,45.6407893343961
"PR","SANTA LÚCIA",3813,"cidade",-53.563796,-25.410355,"41",0.687,72.7,0.44,81.82,578.04,116.858,32.6293450170292
"PR","SANTA MARIA DO OESTE",9615,"cidade",-51.869564,-24.937701,"41",0.609,72.37,0.48,86.08,334.84,836.669,11.4919998231081
"PR","SANTA MARIANA",11724,"cidade",-50.516728,-23.14652,"41",0.7,73.25,0.43,99.42,564.1,427.193,27.4442699201532
"PR","SANTA MÔNICA",3981,"cidade",-53.110297,-23.108005,"41",0.704,72.53,0.48,89.24,614.27,259.957,15.3140711733094
"PR","SANTA TEREZA DO OESTE",10139,"cidade",-53.627417,-25.054316,"41",0.705,73.47,0.44,96.03,573.27,326.19,31.0831110702351
"PR","SANTA TEREZINHA DE ITAIPU",23465,"cidade",-54.400725,-25.434417,"41",0.738,73.81,0.44,97.79,688.34,259.393,90.4611920907658
"PR","SANTANA DO ITARARÉ",4992,"cidade",-49.629314,-23.758692,"41",0.687,75.87,0.5,90.71,467.18,251.269,19.8671543246481
"PR","SANTO ANTÔNIO DA PLATINA",45993,"cidade",-50.081478,-23.295889,"41",0.718,74.03,0.54,93.93,765.04,721.472,63.7488357136521
"PR","SANTO ANTÔNIO DO CAIUÁ",2641,"cidade",-52.344022,-22.735084,"41",0.696,74.21,0.35,91.74,455.52,219.068,12.0556174338562
"PR","SANTO ANTÔNIO DO PARAÍSO",2106,"cidade",-50.645541,-23.496903,"41",0.716,73.8,0.48,97.35,561.33,165.904,12.6940881473623
"PR","SANTO ANTÔNIO DO SUDOESTE",20166,"cidade",-53.7251,-26.073708,"41",0.671,73.42,0.52,96.18,585.95,325.651,61.9251898504841
"PR","SANTO INÁCIO",5438,"cidade",-51.796937,-22.695666,"41",0.739,75.6,0.53,93.2,829.4,306.871,17.7208012487332
"PR","SÃO CARLOS DO IVAÍ",6878,"cidade",-52.476143,-23.315828,"41",0.682,74.52,0.4,95.99,635.85,225.079,30.5581595795254
"PR","SÃO JERÔNIMO DA SERRA",11170,"cidade",-50.747536,-23.721765,"41",0.637,74.31,0.53,87.28,393.81,823.774,13.559544243931
"PR","SÃO JOÃO",10241,"cidade",-52.72524,-25.821375,"41",0.727,75.27,0.43,93.41,605.55,388.059,26.3903169363422
"PR","SÃO JOÃO DO CAIUÁ",5855,"cidade",-52.341065,-22.853502,"41",0.664,72.08,0.44,97.41,545.41,304.413,19.2337383751679
"PR","SÃO JOÃO DO IVAÍ",10219,"cidade",-51.821544,-23.983281,"41",0.693,73.2,0.43,96.74,540.31,353.331,28.9218891068149
"PR","SÃO JOÃO DO TRIUNFO",15120,"cidade",-50.29492,-25.682971,"41",0.629,73.08,0.49,91.22,471.43,720.407,20.9881358731939
"PR","SÃO JORGE D'OESTE",9050,"cidade",NA,NA,"41",0.722,73.75,0.47,94.58,641.7,379.545,23.8443399333412
"PR","SÃO JORGE DO IVAÍ",5551,"cidade",-52.292907,-23.433592,"41",0.743,73.59,0.43,96.25,738.42,315.088,17.6173005636521
"PR","SÃO JORGE DO PATROCÍNIO",5641,"cidade",-53.882275,-23.764744,"41",0.676,73.62,0.4,99.75,630.8,404.69,13.9390644690998
"PR","SÃO JOSÉ DA BOA VISTA",6206,"cidade",-49.657667,-23.912195,"41",0.671,71.88,0.43,86.55,458.85,399.667,15.5279269992269
