"uf","MUNICIPIO","ESTIMATIVA2019","tipo","longitude","latitude","cod_uf","IDH","espvida","gini","t_agua","rdpc","AR_MUN_2019","densidade"
"BA","JAGUARARI",33570,"cidade",-40.199938,-10.256859,"29",0.659,73.33,0.66,80.27,439.23,2466.009,13.6130890033248
"BA","JAGUARIPE",18788,"cidade",-38.893891,-13.110924,"29",0.556,70.8,0.55,80.39,247.75,863.424,21.759876955007
"BA","JANDAÍRA",10709,"cidade",-37.785274,-11.561614,"29",0.55,69.93,0.54,77.01,192.11,640.772,16.7126528624846
"BA","JEQUIÉ",155966,"cidade",-40.087704,-13.850888,"29",0.665,72.42,0.55,92.66,473.92,2969.039,52.5308020541327
"BA","JEREMOABO",40463,"cidade",-38.347097,-10.06848,"29",0.547,66.36,0.53,65.38,262.76,4267.488,9.48169039959808
"BA","JIQUIRIÇÁ",14537,"cidade",-39.57365,-13.262101,"29",0.553,70.75,0.5,58.24,257.95,238.602,60.9257256854511
"BA","JITAÚNA",11166,"cidade",-39.896892,-14.013085,"29",0.575,67.25,0.51,74.03,266.56,262.05,42.610188895249
"BA","JOÃO DOURADO",25188,"cidade",-41.654799,-11.348642,"29",0.593,67.52,0.52,93.07,283.12,913.258,27.5803770675975
"BA","JUAZEIRO",216707,"cidade",-40.503251,-9.416217,"29",0.677,72.76,0.56,91.05,476.58,6721.237,32.2421304292647
"BA","JUCURUÇU",9126,"cidade",-40.164074,-16.848752,"29",0.541,70.08,0.54,72.64,188.8,1457.656,6.26073641517615
"BA","JUSSARA",15284,"cidade",-41.970235,-11.043084,"29",0.571,68.21,0.52,92.52,236.05,1355.173,11.278264841463
"BA","JUSSARI",5833,"cidade",-39.490962,-15.19201,"29",0.567,66.93,0.51,88.41,290.22,329.19,17.7192502809927
"BA","JUSSIAPE",6186,"cidade",-41.588209,-13.515514,"29",0.602,69.17,0.46,86.57,334.07,589.763,10.4889591242584
"BA","LAFAIETE COUTINHO",3724,"cidade",-40.21189,-13.6541,"29",0.599,71.26,0.51,72.89,288.05,498.11,7.47626026379715
"BA","LAGOA REAL",15665,"cidade",-42.132764,-14.033443,"29",0.545,70.82,0.48,46.3,223.11,912.222,17.1723549749951
"BA","LAJE",23840,"cidade",-39.421264,-13.167327,"29",0.586,70.85,0.51,77.28,241.63,449.834,52.9973279031821
"BA","LAJEDÃO",3955,"cidade",-40.338307,-17.605641,"29",0.632,71.68,0.58,92.18,463.94,624.353,6.33455753395916
"BA","LAJEDINHO",3783,"cidade",-40.904752,-12.352889,"29",0.546,70.2,0.56,61.22,205.65,846.728,4.46778658553869
"BA","LAJEDO DO TABOCAL",8562,"cidade",-40.220429,-13.466286,"29",0.584,70.85,0.46,83.46,237.39,382.937,22.358769197022
"BA","LAMARÃO",8307,"cidade",-38.887009,-11.773013,"29",0.518,69.79,0.5,42.7,180.82,189.257,43.8926961750424
"BA","LAPÃO",27223,"cidade",-41.828615,-11.385096,"29",0.596,70.27,0.52,93.12,244.43,642.882,42.3452515391627
"BA","LAURO DE FREITAS",198440,"cidade",-38.321008,-12.8978,"29",0.754,74.61,0.63,98.96,1031.78,58.043,3418.84464965629
"BA","LENÇÓIS",11409,"cidade",-41.392825,-12.561604,"29",0.623,71.51,0.61,82.47,362.74,1283.328,8.89016681627768
"BA","LICÍNIO DE ALMEIDA",12388,"cidade",-42.509527,-14.684215,"29",0.621,71.49,0.45,71.43,299.47,856.626,14.4613868829571
"BA","LIVRAMENTO DE NOSSA SENHORA",45732,"cidade",-41.843187,-13.636868,"29",0.611,72.6,0.52,72.62,309.16,1952.51,23.4221591694793
"BA","LUÍS EDUARDO MAGALHÃES",87519,"cidade",NA,NA,"29",0.716,74.53,0.62,93.82,871.12,4036.094,21.6840836709948
"BA","MACAJUBA",11348,"cidade",-40.357058,-12.132592,"29",0.524,71.81,0.55,63.93,197.25,701.17,16.1843775403968
"BA","MACARANI",18755,"cidade",-40.420888,-15.564563,"29",0.605,71.94,0.46,88.93,350.25,1210.106,15.4986422677022
"BA","MACAÚBAS",49826,"cidade",-42.694515,-13.018601,"29",0.609,72.43,0.55,89.62,255.36,2459.102,20.2618679501704
"BA","MACURURÉ",7824,"cidade",-39.051784,-9.162258,"29",0.604,69.9,0.55,54.05,240.32,2545.856,3.07322959350411
"BA","MADRE DE DEUS",21093,"cidade",-38.615316,-12.744621,"29",0.708,72.64,0.54,99.71,517.74,32.201,655.041768889165
"BA","MAETINGA",3161,"cidade",-41.49146,-14.662335,"29",0.538,70.07,0.46,56.61,268.47,614.834,5.14122511116822
"BA","MAIQUINIQUE",10112,"cidade",-40.258722,-15.623985,"29",0.576,66.4,0.46,83.26,306.24,588.297,17.1885969161835
"BA","MAIRI",18676,"cidade",-40.143732,-11.710704,"29",0.572,69.63,0.5,65.28,286.58,906.68,20.5982264966692
"BA","MALHADA",16845,"cidade",-43.768634,-14.337134,"29",0.562,69.02,0.49,68.75,218.66,1979.194,8.51104035279008
"BA","MALHADA DE PEDRAS",8393,"cidade",-41.88422,-14.384673,"29",0.578,69.83,0.48,47.89,244.02,550.55,15.2447552447552
"BA","MANOEL VITORINO",13240,"cidade",-40.239895,-14.147617,"29",0.566,69.48,0.51,57.3,226.95,2201.764,6.01336019664233
"BA","MANSIDÃO",13643,"cidade",-44.042798,-10.722707,"29",0.599,70.12,0.55,55.57,182.65,3129.588,4.35935976237128
"BA","MARACÁS",20834,"cidade",-40.432333,-13.435468,"29",0.607,69.8,0.51,78.25,290.11,2413.27,8.63309948741749
"BA","MARAGOGIPE",44677,"cidade",-38.917519,-12.77602,"29",0.621,72.58,0.57,82.72,300.1,437.61,102.093187998446
"BA","MARAÚ",20570,"cidade",-39.013656,-14.103549,"29",0.593,73.08,0.71,70.81,437.51,848.885,24.2317864021628
"BA","MARCIONÍLIO SOUZA",10406,"cidade",-40.529457,-13.006437,"29",0.561,69.24,0.49,70.54,201.52,1099.283,9.4661702218628
"BA","MASCOTE",13822,"cidade",-39.301602,-15.554159,"29",0.581,69.64,0.58,83.84,272.97,742.689,18.6107509334324
"BA","MATA DE SÃO JOÃO",46583,"cidade",-38.300898,-12.530685,"29",0.668,74.09,0.56,88.39,451.9,605.168,76.9753192501917
"BA","MATINA",12201,"cidade",-42.843914,-13.910917,"29",0.572,69.37,0.46,65.5,227.07,773.278,15.7782841358477
"BA","MEDEIROS NETO",22688,"cidade",-40.223776,-17.370676,"29",0.625,71.61,0.53,88.76,392.49,1311.739,17.2961236953388
"BA","MIGUEL CALMON",26023,"cidade",-40.603084,-11.429891,"29",0.586,69.69,0.54,83.77,279.05,1599.672,16.2677098805255
"BA","MILAGRES",10950,"cidade",-39.861092,-12.864635,"29",0.622,72.32,0.51,85.44,313.88,420.358,26.0492247084628
"BA","MIRANGABA",18338,"cidade",-40.573996,-10.960983,"29",0.542,66.12,0.51,65.54,193.47,1751.778,10.4682214298844
"BA","MIRANTE",8641,"cidade",-40.771799,-14.238469,"29",0.527,68.33,0.52,25.7,208.18,1172.86,7.36746073700186
"BA","MONTE SANTO",49418,"cidade",-39.332077,-10.437413,"29",0.506,66.96,0.55,28.18,197.43,3034.197,16.287011027959
"BA","MORPARÁ",8519,"cidade",-43.276566,-11.556892,"29",0.558,68.9,0.55,69.95,224.53,2093.872,4.06853905109768
"BA","MORRO DO CHAPÉU",35413,"cidade",-41.156461,-11.548804,"29",0.588,70.98,0.51,74.88,250.88,5744.969,6.16417599468335
"BA","MORTUGABA",12042,"cidade",-42.372663,-15.022454,"29",0.618,71.28,0.48,83.2,330.3,528.214,22.7975782542682
"BA","MUCUGÊ",9062,"cidade",-41.370271,-13.0053,"29",0.606,72.2,0.53,78.4,312.35,2462.153,3.6805186355194
"BA","MUCURI",41748,"cidade",-39.556467,-18.075392,"29",0.665,73.05,0.57,89.26,546.41,1787.626,23.353878272077
"BA","MULUNGU DO MORRO",10889,"cidade",-41.637352,-11.964776,"29",0.566,70.18,0.49,23.44,199.94,646.621,16.8398489996459
"BA","MUNDO NOVO",26776,"cidade",-40.47139,-11.85408,"29",0.59,72.43,0.65,74.3,346.89,1491.994,17.9464528677729
"BA","MUNIZ FERREIRA",7422,"cidade",-39.109247,-13.009227,"29",0.617,70.64,0.51,76.97,297.78,104.54,70.9967476563995
"BA","MUQUÉM DO SÃO FRANCISCO",11348,"cidade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA","MURITIBA",29399,"cidade",-38.992052,-12.632901,"29",0.66,72.74,0.55,91.74,401.14,86.311,340.617070825271
"BA","MUTUÍPE",22221,"cidade",-39.504367,-13.228381,"29",0.601,70.08,0.63,70.3,374.8,275.854,80.5534811893248
"BA","NAZARÉ",28525,"cidade",-39.010835,-13.023491,"29",0.641,71.64,0.61,85.53,421.82,278.629,102.376278133288
"BA","NILO PEÇANHA",13997,"cidade",-39.109111,-13.603992,"29",0.547,70.72,0.52,68.17,218.32,388.936,35.9879260341033
"BA","NORDESTINA",13130,"cidade",-39.429705,-10.819169,"29",0.56,69.58,0.54,48.19,187.22,465.407,28.2118661730485
"BA","NOVA CANAÃ",16462,"cidade",-40.1458,-14.791242,"29",0.545,72.35,0.46,65.8,251.9,804.617,20.4594235518265
"BA","NOVA FÁTIMA",7812,"cidade",-39.630215,-11.603116,"29",0.597,69.26,0.43,86.13,287.32,346.784,22.5269908646304
"BA","NOVA IBIÁ",6591,"cidade",-39.618174,-13.811995,"29",0.57,67.86,0.56,76.51,378.1,203.198,32.4363428773905
"BA","NOVA ITARANA",8226,"cidade",-40.065267,-13.024055,"29",0.524,68.73,0.55,77.05,188.86,475.381,17.3040150952604
"BA","NOVA REDENÇÃO",9118,"cidade",-41.074785,-12.815001,"29",0.567,68.36,0.5,77.55,222.33,565.356,16.1278910987059
"BA","NOVA SOURE",26947,"cidade",-38.487103,-11.232948,"29",0.555,67.71,0.57,84.57,241.71,966.993,27.8667994494272
"BA","NOVA VIÇOSA",43376,"cidade",-39.374331,-17.892648,"29",0.654,71.77,0.61,93.68,476.79,1316.379,32.9509966354674
"BA","NOVO HORIZONTE",12385,"cidade",-42.168172,-12.808318,"29",0.597,70.42,0.56,78.83,257.12,627.5,19.7370517928287
"BA","NOVO TRIUNFO",15440,"cidade",-38.401374,-10.318235,"29",0.554,71.15,0.51,71.38,194.56,278.487,55.4424443510828
"BA","OLINDINA",28229,"cidade",-38.337863,-11.349693,"29",0.559,73.6,0.58,86.82,222.62,637.317,44.2934991534825
"BA","OLIVEIRA DOS BREJINHOS",21825,"cidade",-42.896872,-12.313183,"29",0.554,69.81,0.56,86.26,220.72,3313.418,6.58685381681394
"BA","OURIÇANGAS",8564,"cidade",-38.616624,-12.017497,"29",0.607,71.74,0.45,92.18,281.59,156.982,54.554025302264
"BA","OUROLÂNDIA",17451,"cidade",-41.075576,-10.957848,"29",0.56,67.03,0.52,68.87,239.93,1544.988,11.2952333610358
"BA","PALMAS DE MONTE ALTO",21750,"cidade",-43.16086,-14.267562,"29",0.586,71.61,0.48,63.35,262.69,2560.027,8.4960041437063
"BA","PALMEIRAS",9019,"cidade",-41.580886,-12.505865,"29",0.643,71.91,0.58,87.79,350.79,737.454,12.2299153574325
"BA","PARAMIRIM",21607,"cidade",-42.239502,-13.438849,"29",0.615,71.53,0.51,80.52,343.78,1087.06,19.8765477526539
"BA","PARATINGA",32000,"cidade",-43.179794,-12.686974,"29",0.59,71.46,0.55,66.04,201.79,2624.998,12.1904854784651
"BA","PARIPIRANGA",28989,"cidade",-37.862561,-10.685885,"29",0.577,68.02,0.59,32.99,273.23,442.186,65.5583849330372
"BA","PAU BRASIL",9831,"cidade",-39.645794,-15.457226,"29",0.583,68.6,0.56,75.06,296.08,626.306,15.6967999667894
"BA","PAULO AFONSO",117782,"cidade",-38.22156,-9.398296,"29",0.674,72.34,0.58,89.08,544.73,1544.388,76.2645138397864
"BA","PÉ DE SERRA",13578,"cidade",-39.611037,-11.831289,"29",0.587,71.74,0.46,58.09,257.45,596.771,22.7524460806574
"BA","PEDRÃO",7347,"cidade",-38.648715,-12.14914,"29",0.588,71.5,0.47,54.98,221.53,158.488,46.3568219675938
"BA","PEDRO ALEXANDRE",16667,"cidade",-37.893178,-10.012005,"29",0.513,71.68,0.51,32.19,167.65,889.572,18.735976402135
"BA","PIATÃ",17123,"cidade",-41.770177,-13.146549,"29",0.571,71.16,0.54,67.41,234.44,1825.857,9.3780619183211
"BA","PILÃO ARCADO",35048,"cidade",-42.493607,-10.005079,"29",0.506,69.19,0.6,44.41,195.98,11597.923,3.02192039040094
"BA","PINDAÍ",16260,"cidade",-42.685984,-14.492128,"29",0.603,71.64,0.45,59.63,270.15,628.468,25.872439010419
"BA","PINDOBAÇU",20150,"cidade",-40.367472,-10.743338,"29",0.577,70.4,0.5,73.51,212.52,495.845,40.6376992810253
"BA","PINTADAS",10437,"cidade",-39.900859,-11.811712,"29",0.612,70.92,0.46,61.06,281.74,647.144,16.127786087795
"BA","PIRAÍ DO NORTE",10023,"cidade",-39.383592,-13.758962,"29",0.533,70.72,0.49,75.92,238.62,193.427,51.817998521406
"BA","PIRIPÁ",10707,"cidade",-41.716841,-14.944379,"29",0.575,71.1,0.49,66.44,241.1,511.756,20.9220800537756
"BA","PIRITIBA",24755,"cidade",-40.558739,-11.730008,"29",0.578,70.61,0.52,83.53,271.4,980.328,25.2517524746819
"BA","PLANALTINO",9322,"cidade",-40.369519,-13.261789,"29",0.572,67.45,0.56,36.97,282.33,955.454,9.75661831966793
"BA","PLANALTO",26265,"cidade",-40.471843,-14.66537,"29",0.56,69.25,0.45,73.27,256.26,769,34.1547464239272
"BA","POÇÕES",46871,"cidade",-40.363354,-14.523391,"29",0.604,72.85,0.54,83.7,300.74,937.269,50.0080553181637
"BA","POJUCA",39519,"cidade",-38.337436,-12.430336,"29",0.666,74.14,0.5,91.49,443.8,314.932,125.484231516645
"BA","PONTO NOVO",14914,"cidade",-40.131144,-10.8653,"29",0.58,70.7,0.49,81.36,229.61,530.144,28.1319792358303
"BA","PORTO SEGURO",148686,"cidade",-39.064251,-16.443473,"29",0.676,73.05,0.56,87.28,527.04,2285.734,65.049563947511
"BA","POTIRAGUÁ",7224,"cidade",-39.863846,-15.59429,"29",0.625,70.23,0.49,89.53,323.92,1111.567,6.49893348759004
"BA","PRADO",28174,"cidade",-39.222721,-17.336357,"29",0.621,72.03,0.55,84.71,369.96,1692.1,16.650316175167
"BA","PRESIDENTE DUTRA",15142,"cidade",-41.984341,-11.292345,"29",0.614,68.77,0.53,96.07,280.86,232.064,65.2492415885273
"BA","PRESIDENTE JÂNIO QUADROS",12338,"cidade",-41.679792,-14.688485,"29",0.542,71.29,0.53,42.04,220.1,1208.549,10.2089365015403
"BA","PRESIDENTE TANCREDO NEVES",27719,"cidade",-39.420267,-13.447064,"29",0.559,68.63,0.55,80.27,270.35,441.82,62.7382191842832
"BA","QUEIMADAS",25439,"cidade",-39.629347,-10.973561,"29",0.592,70.84,0.51,63.13,245.7,2011.06,12.6495479995624
"BA","QUIJINGUE",27580,"cidade",-39.213694,-10.750519,"29",0.544,66.36,0.58,58.12,228.71,1380.798,19.9739570885821
"BA","QUIXABEIRA",8972,"cidade",-40.120045,-11.403061,"29",0.578,70.19,0.49,74.11,241.1,366.387,24.4877683978962
"BA","RAFAEL JAMBEIRO",22621,"cidade",-39.500658,-12.405257,"29",0.564,71.06,0.5,58.66,226.94,1090.552,20.74270644591
"BA","REMANSO",41008,"cidade",-42.084839,-9.61944,"29",0.579,70.41,0.54,65.62,275.22,4573.505,8.96642728060864
"BA","RETIROLÂNDIA",14396,"cidade",-39.423358,-11.483198,"29",0.636,71.36,0.46,68.95,293.01,242.329,59.4068394620537
"BA","RIACHÃO DAS NEVES",22339,"cidade",-44.914259,-11.750755,"29",0.578,71.73,0.53,65.69,212.09,5977.931,3.73691165053595
"BA","RIACHÃO DO JACUÍPE",33436,"cidade",-39.381812,-11.806681,"29",0.628,70.29,0.47,79.94,311.47,1155.418,28.9384447879469
"BA","RIACHO DE SANTANA",35421,"cidade",-42.939675,-13.605941,"29",0.615,70.82,0.56,69.93,281.05,3183.911,11.1249968984686
"BA","RIBEIRA DO AMPARO",14592,"cidade",-38.424211,-11.042071,"29",0.512,66.66,0.53,82.33,183.12,644.229,22.6503308606101
"BA","RIBEIRA DO POMBAL",53807,"cidade",-38.538152,-10.837299,"29",0.601,67.25,0.54,90.88,332.86,1252.144,42.9718946063712
"BA","RIBEIRÃO DO LARGO",5812,"cidade",-40.744137,-15.450775,"29",0.54,70.54,0.46,72.53,271.68,1363.7,4.26193444305932
"BA","RIO DE CONTAS",12989,"cidade",-41.804764,-13.585218,"29",0.605,71.01,0.48,74.33,294.83,1115.252,11.6466950967136
"BA","RIO DO ANTÔNIO",15371,"cidade",-42.072103,-14.407144,"29",0.576,69.38,0.49,63.56,252.98,777.903,19.7595330009011
"BA","RIO DO PIRES",11655,"cidade",-42.290166,-13.11853,"29",0.594,71,0.48,70.82,274.58,656.223,17.7607307272071
"BA","RIO REAL",40732,"cidade",-37.933243,-11.48137,"29",0.572,68.74,0.53,87.14,274.86,739.775,55.0599844547329
"BA","RODELAS",9331,"cidade",-38.77999,-8.850214,"29",0.632,72.41,0.53,94.99,271.59,2207.159,4.22760662009398
"BA","RUY BARBOSA",30814,"cidade",-40.493101,-12.281612,"29",0.61,71.18,0.55,76.25,301.42,1991.769,15.4706695404939
"BA","SALINAS DA MARGARIDA",15667,"cidade",-38.756164,-12.873014,"29",0.617,68.74,0.54,95.67,286.45,150.569,104.051962887447
"BA","SALVADOR",2872347,"cidade",-38.501068,-12.97178,"29",0.759,75.1,0.63,99.18,973,693.453,4142.09326371073
"BA","SANTA BÁRBARA",20791,"cidade",-38.968085,-11.95149,"29",0.583,71.5,0.52,69.5,251.87,347.021,59.9128006662421
"BA","SANTA BRÍGIDA",14213,"cidade",-38.120935,-9.732273,"29",0.546,67.58,0.55,53.14,220.77,934.461,15.2098375427118
"BA","SANTA CRUZ CABRÁLIA",27778,"cidade",-39.029495,-16.282529,"29",0.654,72.03,0.58,84.56,388.28,1462.942,18.9877657487447
"BA","SANTA CRUZ DA VITÓRIA",6315,"cidade",-39.811503,-14.963975,"29",0.61,72.17,0.54,84.5,282.42,284.083,22.2294188670213
"BA","SANTA INÊS",10631,"cidade",-39.813979,-13.2793,"29",0.574,67.25,0.48,87.04,280.25,379.27,28.0301632082685
"BA","SANTALUZ",37348,"cidade",-39.375005,-11.250826,"29",0.598,70.82,0.49,69.6,260.09,1623.445,23.0053990125936
"BA","SANTA LUZIA",12597,"cidade",-39.328678,-15.434188,"29",0.556,71.07,0.46,80.18,267.88,824.473,15.2788508538181
"BA","SANTA MARIA DA VITÓRIA",39845,"cidade",-44.201057,-13.385867,"29",0.614,70.49,0.54,81.66,318.31,1984.91,20.0739580132097
"BA","SANTANA",26614,"cidade",-44.05064,-12.979217,"29",0.608,71.58,0.54,94.05,304.18,1909.353,13.9387530749945
"BA","SANTANÓPOLIS",8943,"cidade",-38.869372,-12.031109,"29",0.592,69.76,0.52,54.68,263.19,222.686,40.1596867337866
"BA","SANTA RITA DE CÁSSIA",28338,"cidade",-44.525496,-11.006253,"29",0.605,70.93,0.6,74.49,267.32,6030.491,4.69911985607805
"BA","SANTA TEREZINHA",10405,"cidade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA","SANTO AMARO",60069,"cidade",-38.713679,-12.547206,"29",0.646,71.29,0.56,85.22,392.75,494.502,121.473725080991
"BA","SANTO ANTÔNIO DE JESUS",101512,"cidade",-39.258403,-12.961387,"29",0.7,73.92,0.54,91.64,540.38,261.74,387.835256361275
"BA","SANTO ESTÊVÃO",52850,"cidade",-39.250541,-12.427981,"29",0.626,73.47,0.56,89.24,358.13,360.334,146.669478872379
"BA","SÃO DESIDÉRIO",33742,"cidade",-44.976881,-12.357196,"29",0.579,69.52,0.57,63.9,302.2,15156.712,2.22620842831875
"BA","SÃO DOMINGOS",9058,"cidade",-39.526792,-11.464927,"29",0.64,70.39,0.47,86.88,335.76,289.963,31.2384683563075
"BA","SÃO FÉLIX",14740,"cidade",-38.97271,-12.610433,"29",0.639,71.11,0.48,83.71,299.65,103.226,142.793482262221
"BA","SÃO FÉLIX DO CORIBE",15391,"cidade",-44.183708,-13.401883,"29",0.639,72.03,0.5,94.98,335.9,1751.671,8.78646732177446
"BA","SÃO FELIPE",21074,"cidade",-39.08932,-12.839439,"29",0.616,72.21,0.5,85.87,268.96,222.407,94.7542118728277
"BA","SÃO FRANCISCO DO CONDE",39802,"cidade",-38.678601,-12.618345,"29",0.674,73.71,0.5,93.56,433.23,269.715,147.570583764344
"BA","SÃO GABRIEL",18793,"cidade",-41.884267,-11.217453,"29",0.592,67.21,0.51,84.05,245.38,1146.054,16.3980056786155
"BA","SÃO GONÇALO DOS CAMPOS",37550,"cidade",-38.966294,-12.433096,"29",0.627,70.14,0.55,86.94,419.27,294.768,127.38831894914
"BA","SÃO JOSÉ DA VITÓRIA",5657,"cidade",-39.343685,-15.078666,"29",0.546,66.16,0.45,91.29,250.42,127.925,44.2212233730702
"BA","SÃO JOSÉ DO JACUÍPE",10462,"cidade",-39.866934,-11.41368,"29",0.552,68.54,0.46,76.61,253.57,362.365,28.8714417783174
"BA","SÃO MIGUEL DAS MATAS",11675,"cidade",-39.457844,-13.043387,"29",0.593,71.98,0.51,72.79,274.08,230.888,50.5656422161394
"BA","SÃO SEBASTIÃO DO PASSÉ",44300,"cidade",-38.490513,-12.512264,"29",0.657,73.69,0.53,77.36,411.75,536.678,82.5448406679611
"BA","SAPEAÇU",17398,"cidade",-39.182426,-12.720764,"29",0.614,69.07,0.58,78.34,338.34,131.218,132.588516819339
"BA","SÁTIRO DIAS",17273,"cidade",-38.593822,-11.592928,"29",0.527,69.17,0.54,87.34,208.2,949.223,18.1969884842656
"BA","SAUBARA",12043,"cidade",-38.762473,-12.738664,"29",0.617,69.29,0.49,97.03,265.17,166.428,72.3616218424784
"BA","SAÚDE",12913,"cidade",-40.415458,-10.94279,"29",0.549,66.12,0.55,78.81,238.81,509.098,25.3644681377652
"BA","SEABRA",44091,"cidade",-41.772159,-12.416905,"29",0.635,70.63,0.57,74.31,310.95,2402.17,18.3546543333736
"BA","SEBASTIÃO LARANJEIRAS",11434,"cidade",-42.943438,-14.571002,"29",0.615,71.61,0.46,70.4,276.29,1984.511,5.76162087284979
"BA","SENHOR DO BONFIM",79015,"cidade",-40.186532,-10.459354,"29",0.666,71.36,0.57,90.06,422.89,789.361,100.099954266806
"BA","SERRA DO RAMALHO",31472,"cidade",-43.592907,-13.565889,"29",0.595,71.51,0.53,84.93,216.59,2340.684,13.4456423848755
"BA","SENTO SÉ",40684,"cidade",-41.878563,-9.741378,"29",0.585,71.68,0.53,83.77,222.84,11980.172,3.39594456573745
"BA","SERRA DOURADA",17386,"cidade",-43.950434,-12.759004,"29",0.608,71.48,0.51,67.94,228.74,1592.245,10.9191738708553
"BA","SERRA PRETA",14878,"cidade",-39.33049,-12.156039,"29",0.566,68.93,0.48,58.97,232.52,595.297,24.9925667355958
"BA","SERRINHA",80861,"cidade",-39.009976,-11.658407,"29",0.634,71.66,0.55,86.89,367.73,583.314,138.623451520108
"BA","SERROLÂNDIA",13397,"cidade",-40.298327,-11.408476,"29",0.59,68.23,0.5,88.8,261.29,322.022,41.6027476383601
"BA","SIMÕES FILHO",134377,"cidade",-38.402944,-12.786587,"29",0.675,73.75,0.5,95.41,431.97,201.418,667.154871957819
"BA","SÍTIO DO MATO",13012,"cidade",-43.468921,-13.080149,"29",0.564,71.46,0.59,73.87,135.49,1627.806,7.99358154472953
"BA","SÍTIO DO QUINTO",9986,"cidade",-38.221325,-10.354453,"29",0.533,66.69,0.55,72.35,247.62,684.089,14.5975158203099
"BA","SOBRADINHO",23191,"cidade",-40.81455,-9.450243,"29",0.631,69.89,0.49,92.41,344.74,1355.972,17.1028605310434
"BA","SOUTO SOARES",16979,"cidade",-41.642717,-12.088046,"29",0.592,69.03,0.54,84.93,220.67,1026.634,16.5385132384082
"BA","TABOCAS DO BREJO VELHO",12518,"cidade",-44.007449,-12.702634,"29",0.584,70.82,0.54,90.57,216.5,1437.189,8.71005831522507
"BA","TANHAÇU",20403,"cidade",-41.247271,-14.019662,"29",0.577,71.29,0.5,53.57,268.62,1277.514,15.9708621588491
"BA","TANQUE NOVO",17366,"cidade",-42.493412,-13.548509,"29",0.599,71.67,0.6,66.67,301.39,729.516,23.8048240203094
"BA","TANQUINHO",7918,"cidade",-39.103312,-11.967965,"29",0.597,71.1,0.48,77.32,273.12,243.839,32.4722460311927
"BA","TAPEROÁ",21074,"cidade",-39.100948,-13.532133,"29",0.566,70.22,0.53,76.2,270.97,454.081,46.4102219648036
"BA","TAPIRAMUTÁ",17010,"cidade",-40.792656,-11.84748,"29",0.594,70.14,0.61,89.5,312.39,714.691,23.8004955987972
"BA","TEIXEIRA DE FREITAS",160487,"cidade",-39.739962,-17.539915,"29",0.685,73,0.53,96.94,560.73,1165.622,137.683571518039
"BA","TEODORO SAMPAIO",7425,"cidade",-38.634738,-12.294998,"29",0.594,71.41,0.54,83.33,272.86,244.613,30.3540694893567
"BA","TEOFILÂNDIA",22518,"cidade",-38.991264,-11.482719,"29",0.566,69.22,0.55,70.82,278.91,351.892,63.9912245802689
"BA","TEOLÂNDIA",14943,"cidade",-39.483986,-13.589639,"29",0.555,70.38,0.48,56.39,231.92,289.6,51.5987569060773
"BA","TERRA NOVA",13033,"cidade",-38.623804,-12.388754,"29",0.578,67.02,0.45,74.79,296.6,193.241,67.4442794231038
"BA","TREMEDAL",16394,"cidade",-41.414198,-14.973625,"29",0.528,69.94,0.48,47.28,237.3,2010.316,8.15493683580094
"BA","TUCANO",50687,"cidade",-38.789407,-10.958388,"29",0.579,67.69,0.65,80.5,325.7,2198.237,23.0580233159573
"BA","UAUÁ",24240,"cidade",-39.479396,-9.833247,"29",0.605,69.84,0.56,51.79,251.46,3060.116,7.92126834407585
"BA","UBAÍRA",19895,"cidade",-39.665991,-13.271414,"29",0.582,70.54,0.59,69.56,296.48,659.138,30.1833606922981
"BA","UBAITABA",19056,"cidade",-39.322166,-14.302971,"29",0.611,71.04,0.56,87.43,349.68,181.102,105.222471314508
"BA","UBATÃ",27035,"cidade",-39.520696,-14.206336,"29",0.593,72.29,0.53,90.8,306.52,177.643,152.187251960392
"BA","UIBAÍ",13887,"cidade",-42.135381,-11.33942,"29",0.617,70.46,0.53,92.86,286.67,545.298,25.4668089741756
"BA","UMBURANAS",19222,"cidade",-41.323428,-10.733902,"29",0.515,67.31,0.5,56.72,148.15,1775.633,10.8254352109924
"BA","UNA",19002,"cidade",-39.076507,-15.279076,"29",0.56,67.61,0.52,77.06,303.78,1126.733,16.8646875524193
"BA","URANDI",16658,"cidade",-42.649766,-14.767799,"29",0.598,70.95,0.51,79.83,325.07,902.402,18.4596222082841
"BA","URUÇUCA",20519,"cidade",-39.285085,-14.596268,"29",0.616,70.45,0.48,90.07,349.43,510.098,40.2256037075229
"BA","UTINGA",19178,"cidade",-41.095432,-12.078277,"29",0.59,67.38,0.62,86.14,327.96,633.76,30.260666498359
"BA","VALENÇA",96562,"cidade",-39.072953,-13.366948,"29",0.623,71.65,0.54,85.15,376.23,1123.975,85.9111635045264
"BA","VALENTE",28473,"cidade",-39.456953,-11.406233,"29",0.637,68.75,0.49,83.21,385.3,394.877,72.1059975637983
"BA","VÁRZEA DA ROÇA",14104,"cidade",-40.132829,-11.600463,"29",0.539,71.5,0.49,71.98,228.58,468.407,30.1105662383355
"BA","VÁRZEA DO POÇO",9170,"cidade",-40.314941,-11.527307,"29",0.575,67.43,0.5,84.31,296.74,206.478,44.4115111537307
