Município1,UF1,Data,Avg. Índice De Isolamento
COTIA,SP,3/29/2020,64%
COTIA,SP,3/28/2020,60%
COTIA,SP,3/27/2020,57%
COTIA,SP,3/26/2020,58%
COTIA,SP,3/25/2020,57%
COTIA,SP,3/24/2020,57%
COTIA,SP,3/23/2020,56%
COTIA,SP,3/22/2020,60%
COTIA,SP,3/21/2020,58%
COTIA,SP,3/20/2020,47%
COTIA,SP,3/19/2020,46%
COTIA,SP,3/18/2020,44%
COTIA,SP,3/17/2020,42%
COTIA,SP,3/13/2020,36%
COTIA,SP,3/12/2020,33%
COTIA,SP,3/6/2020,34%
COTIA,SP,3/5/2020,35%
CRUZEIRO,SP,5/21/2020,53%
CRUZEIRO,SP,5/20/2020,52%
CRUZEIRO,SP,5/19/2020,51%
CRUZEIRO,SP,5/18/2020,52%
CRUZEIRO,SP,5/17/2020,55%
CRUZEIRO,SP,5/16/2020,52%
CRUZEIRO,SP,5/15/2020,57%
CRUZEIRO,SP,5/14/2020,58%
CRUZEIRO,SP,5/13/2020,56%
CRUZEIRO,SP,5/12/2020,56%
CRUZEIRO,SP,5/11/2020,57%
CRUZEIRO,SP,5/10/2020,61%
CRUZEIRO,SP,5/9/2020,58%
CRUZEIRO,SP,5/8/2020,54%
CRUZEIRO,SP,5/7/2020,57%
CRUZEIRO,SP,5/6/2020,57%
CRUZEIRO,SP,5/5/2020,58%
CRUZEIRO,SP,5/4/2020,57%
CRUZEIRO,SP,5/3/2020,67%
CRUZEIRO,SP,5/2/2020,64%
CRUZEIRO,SP,5/1/2020,66%
CRUZEIRO,SP,4/30/2020,58%
CRUZEIRO,SP,4/29/2020,58%
CRUZEIRO,SP,4/28/2020,59%
CRUZEIRO,SP,4/27/2020,60%
CRUZEIRO,SP,4/26/2020,68%
CRUZEIRO,SP,4/25/2020,63%
CRUZEIRO,SP,4/24/2020,60%
CRUZEIRO,SP,4/23/2020,60%
CRUZEIRO,SP,4/22/2020,60%
CRUZEIRO,SP,4/21/2020,67%
CRUZEIRO,SP,4/20/2020,64%
CRUZEIRO,SP,4/19/2020,69%
CRUZEIRO,SP,4/18/2020,65%
CRUZEIRO,SP,4/17/2020,60%
CRUZEIRO,SP,4/16/2020,59%
CRUZEIRO,SP,4/15/2020,60%
CRUZEIRO,SP,4/14/2020,61%
CRUZEIRO,SP,4/13/2020,60%
CRUZEIRO,SP,4/12/2020,69%
CRUZEIRO,SP,4/11/2020,65%
CRUZEIRO,SP,4/10/2020,69%
CRUZEIRO,SP,4/9/2020,61%
CRUZEIRO,SP,4/8/2020,63%
CRUZEIRO,SP,4/7/2020,63%
CRUZEIRO,SP,4/6/2020,64%
CRUZEIRO,SP,4/5/2020,67%
CRUZEIRO,SP,4/4/2020,68%
CRUZEIRO,SP,4/3/2020,67%
CRUZEIRO,SP,4/2/2020,68%
CRUZEIRO,SP,4/1/2020,68%
CRUZEIRO,SP,3/31/2020,67%
CRUZEIRO,SP,3/30/2020,68%
CRUZEIRO,SP,3/29/2020,65%
CRUZEIRO,SP,3/28/2020,65%
CRUZEIRO,SP,3/27/2020,64%
CRUZEIRO,SP,3/26/2020,63%
CRUZEIRO,SP,3/25/2020,65%
CRUZEIRO,SP,3/24/2020,63%
CRUZEIRO,SP,3/23/2020,63%
CRUZEIRO,SP,3/22/2020,63%
CRUZEIRO,SP,3/21/2020,66%
CRUZEIRO,SP,3/20/2020,56%
CRUZEIRO,SP,3/19/2020,56%
CRUZEIRO,SP,3/18/2020,55%
CRUZEIRO,SP,3/17/2020,54%
CRUZEIRO,SP,3/13/2020,49%
CRUZEIRO,SP,3/12/2020,45%
CRUZEIRO,SP,3/6/2020,49%
CRUZEIRO,SP,3/5/2020,51%
CUBATÃO,SP,5/21/2020,45%
CUBATÃO,SP,5/20/2020,46%
CUBATÃO,SP,5/19/2020,45%
CUBATÃO,SP,5/18/2020,46%
CUBATÃO,SP,5/17/2020,53%
CUBATÃO,SP,5/16/2020,48%
CUBATÃO,SP,5/15/2020,48%
CUBATÃO,SP,5/14/2020,48%
CUBATÃO,SP,5/13/2020,47%
CUBATÃO,SP,5/12/2020,48%
CUBATÃO,SP,5/11/2020,50%
CUBATÃO,SP,5/10/2020,61%
CUBATÃO,SP,5/9/2020,52%
CUBATÃO,SP,5/8/2020,48%
CUBATÃO,SP,5/7/2020,49%
CUBATÃO,SP,5/6/2020,48%
CUBATÃO,SP,5/5/2020,49%
CUBATÃO,SP,5/4/2020,50%
CUBATÃO,SP,5/3/2020,65%
CUBATÃO,SP,5/2/2020,55%
CUBATÃO,SP,5/1/2020,57%
CUBATÃO,SP,4/30/2020,48%
CUBATÃO,SP,4/29/2020,49%
CUBATÃO,SP,4/28/2020,50%
CUBATÃO,SP,4/27/2020,50%
CUBATÃO,SP,4/26/2020,64%
CUBATÃO,SP,4/25/2020,53%
CUBATÃO,SP,4/24/2020,49%
CUBATÃO,SP,4/23/2020,49%
CUBATÃO,SP,4/22/2020,50%
CUBATÃO,SP,4/21/2020,59%
CUBATÃO,SP,4/20/2020,52%
CUBATÃO,SP,4/19/2020,64%
CUBATÃO,SP,4/18/2020,54%
CUBATÃO,SP,4/17/2020,49%
CUBATÃO,SP,4/16/2020,49%
CUBATÃO,SP,4/15/2020,50%
CUBATÃO,SP,4/14/2020,50%
CUBATÃO,SP,4/13/2020,51%
CUBATÃO,SP,4/12/2020,64%
CUBATÃO,SP,4/11/2020,57%
CUBATÃO,SP,4/10/2020,59%
CUBATÃO,SP,4/9/2020,48%
CUBATÃO,SP,4/8/2020,45%
CUBATÃO,SP,4/7/2020,47%
CUBATÃO,SP,4/6/2020,47%
CUBATÃO,SP,4/5/2020,57%
CUBATÃO,SP,4/4/2020,53%
CUBATÃO,SP,4/3/2020,47%
CUBATÃO,SP,4/2/2020,49%
CUBATÃO,SP,4/1/2020,49%
CUBATÃO,SP,3/31/2020,50%
CUBATÃO,SP,3/30/2020,51%
CUBATÃO,SP,3/29/2020,55%
CUBATÃO,SP,3/28/2020,48%
CUBATÃO,SP,3/27/2020,46%
CUBATÃO,SP,3/26/2020,44%
CUBATÃO,SP,3/25/2020,46%
CUBATÃO,SP,3/24/2020,45%
CUBATÃO,SP,3/23/2020,44%
CUBATÃO,SP,3/22/2020,51%
CUBATÃO,SP,3/21/2020,52%
CUBATÃO,SP,3/20/2020,40%
CUBATÃO,SP,3/19/2020,40%
CUBATÃO,SP,3/18/2020,39%
CUBATÃO,SP,3/17/2020,37%
CUBATÃO,SP,3/13/2020,33%
CUBATÃO,SP,3/12/2020,29%
CUBATÃO,SP,3/6/2020,34%
CUBATÃO,SP,3/5/2020,37%
DIADEMA,SP,5/21/2020,45%
DIADEMA,SP,5/20/2020,44%
DIADEMA,SP,5/19/2020,44%
DIADEMA,SP,5/18/2020,46%
DIADEMA,SP,5/17/2020,51%
DIADEMA,SP,5/16/2020,46%
DIADEMA,SP,5/15/2020,51%
DIADEMA,SP,5/14/2020,52%
DIADEMA,SP,5/13/2020,51%
DIADEMA,SP,5/12/2020,51%
DIADEMA,SP,5/11/2020,51%
DIADEMA,SP,5/10/2020,59%
DIADEMA,SP,5/9/2020,54%
DIADEMA,SP,5/8/2020,49%
DIADEMA,SP,5/7/2020,51%
DIADEMA,SP,5/6/2020,50%
DIADEMA,SP,5/5/2020,50%
DIADEMA,SP,5/4/2020,51%
DIADEMA,SP,5/3/2020,64%
DIADEMA,SP,5/2/2020,57%
DIADEMA,SP,5/1/2020,60%
DIADEMA,SP,4/30/2020,50%
DIADEMA,SP,4/29/2020,52%
DIADEMA,SP,4/28/2020,52%
DIADEMA,SP,4/27/2020,51%
DIADEMA,SP,4/26/2020,63%
DIADEMA,SP,4/25/2020,57%
DIADEMA,SP,4/24/2020,51%
DIADEMA,SP,4/23/2020,51%
DIADEMA,SP,4/22/2020,51%
DIADEMA,SP,4/21/2020,61%
DIADEMA,SP,4/20/2020,55%
DIADEMA,SP,4/19/2020,64%
DIADEMA,SP,4/18/2020,58%
DIADEMA,SP,4/17/2020,52%
DIADEMA,SP,4/16/2020,53%
DIADEMA,SP,4/15/2020,54%
DIADEMA,SP,4/14/2020,54%
DIADEMA,SP,4/13/2020,54%
DIADEMA,SP,4/12/2020,65%
DIADEMA,SP,4/11/2020,60%
DIADEMA,SP,4/10/2020,63%
DIADEMA,SP,4/9/2020,52%
DIADEMA,SP,4/8/2020,54%
DIADEMA,SP,4/7/2020,53%
DIADEMA,SP,4/6/2020,54%
DIADEMA,SP,4/5/2020,62%
DIADEMA,SP,4/4/2020,61%
DIADEMA,SP,4/3/2020,57%
DIADEMA,SP,4/2/2020,57%
DIADEMA,SP,4/1/2020,57%
DIADEMA,SP,3/31/2020,58%
DIADEMA,SP,3/30/2020,58%
DIADEMA,SP,3/29/2020,62%
DIADEMA,SP,3/28/2020,59%
DIADEMA,SP,3/27/2020,55%
DIADEMA,SP,3/26/2020,56%
DIADEMA,SP,3/25/2020,56%
DIADEMA,SP,3/24/2020,55%
DIADEMA,SP,3/23/2020,54%
DIADEMA,SP,3/22/2020,57%
DIADEMA,SP,3/21/2020,57%
DIADEMA,SP,3/20/2020,45%
DIADEMA,SP,3/19/2020,43%
DIADEMA,SP,3/18/2020,41%
DIADEMA,SP,3/17/2020,39%
DIADEMA,SP,3/13/2020,34%
DIADEMA,SP,3/12/2020,31%
DIADEMA,SP,3/6/2020,33%
DIADEMA,SP,3/5/2020,34%
EMBU DAS ARTES,SP,5/21/2020,50%
EMBU DAS ARTES,SP,5/20/2020,49%
EMBU DAS ARTES,SP,5/19/2020,48%
EMBU DAS ARTES,SP,5/18/2020,49%
EMBU DAS ARTES,SP,5/17/2020,54%
EMBU DAS ARTES,SP,5/16/2020,50%
EMBU DAS ARTES,SP,5/15/2020,50%
EMBU DAS ARTES,SP,5/14/2020,50%
EMBU DAS ARTES,SP,5/13/2020,49%
EMBU DAS ARTES,SP,5/12/2020,49%
EMBU DAS ARTES,SP,5/11/2020,50%
EMBU DAS ARTES,SP,5/10/2020,58%
EMBU DAS ARTES,SP,5/9/2020,52%
EMBU DAS ARTES,SP,5/8/2020,48%
EMBU DAS ARTES,SP,5/7/2020,49%
EMBU DAS ARTES,SP,5/6/2020,48%
EMBU DAS ARTES,SP,5/5/2020,49%
EMBU DAS ARTES,SP,5/4/2020,49%
EMBU DAS ARTES,SP,5/3/2020,63%
EMBU DAS ARTES,SP,5/2/2020,55%
EMBU DAS ARTES,SP,5/1/2020,57%
EMBU DAS ARTES,SP,4/30/2020,48%
EMBU DAS ARTES,SP,4/29/2020,49%
EMBU DAS ARTES,SP,4/28/2020,50%
EMBU DAS ARTES,SP,4/27/2020,50%
EMBU DAS ARTES,SP,4/26/2020,62%
EMBU DAS ARTES,SP,4/25/2020,54%
EMBU DAS ARTES,SP,4/24/2020,49%
EMBU DAS ARTES,SP,4/23/2020,48%
EMBU DAS ARTES,SP,4/22/2020,49%
EMBU DAS ARTES,SP,4/21/2020,60%
EMBU DAS ARTES,SP,4/20/2020,52%
EMBU DAS ARTES,SP,4/19/2020,63%
EMBU DAS ARTES,SP,4/18/2020,55%
EMBU DAS ARTES,SP,4/17/2020,50%
EMBU DAS ARTES,SP,4/16/2020,50%
EMBU DAS ARTES,SP,4/15/2020,51%
EMBU DAS ARTES,SP,4/14/2020,48%
EMBU DAS ARTES,SP,4/13/2020,51%
EMBU DAS ARTES,SP,4/12/2020,63%
EMBU DAS ARTES,SP,4/11/2020,57%
EMBU DAS ARTES,SP,4/10/2020,61%
EMBU DAS ARTES,SP,4/9/2020,48%
EMBU DAS ARTES,SP,4/8/2020,51%
EMBU DAS ARTES,SP,4/7/2020,51%
EMBU DAS ARTES,SP,4/6/2020,53%
EMBU DAS ARTES,SP,4/5/2020,61%
EMBU DAS ARTES,SP,4/4/2020,59%
EMBU DAS ARTES,SP,4/3/2020,55%
EMBU DAS ARTES,SP,4/2/2020,56%
EMBU DAS ARTES,SP,4/1/2020,56%
EMBU DAS ARTES,SP,3/31/2020,56%
EMBU DAS ARTES,SP,3/30/2020,56%
EMBU DAS ARTES,SP,3/29/2020,61%
EMBU DAS ARTES,SP,3/28/2020,55%
EMBU DAS ARTES,SP,3/27/2020,54%
EMBU DAS ARTES,SP,3/26/2020,54%
EMBU DAS ARTES,SP,3/25/2020,52%
EMBU DAS ARTES,SP,3/24/2020,54%
EMBU DAS ARTES,SP,3/23/2020,53%
EMBU DAS ARTES,SP,3/22/2020,57%
EMBU DAS ARTES,SP,3/21/2020,57%
EMBU DAS ARTES,SP,3/20/2020,45%
EMBU DAS ARTES,SP,3/19/2020,44%
EMBU DAS ARTES,SP,3/18/2020,42%
EMBU DAS ARTES,SP,3/17/2020,41%
EMBU DAS ARTES,SP,3/13/2020,35%
EMBU DAS ARTES,SP,3/12/2020,32%
EMBU DAS ARTES,SP,3/6/2020,34%
EMBU DAS ARTES,SP,3/5/2020,35%
ESTADO DE SÃO PAULO,SP,5/21/2020,49%
ESTADO DE SÃO PAULO,SP,5/20/2020,49%
ESTADO DE SÃO PAULO,SP,5/19/2020,48%
ESTADO DE SÃO PAULO,SP,5/18/2020,49%
ESTADO DE SÃO PAULO,SP,5/17/2020,54%
ESTADO DE SÃO PAULO,SP,5/16/2020,50%
ESTADO DE SÃO PAULO,SP,5/15/2020,47%
ESTADO DE SÃO PAULO,SP,5/14/2020,48%
ESTADO DE SÃO PAULO,SP,5/13/2020,47%
ESTADO DE SÃO PAULO,SP,5/12/2020,47%
ESTADO DE SÃO PAULO,SP,5/11/2020,48%
ESTADO DE SÃO PAULO,SP,5/10/2020,53%
ESTADO DE SÃO PAULO,SP,5/9/2020,50%
ESTADO DE SÃO PAULO,SP,5/8/2020,46%
ESTADO DE SÃO PAULO,SP,5/7/2020,47%
ESTADO DE SÃO PAULO,SP,5/6/2020,47%
ESTADO DE SÃO PAULO,SP,5/5/2020,47%
ESTADO DE SÃO PAULO,SP,5/4/2020,47%
ESTADO DE SÃO PAULO,SP,5/3/2020,59%
ESTADO DE SÃO PAULO,SP,5/2/2020,53%
ESTADO DE SÃO PAULO,SP,5/1/2020,56%
ESTADO DE SÃO PAULO,SP,4/30/2020,46%
ESTADO DE SÃO PAULO,SP,4/29/2020,47%
ESTADO DE SÃO PAULO,SP,4/28/2020,48%
ESTADO DE SÃO PAULO,SP,4/27/2020,48%
ESTADO DE SÃO PAULO,SP,4/26/2020,58%
ESTADO DE SÃO PAULO,SP,4/25/2020,52%
ESTADO DE SÃO PAULO,SP,4/24/2020,48%
ESTADO DE SÃO PAULO,SP,4/23/2020,48%
ESTADO DE SÃO PAULO,SP,4/22/2020,48%
ESTADO DE SÃO PAULO,SP,4/21/2020,57%
ESTADO DE SÃO PAULO,SP,4/20/2020,51%
ESTADO DE SÃO PAULO,SP,4/19/2020,59%
ESTADO DE SÃO PAULO,SP,4/18/2020,54%
ESTADO DE SÃO PAULO,SP,4/17/2020,49%
ESTADO DE SÃO PAULO,SP,4/16/2020,49%
ESTADO DE SÃO PAULO,SP,4/15/2020,50%
ESTADO DE SÃO PAULO,SP,4/14/2020,50%
ESTADO DE SÃO PAULO,SP,4/13/2020,50%
ESTADO DE SÃO PAULO,SP,4/12/2020,59%
ESTADO DE SÃO PAULO,SP,4/11/2020,55%
ESTADO DE SÃO PAULO,SP,4/10/2020,57%
ESTADO DE SÃO PAULO,SP,4/9/2020,47%
ESTADO DE SÃO PAULO,SP,4/8/2020,50%
ESTADO DE SÃO PAULO,SP,4/7/2020,51%
ESTADO DE SÃO PAULO,SP,4/6/2020,52%
ESTADO DE SÃO PAULO,SP,4/5/2020,59%
ESTADO DE SÃO PAULO,SP,4/4/2020,57%
ESTADO DE SÃO PAULO,SP,4/3/2020,54%
ESTADO DE SÃO PAULO,SP,4/2/2020,55%
ESTADO DE SÃO PAULO,SP,4/1/2020,55%
ESTADO DE SÃO PAULO,SP,3/31/2020,55%
ESTADO DE SÃO PAULO,SP,3/30/2020,55%
ESTADO DE SÃO PAULO,SP,3/29/2020,59%
ESTADO DE SÃO PAULO,SP,3/28/2020,56%
ESTADO DE SÃO PAULO,SP,3/27/2020,53%
ESTADO DE SÃO PAULO,SP,3/26/2020,54%
ESTADO DE SÃO PAULO,SP,3/25/2020,54%
ESTADO DE SÃO PAULO,SP,3/24/2020,54%
ESTADO DE SÃO PAULO,SP,3/23/2020,52%
ESTADO DE SÃO PAULO,SP,3/22/2020,56%
ESTADO DE SÃO PAULO,SP,3/21/2020,56%
ESTADO DE SÃO PAULO,SP,3/20/2020,44%
ESTADO DE SÃO PAULO,SP,3/19/2020,42%
ESTADO DE SÃO PAULO,SP,3/18/2020,40%
ESTADO DE SÃO PAULO,SP,3/17/2020,38%
ESTADO DE SÃO PAULO,SP,3/13/2020,30%
ESTADO DE SÃO PAULO,SP,3/12/2020,28%
ESTADO DE SÃO PAULO,SP,3/6/2020,29%
ESTADO DE SÃO PAULO,SP,3/5/2020,30%
FERRAZ DE VASCONCELOS,SP,5/21/2020,45%
FERRAZ DE VASCONCELOS,SP,5/20/2020,45%
FERRAZ DE VASCONCELOS,SP,5/19/2020,45%
FERRAZ DE VASCONCELOS,SP,5/18/2020,45%
FERRAZ DE VASCONCELOS,SP,5/17/2020,49%
FERRAZ DE VASCONCELOS,SP,5/16/2020,45%
FERRAZ DE VASCONCELOS,SP,5/15/2020,50%
FERRAZ DE VASCONCELOS,SP,5/14/2020,50%
FERRAZ DE VASCONCELOS,SP,5/13/2020,49%
FERRAZ DE VASCONCELOS,SP,5/12/2020,49%
FERRAZ DE VASCONCELOS,SP,5/11/2020,49%
FERRAZ DE VASCONCELOS,SP,5/10/2020,56%
FERRAZ DE VASCONCELOS,SP,5/9/2020,51%
FERRAZ DE VASCONCELOS,SP,5/8/2020,47%
FERRAZ DE VASCONCELOS,SP,5/7/2020,49%
FERRAZ DE VASCONCELOS,SP,5/6/2020,48%
FERRAZ DE VASCONCELOS,SP,5/5/2020,48%
FERRAZ DE VASCONCELOS,SP,5/4/2020,49%
FERRAZ DE VASCONCELOS,SP,5/3/2020,61%
FERRAZ DE VASCONCELOS,SP,5/2/2020,54%
FERRAZ DE VASCONCELOS,SP,5/1/2020,57%
FERRAZ DE VASCONCELOS,SP,4/30/2020,49%
FERRAZ DE VASCONCELOS,SP,4/29/2020,50%
FERRAZ DE VASCONCELOS,SP,4/28/2020,50%
FERRAZ DE VASCONCELOS,SP,4/27/2020,50%
FERRAZ DE VASCONCELOS,SP,4/26/2020,60%
FERRAZ DE VASCONCELOS,SP,4/25/2020,54%
FERRAZ DE VASCONCELOS,SP,4/24/2020,50%
FERRAZ DE VASCONCELOS,SP,4/23/2020,50%
FERRAZ DE VASCONCELOS,SP,4/22/2020,50%
FERRAZ DE VASCONCELOS,SP,4/21/2020,59%
FERRAZ DE VASCONCELOS,SP,4/20/2020,50%
FERRAZ DE VASCONCELOS,SP,4/19/2020,62%
FERRAZ DE VASCONCELOS,SP,4/18/2020,55%
FERRAZ DE VASCONCELOS,SP,4/17/2020,51%
FERRAZ DE VASCONCELOS,SP,4/16/2020,52%
FERRAZ DE VASCONCELOS,SP,4/15/2020,51%
FERRAZ DE VASCONCELOS,SP,4/14/2020,53%
FERRAZ DE VASCONCELOS,SP,4/13/2020,52%
FERRAZ DE VASCONCELOS,SP,4/12/2020,61%
FERRAZ DE VASCONCELOS,SP,4/11/2020,56%
FERRAZ DE VASCONCELOS,SP,4/10/2020,59%
FERRAZ DE VASCONCELOS,SP,4/9/2020,49%
FERRAZ DE VASCONCELOS,SP,4/8/2020,50%
FERRAZ DE VASCONCELOS,SP,4/7/2020,51%
FERRAZ DE VASCONCELOS,SP,4/6/2020,51%
FERRAZ DE VASCONCELOS,SP,4/5/2020,59%
FERRAZ DE VASCONCELOS,SP,4/4/2020,51%
FERRAZ DE VASCONCELOS,SP,4/3/2020,48%
FERRAZ DE VASCONCELOS,SP,4/2/2020,46%
FERRAZ DE VASCONCELOS,SP,4/1/2020,55%
FERRAZ DE VASCONCELOS,SP,3/31/2020,55%
FERRAZ DE VASCONCELOS,SP,3/30/2020,55%
FERRAZ DE VASCONCELOS,SP,3/29/2020,54%
FERRAZ DE VASCONCELOS,SP,3/28/2020,49%
FERRAZ DE VASCONCELOS,SP,3/27/2020,49%
FERRAZ DE VASCONCELOS,SP,3/26/2020,54%
FERRAZ DE VASCONCELOS,SP,3/25/2020,54%
FERRAZ DE VASCONCELOS,SP,3/24/2020,54%
FERRAZ DE VASCONCELOS,SP,3/23/2020,50%
FERRAZ DE VASCONCELOS,SP,3/22/2020,57%
FERRAZ DE VASCONCELOS,SP,3/21/2020,55%
FERRAZ DE VASCONCELOS,SP,3/20/2020,45%
FERRAZ DE VASCONCELOS,SP,3/19/2020,43%
FERRAZ DE VASCONCELOS,SP,3/18/2020,41%
FERRAZ DE VASCONCELOS,SP,3/17/2020,35%
FERRAZ DE VASCONCELOS,SP,3/13/2020,35%
FERRAZ DE VASCONCELOS,SP,3/12/2020,32%
FERRAZ DE VASCONCELOS,SP,3/6/2020,33%
FERRAZ DE VASCONCELOS,SP,3/5/2020,35%
FRANCA,SP,5/21/2020,46%
FRANCA,SP,5/20/2020,46%
FRANCA,SP,5/19/2020,46%
FRANCA,SP,5/18/2020,46%
FRANCA,SP,5/17/2020,47%
FRANCA,SP,5/16/2020,45%
FRANCA,SP,5/15/2020,43%
FRANCA,SP,5/14/2020,43%
FRANCA,SP,5/13/2020,43%
FRANCA,SP,5/12/2020,44%
FRANCA,SP,5/11/2020,44%
FRANCA,SP,5/10/2020,55%
FRANCA,SP,5/9/2020,48%
FRANCA,SP,5/8/2020,42%
FRANCA,SP,5/7/2020,43%
FRANCA,SP,5/6/2020,40%
FRANCA,SP,5/5/2020,44%
FRANCA,SP,5/4/2020,45%
FRANCA,SP,5/3/2020,61%
FRANCA,SP,5/2/2020,54%
FRANCA,SP,5/1/2020,55%
FRANCA,SP,4/30/2020,42%
FRANCA,SP,4/29/2020,44%
FRANCA,SP,4/28/2020,44%
FRANCA,SP,4/27/2020,43%
FRANCA,SP,4/26/2020,60%
FRANCA,SP,4/25/2020,50%
FRANCA,SP,4/24/2020,41%
FRANCA,SP,4/23/2020,42%
FRANCA,SP,4/22/2020,41%
FRANCA,SP,4/21/2020,53%
FRANCA,SP,4/20/2020,46%
FRANCA,SP,4/19/2020,61%
FRANCA,SP,4/18/2020,51%
FRANCA,SP,4/17/2020,44%
FRANCA,SP,4/16/2020,45%
FRANCA,SP,4/15/2020,44%
FRANCA,SP,4/14/2020,45%
FRANCA,SP,4/13/2020,46%
FRANCA,SP,4/12/2020,59%
FRANCA,SP,4/11/2020,52%
FRANCA,SP,4/10/2020,60%
FRANCA,SP,4/9/2020,43%
FRANCA,SP,4/8/2020,45%
FRANCA,SP,4/7/2020,46%
FRANCA,SP,4/6/2020,47%
FRANCA,SP,4/5/2020,58%
FRANCA,SP,4/4/2020,55%
FRANCA,SP,4/3/2020,50%
FRANCA,SP,4/2/2020,48%
FRANCA,SP,4/1/2020,50%
FRANCA,SP,3/31/2020,50%
FRANCA,SP,3/30/2020,52%
FRANCA,SP,3/29/2020,58%
FRANCA,SP,3/28/2020,54%
FRANCA,SP,3/27/2020,50%
FRANCA,SP,3/26/2020,52%
FRANCA,SP,3/25/2020,54%
FRANCA,SP,3/24/2020,53%
FRANCA,SP,3/23/2020,53%
FRANCA,SP,3/22/2020,58%
FRANCA,SP,3/21/2020,58%
FRANCA,SP,3/20/2020,44%
FRANCA,SP,3/19/2020,39%
FRANCA,SP,3/18/2020,38%
FRANCA,SP,3/17/2020,36%
FRANCA,SP,3/13/2020,32%
FRANCA,SP,3/12/2020,28%
FRANCA,SP,3/6/2020,31%
FRANCA,SP,3/5/2020,34%
FRANCISCO MORATO,SP,5/21/2020,48%
FRANCISCO MORATO,SP,5/20/2020,47%
FRANCISCO MORATO,SP,5/19/2020,47%
FRANCISCO MORATO,SP,5/18/2020,46%
FRANCISCO MORATO,SP,5/17/2020,51%
FRANCISCO MORATO,SP,5/16/2020,48%
FRANCISCO MORATO,SP,5/15/2020,48%
FRANCISCO MORATO,SP,5/14/2020,50%
FRANCISCO MORATO,SP,5/13/2020,49%
FRANCISCO MORATO,SP,5/12/2020,49%
FRANCISCO MORATO,SP,5/11/2020,48%
FRANCISCO MORATO,SP,5/10/2020,54%
FRANCISCO MORATO,SP,5/9/2020,50%
FRANCISCO MORATO,SP,5/8/2020,46%
FRANCISCO MORATO,SP,5/7/2020,48%
FRANCISCO MORATO,SP,5/6/2020,48%
FRANCISCO MORATO,SP,5/5/2020,48%
FRANCISCO MORATO,SP,5/4/2020,48%
FRANCISCO MORATO,SP,5/3/2020,57%
FRANCISCO MORATO,SP,5/2/2020,51%
FRANCISCO MORATO,SP,5/1/2020,57%
FRANCISCO MORATO,SP,4/30/2020,47%
FRANCISCO MORATO,SP,4/29/2020,49%
FRANCISCO MORATO,SP,4/28/2020,49%
FRANCISCO MORATO,SP,4/27/2020,50%
FRANCISCO MORATO,SP,4/26/2020,59%
FRANCISCO MORATO,SP,4/25/2020,53%
FRANCISCO MORATO,SP,4/24/2020,49%
FRANCISCO MORATO,SP,4/23/2020,49%
FRANCISCO MORATO,SP,4/22/2020,49%
FRANCISCO MORATO,SP,4/21/2020,57%
FRANCISCO MORATO,SP,4/20/2020,51%
FRANCISCO MORATO,SP,4/19/2020,60%
FRANCISCO MORATO,SP,4/18/2020,54%
FRANCISCO MORATO,SP,4/17/2020,49%
FRANCISCO MORATO,SP,4/16/2020,51%
FRANCISCO MORATO,SP,4/15/2020,51%
FRANCISCO MORATO,SP,4/14/2020,50%
FRANCISCO MORATO,SP,4/13/2020,51%
FRANCISCO MORATO,SP,4/12/2020,59%
FRANCISCO MORATO,SP,4/11/2020,54%
FRANCISCO MORATO,SP,4/10/2020,58%
FRANCISCO MORATO,SP,4/9/2020,48%
FRANCISCO MORATO,SP,4/8/2020,48%
FRANCISCO MORATO,SP,4/7/2020,50%
FRANCISCO MORATO,SP,4/6/2020,50%
FRANCISCO MORATO,SP,4/5/2020,58%
FRANCISCO MORATO,SP,4/4/2020,56%
FRANCISCO MORATO,SP,4/3/2020,53%
FRANCISCO MORATO,SP,4/2/2020,52%
FRANCISCO MORATO,SP,4/1/2020,51%
FRANCISCO MORATO,SP,3/31/2020,54%
FRANCISCO MORATO,SP,3/30/2020,54%
FRANCISCO MORATO,SP,3/29/2020,57%
FRANCISCO MORATO,SP,3/28/2020,54%
FRANCISCO MORATO,SP,3/27/2020,50%
FRANCISCO MORATO,SP,3/26/2020,49%
FRANCISCO MORATO,SP,3/25/2020,52%
FRANCISCO MORATO,SP,3/24/2020,50%
FRANCISCO MORATO,SP,3/23/2020,51%
FRANCISCO MORATO,SP,3/22/2020,55%
FRANCISCO MORATO,SP,3/21/2020,54%
FRANCISCO MORATO,SP,3/20/2020,42%
FRANCISCO MORATO,SP,3/19/2020,41%
FRANCISCO MORATO,SP,3/18/2020,39%
FRANCISCO MORATO,SP,3/17/2020,39%
FRANCISCO MORATO,SP,3/13/2020,34%
FRANCISCO MORATO,SP,3/12/2020,32%
FRANCISCO MORATO,SP,3/6/2020,33%
FRANCISCO MORATO,SP,3/5/2020,34%
FRANCO DA ROCHA,SP,5/21/2020,44%
FRANCO DA ROCHA,SP,5/20/2020,44%
FRANCO DA ROCHA,SP,5/19/2020,43%
FRANCO DA ROCHA,SP,5/18/2020,43%
FRANCO DA ROCHA,SP,5/17/2020,49%
FRANCO DA ROCHA,SP,5/16/2020,45%
FRANCO DA ROCHA,SP,5/15/2020,51%
FRANCO DA ROCHA,SP,5/14/2020,50%
FRANCO DA ROCHA,SP,5/13/2020,51%
FRANCO DA ROCHA,SP,5/12/2020,50%
FRANCO DA ROCHA,SP,5/11/2020,51%
