"uf","MUNICIPIO","ESTIMATIVA2019","tipo","longitude","latitude","cod_uf","IDH","espvida","gini","t_agua","rdpc","AR_MUN_2019","densidade"
"CE","SANTANA DO CARIRI",NA,"cidade",NA,NA,"23",0.612,71.72,0.56,60.84,212.7,NA,NA
"CE","SANTA QUITÉRIA",NA,"cidade",NA,NA,"23",0.616,71.48,0.56,70.35,238.84,NA,NA
"CE","SÃO BENEDITO",NA,"cidade",NA,NA,"23",0.611,70.84,0.51,86.7,263.94,NA,NA
"CE","SÃO GONÇALO DO AMARANTE",NA,"cidade",NA,NA,"23",0.665,71.47,0.51,84.02,309.14,NA,NA
"CE","SÃO JOÃO DO JAGUARIBE",NA,"cidade",NA,NA,"23",0.654,72.04,0.5,96.16,378.76,NA,NA
"CE","SÃO LUÍS DO CURU",NA,"cidade",NA,NA,"23",0.62,68.13,0.51,69.28,257.9,NA,NA
"CE","SENADOR POMPEU",NA,"cidade",NA,NA,"23",0.619,71.22,0.51,76.83,283.8,NA,NA
"CE","SENADOR SÁ",NA,"cidade",NA,NA,"23",0.603,69.12,0.52,82.46,214.23,NA,NA
"CE","SOBRAL",NA,"cidade",NA,NA,"23",0.714,74.93,0.56,95.01,448.89,NA,NA
"CE","SOLONÓPOLE",NA,"cidade",NA,NA,"23",0.625,70.22,0.51,75.98,269.25,NA,NA
"CE","TABULEIRO DO NORTE",NA,"cidade",NA,NA,"23",0.645,72.43,0.53,75.47,379.75,NA,NA
"CE","TAMBORIL",NA,"cidade",NA,NA,"23",0.58,71.71,0.52,81.34,211.64,NA,NA
"CE","TARRAFAS",NA,"cidade",NA,NA,"23",0.576,70.04,0.54,77.41,214.72,NA,NA
"CE","TAUÁ",NA,"cidade",NA,NA,"23",0.633,71.4,0.57,78.22,305.42,NA,NA
"CE","TEJUÇUOCA",NA,"cidade",NA,NA,"23",0.584,69.54,0.52,59.92,199.81,NA,NA
"CE","TIANGUÁ",NA,"cidade",NA,NA,"23",0.657,71.07,0.61,89.94,398.29,NA,NA
"CE","TRAIRI",NA,"cidade",NA,NA,"23",0.606,69.34,0.55,75.99,205.89,NA,NA
"CE","TURURU",NA,"cidade",NA,NA,"23",0.606,70.57,0.54,79.47,188.84,NA,NA
"CE","UBAJARA",NA,"cidade",NA,NA,"23",0.648,71.14,0.54,80.45,325.13,NA,NA
"CE","UMARI",NA,"cidade",NA,NA,"23",0.591,71.65,0.55,80.46,223.62,NA,NA
"CE","UMIRIM",NA,"cidade",NA,NA,"23",0.587,70.07,0.53,77.86,195.42,NA,NA
"CE","URUBURETAMA",NA,"cidade",NA,NA,"23",0.639,70.57,0.54,76.87,267.47,NA,NA
"CE","URUOCA",NA,"cidade",NA,NA,"23",0.566,69.7,0.53,71.33,182.85,NA,NA
"CE","VARJOTA",NA,"cidade",NA,NA,"23",0.611,68.65,0.52,91.82,286.41,NA,NA
"CE","VÁRZEA ALEGRE",NA,"cidade",NA,NA,"23",0.629,70.54,0.54,84.62,276.17,NA,NA
"CE","VIÇOSA DO CEARÁ",NA,"cidade",NA,NA,"23",0.571,70.2,0.6,65.81,204.23,NA,NA
"RN","ACARI",NA,"cidade",NA,NA,"24",0.679,71.73,0.49,87.52,410.61,NA,NA
"RN","AÇU",NA,"cidade",NA,NA,"24",0.661,72.69,0.53,88.83,432.38,NA,NA
"RN","AFONSO BEZERRA",NA,"cidade",NA,NA,"24",0.585,67.76,0.53,76.2,261.3,NA,NA
"RN","ÁGUA NOVA",NA,"cidade",NA,NA,"24",0.616,71.56,0.44,86.49,212.82,NA,NA
"RN","ALEXANDRIA",NA,"cidade",NA,NA,"24",0.606,71.71,0.53,84.87,296.5,NA,NA
"RN","ALMINO AFONSO",NA,"cidade",NA,NA,"24",0.624,69.32,0.49,73.19,291.3,NA,NA
"RN","ALTO DO RODRIGUES",NA,"cidade",NA,NA,"24",0.672,72.98,0.47,85.87,447.67,NA,NA
"RN","ANGICOS",NA,"cidade",NA,NA,"24",0.624,70.34,0.51,90.47,347.65,NA,NA
"RN","ANTÔNIO MARTINS",NA,"cidade",NA,NA,"24",0.578,70.6,0.51,84.71,251.04,NA,NA
"RN","APODI",NA,"cidade",NA,NA,"24",0.639,69.79,0.55,71.44,358.66,NA,NA
"RN","AREIA BRANCA",NA,"cidade",NA,NA,"24",0.682,72.38,0.48,86.47,449.02,NA,NA
"RN","ARÊS",NA,"cidade",NA,NA,"24",0.606,68.47,0.53,86.96,309.04,NA,NA
"RN","AUGUSTO SEVERO",NA,"cidade",NA,NA,"24",0.621,71.46,0.68,55.03,388.39,NA,NA
"RN","BAÍA FORMOSA",NA,"cidade",NA,NA,"24",0.609,68.05,0.47,90.93,315.25,NA,NA
"RN","BARAÚNA",NA,"cidade",NA,NA,"24",0.574,70.36,0.42,80.07,263.68,NA,NA
"RN","BARCELONA",NA,"cidade",NA,NA,"24",0.566,68.58,0.5,80.12,266.71,NA,NA
"RN","BENTO FERNANDES",NA,"cidade",NA,NA,"24",0.582,69.22,0.47,75.37,233.48,NA,NA
"RN","BODÓ",NA,"cidade",NA,NA,"24",0.629,71.33,0.52,76.83,277.16,NA,NA
"RN","BOM JESUS",NA,"cidade",NA,NA,"24",0.584,69.56,0.54,87.55,300.38,NA,NA
"RN","BREJINHO",NA,"cidade",NA,NA,"24",0.592,68.29,0.49,86.99,304.8,NA,NA
"RN","CAIÇARA DO NORTE",NA,"cidade",NA,NA,"24",0.574,68.61,0.53,92.22,280.53,NA,NA
"RN","CAIÇARA DO RIO DO VENTO",NA,"cidade",NA,NA,"24",0.587,69.01,0.49,89.46,250.07,NA,NA
"RN","CAICÓ",NA,"cidade",NA,NA,"24",0.71,74.45,0.56,93.35,637.13,NA,NA
"RN","CAMPO REDONDO",NA,"cidade",NA,NA,"24",0.626,70.47,0.56,50.76,251.73,NA,NA
"RN","CANGUARETAMA",NA,"cidade",NA,NA,"24",0.579,68.07,0.49,92.07,256.22,NA,NA
"RN","CARAÚBAS",NA,"cidade",NA,NA,"24",0.638,72.15,0.54,78.57,321.99,NA,NA
"RN","CARNAÚBA DOS DANTAS",NA,"cidade",NA,NA,"24",0.659,72.76,0.41,79.1,387.8,NA,NA
"RN","CARNAUBAIS",NA,"cidade",NA,NA,"24",0.589,69.25,0.52,87.53,300.27,NA,NA
"RN","CEARÁ-MIRIM",NA,"cidade",NA,NA,"24",0.616,71.44,0.51,81.18,332.89,NA,NA
"RN","CERRO CORÁ",NA,"cidade",NA,NA,"24",0.607,70.26,0.54,67.07,282.84,NA,NA
"RN","CORONEL EZEQUIEL",NA,"cidade",NA,NA,"24",0.587,71.68,0.55,51.3,238.25,NA,NA
"RN","CORONEL JOÃO PESSOA",NA,"cidade",NA,NA,"24",0.578,69.86,0.5,86.02,243.22,NA,NA
"RN","CRUZETA",NA,"cidade",NA,NA,"24",0.654,69.89,0.42,85.01,339.38,NA,NA
"RN","CURRAIS NOVOS",NA,"cidade",NA,NA,"24",0.691,72.62,0.58,88.17,526.96,NA,NA
"RN","DOUTOR SEVERIANO",NA,"cidade",NA,NA,"24",0.621,69.79,0.49,90.91,272.21,NA,NA
"RN","PARNAMIRIM",NA,"cidade",NA,NA,"24",0.766,74.52,0.55,98.66,850.44,NA,NA
"RN","ENCANTO",NA,"cidade",NA,NA,"24",0.629,72.21,0.47,78.6,312.34,NA,NA
"RN","EQUADOR",NA,"cidade",NA,NA,"24",0.623,70.87,0.5,78.87,292.55,NA,NA
"RN","ESPÍRITO SANTO",NA,"cidade",NA,NA,"24",0.558,69.88,0.54,89.32,243.23,NA,NA
"RN","EXTREMOZ",NA,"cidade",NA,NA,"24",0.66,73.5,0.54,93.88,428.65,NA,NA
"RN","FELIPE GUERRA",NA,"cidade",NA,NA,"24",0.636,71.1,0.48,77.07,298.6,NA,NA
"RN","FERNANDO PEDROZA",NA,"cidade",NA,NA,"24",0.597,68.62,0.55,79.69,269.67,NA,NA
"RN","FLORÂNIA",NA,"cidade",NA,NA,"24",0.642,71.51,0.49,83.2,359,NA,NA
"RN","FRANCISCO DANTAS",NA,"cidade",NA,NA,"24",0.606,68.91,0.5,80,298.43,NA,NA
"RN","FRUTUOSO GOMES",NA,"cidade",NA,NA,"24",0.597,69.24,0.47,81.24,269.48,NA,NA
"RN","GALINHOS",NA,"cidade",NA,NA,"24",0.564,68.39,0.57,74.01,291.78,NA,NA
"RN","GOIANINHA",NA,"cidade",NA,NA,"24",0.638,72,0.55,80.34,377.59,NA,NA
"RN","GOVERNADOR DIX-SEPT ROSADO",NA,"cidade",NA,NA,"24",0.592,70.52,0.49,59.72,267.12,NA,NA
"RN","GROSSOS",NA,"cidade",NA,NA,"24",0.664,72.39,0.49,87.02,410.84,NA,NA
"RN","GUAMARÉ",NA,"cidade",NA,NA,"24",0.626,71.13,0.51,87.74,407.49,NA,NA
"RN","IELMO MARINHO",NA,"cidade",NA,NA,"24",0.55,70.93,0.51,51.9,204.5,NA,NA
"RN","IPANGUAÇU",NA,"cidade",NA,NA,"24",0.603,69.63,0.48,74.92,273.8,NA,NA
"RN","IPUEIRA",NA,"cidade",NA,NA,"24",0.679,72.27,0.4,94.38,395.09,NA,NA
"RN","ITAJÁ",NA,"cidade",NA,NA,"24",0.624,71.11,0.42,74.27,306,NA,NA
"RN","ITAÚ",NA,"cidade",NA,NA,"24",0.614,68.62,0.48,89.11,310.63,NA,NA
"RN","JAÇANÃ",NA,"cidade",NA,NA,"24",0.604,71.35,0.48,64.86,259.77,NA,NA
"RN","JANDAÍRA",NA,"cidade",NA,NA,"24",0.569,67.54,0.53,71.66,261.85,NA,NA
"RN","JANDUÍS",NA,"cidade",NA,NA,"24",0.615,71.53,0.47,77.69,272.39,NA,NA
"RN","JANUÁRIO CICCO",NA,"cidade",NA,NA,"24",0.574,71.28,0.53,76.74,192.34,NA,NA
"RN","JAPI",NA,"cidade",NA,NA,"24",0.569,68.58,0.51,58.06,214.04,NA,NA
"RN","JARDIM DE ANGICOS",NA,"cidade",NA,NA,"24",0.565,69.37,0.53,45.07,255.49,NA,NA
"RN","JARDIM DE PIRANHAS",NA,"cidade",NA,NA,"24",0.603,72.49,0.42,82.65,314.6,NA,NA
"RN","JARDIM DO SERIDÓ",NA,"cidade",NA,NA,"24",0.663,71.31,0.5,91,447.53,NA,NA
"RN","JOÃO CÂMARA",NA,"cidade",NA,NA,"24",0.595,68.45,0.56,78.63,335.64,NA,NA
"RN","JOÃO DIAS",NA,"cidade",NA,NA,"24",0.53,71.28,0.55,79.65,174.39,NA,NA
"RN","JOSÉ DA PENHA",NA,"cidade",NA,NA,"24",0.608,72.29,0.47,93.86,301.09,NA,NA
"RN","JUCURUTU",NA,"cidade",NA,NA,"24",0.601,70.28,0.46,86.85,301.94,NA,NA
"RN","JUNDIÁ",NA,"cidade",NA,NA,"24",0.595,71.47,0.44,71.23,248.13,NA,NA
"RN","LAGOA D'ANTA",NA,"cidade",NA,NA,"24",0.601,69.36,0.54,87.4,295.37,NA,NA
"RN","LAGOA DE PEDRAS",NA,"cidade",NA,NA,"24",0.553,69.06,0.52,62.67,214.84,NA,NA
"RN","LAGOA DE VELHOS",NA,"cidade",NA,NA,"24",0.589,72.36,0.42,87.5,270.76,NA,NA
"RN","LAGOA NOVA",NA,"cidade",NA,NA,"24",0.585,70.81,0.5,85.06,233.77,NA,NA
"RN","LAGOA SALGADA",NA,"cidade",NA,NA,"24",0.582,71.28,0.54,77.91,247.22,NA,NA
"RN","LAJES",NA,"cidade",NA,NA,"24",0.624,70.37,0.49,78.74,292.5,NA,NA
"RN","LAJES PINTADAS",NA,"cidade",NA,NA,"24",0.625,71.12,0.45,68.65,258.98,NA,NA
"RN","LUCRÉCIA",NA,"cidade",NA,NA,"24",0.646,72.12,0.62,80.68,388.31,NA,NA
"RN","LUÍS GOMES",NA,"cidade",NA,NA,"24",0.608,71.56,0.55,85,237.26,NA,NA
"RN","MACAÍBA",NA,"cidade",NA,NA,"24",0.64,72.04,0.5,86.5,363.97,NA,NA
"RN","MACAU",NA,"cidade",NA,NA,"24",0.665,72.49,0.5,90.17,457.22,NA,NA
"RN","MAJOR SALES",NA,"cidade",NA,NA,"24",0.617,71.46,0.51,98.8,282.48,NA,NA
"RN","MARCELINO VIEIRA",NA,"cidade",NA,NA,"24",0.609,71.56,0.52,88.63,279.42,NA,NA
"RN","MARTINS",NA,"cidade",NA,NA,"24",0.622,71.31,0.49,76.2,295.35,NA,NA
"RN","MAXARANGUAPE",NA,"cidade",NA,NA,"24",0.608,70.83,0.52,95.99,298.87,NA,NA
"RN","MESSIAS TARGINO",NA,"cidade",NA,NA,"24",0.644,71.71,0.44,76.87,350.8,NA,NA
"RN","MONTANHAS",NA,"cidade",NA,NA,"24",0.557,67.02,0.53,92.37,249.75,NA,NA
"RN","MONTE ALEGRE",NA,"cidade",NA,NA,"24",0.609,71.18,0.52,92.77,292.15,NA,NA
"RN","MONTE DAS GAMELEIRAS",NA,"cidade",NA,NA,"24",0.598,70.14,0.48,74.31,261.41,NA,NA
"RN","MOSSORÓ",NA,"cidade",NA,NA,"24",0.72,73.64,0.52,92.76,600.28,NA,NA
"RN","NATAL",NA,"cidade",NA,NA,"24",0.763,75.08,0.61,98.91,950.34,NA,NA
"RN","NÍSIA FLORESTA",NA,"cidade",NA,NA,"24",0.622,71.37,0.53,85.22,337.75,NA,NA
"RN","NOVA CRUZ",NA,"cidade",NA,NA,"24",0.629,72.28,0.52,81.96,313.34,NA,NA
"RN","OLHO-D'ÁGUA DO BORGES",NA,"cidade",NA,NA,"24",0.585,68.14,0.48,80.53,290.17,NA,NA
"RN","OURO BRANCO",NA,"cidade",NA,NA,"24",0.645,72.31,0.43,83.3,355.71,NA,NA
"RN","PARANÁ",NA,"cidade",NA,NA,"24",0.589,71.56,0.49,88.95,219.34,NA,NA
"RN","PARAÚ",NA,"cidade",NA,NA,"24",0.603,68.23,0.46,85,298.75,NA,NA
"RN","PARAZINHO",NA,"cidade",NA,NA,"24",0.549,68.15,0.52,86.5,234.75,NA,NA
"RN","PARELHAS",NA,"cidade",NA,NA,"24",0.676,73.09,0.45,90.72,390.54,NA,NA
"RN","RIO DO FOGO",NA,"cidade",NA,NA,"24",0.569,69.28,0.52,95.91,239.1,NA,NA
"RN","PASSA E FICA",NA,"cidade",NA,NA,"24",0.606,70.79,0.51,87.26,269.09,NA,NA
"RN","PASSAGEM",NA,"cidade",NA,NA,"24",0.589,69.83,0.41,75.92,241.15,NA,NA
"RN","PATU",NA,"cidade",NA,NA,"24",0.618,71.07,0.52,62.71,331.98,NA,NA
"RN","SANTA MARIA",NA,"cidade",NA,NA,"24",0.59,71.73,0.45,72.64,251.9,NA,NA
"RN","PAU DOS FERROS",NA,"cidade",NA,NA,"24",0.678,73.16,0.54,96.88,504.82,NA,NA
"RN","PEDRA GRANDE",NA,"cidade",NA,NA,"24",0.559,71.35,0.48,67,210.52,NA,NA
"RN","PEDRA PRETA",NA,"cidade",NA,NA,"24",0.558,70.1,0.56,41.54,216.3,NA,NA
"RN","PEDRO AVELINO",NA,"cidade",NA,NA,"24",0.583,72.27,0.52,71.22,289.53,NA,NA
"RN","PEDRO VELHO",NA,"cidade",NA,NA,"24",0.568,69.27,0.51,96.7,263.8,NA,NA
"RN","PENDÊNCIAS",NA,"cidade",NA,NA,"24",0.631,70.17,0.55,91.99,412.01,NA,NA
"RN","PILÕES",NA,"cidade",NA,NA,"24",0.614,71.63,0.47,88.65,270.87,NA,NA
"RN","POÇO BRANCO",NA,"cidade",NA,NA,"24",0.587,70.93,0.56,91.49,263.9,NA,NA
"RN","PORTALEGRE",NA,"cidade",NA,NA,"24",0.621,70.22,0.52,62.07,296.9,NA,NA
"RN","PORTO DO MANGUE",NA,"cidade",NA,NA,"24",0.59,68.89,0.55,58.43,257.49,NA,NA
"RN","PRESIDENTE JUSCELINO",NA,"cidade",NA,NA,"24",0.563,67.75,0.56,85.23,247.77,NA,NA
"RN","PUREZA",NA,"cidade",NA,NA,"24",0.567,71.46,0.53,57.74,198.93,NA,NA
"RN","RAFAEL FERNANDES",NA,"cidade",NA,NA,"24",0.608,69.24,0.45,51,311.04,NA,NA
"RN","RAFAEL GODEIRO",NA,"cidade",NA,NA,"24",0.654,72.32,0.49,72.75,300.88,NA,NA
"RN","RIACHO DA CRUZ",NA,"cidade",NA,NA,"24",0.584,70.03,0.47,87.82,237.37,NA,NA
"RN","RIACHO DE SANTANA",NA,"cidade",NA,NA,"24",0.591,71.56,0.5,78.94,237.37,NA,NA
"RN","RIACHUELO",NA,"cidade",NA,NA,"24",0.592,71.01,0.54,80.72,262.85,NA,NA
"RN","RODOLFO FERNANDES",NA,"cidade",NA,NA,"24",0.604,70.5,0.46,88.43,263.32,NA,NA
"RN","TIBAU",NA,"cidade",NA,NA,"24",0.635,71.13,0.55,88.82,396.51,NA,NA
"RN","RUY BARBOSA",NA,"cidade",NA,NA,"24",0.605,71.8,0.51,57.59,241.96,NA,NA
"RN","SANTA CRUZ",NA,"cidade",NA,NA,"24",0.635,70.67,0.52,86.96,327.61,NA,NA
"RN","SANTANA DO MATOS",NA,"cidade",NA,NA,"24",0.591,71.04,0.55,65.75,258.64,NA,NA
"RN","SANTANA DO SERIDÓ",NA,"cidade",NA,NA,"24",0.642,71.04,0.41,82.57,325.16,NA,NA
"RN","SANTO ANTÔNIO",NA,"cidade",NA,NA,"24",0.62,71.94,0.57,80.55,323.81,NA,NA
"RN","SÃO BENTO DO NORTE",NA,"cidade",NA,NA,"24",0.555,70.62,0.54,78.09,231.17,NA,NA
"RN","SÃO BENTO DO TRAIRÍ",NA,"cidade",NA,NA,"24",0.595,70.79,0.49,71.08,210.78,NA,NA
"RN","SÃO FERNANDO",NA,"cidade",NA,NA,"24",0.608,69.98,0.44,82.95,316.21,NA,NA
"RN","SÃO FRANCISCO DO OESTE",NA,"cidade",NA,NA,"24",0.628,71.75,0.41,92.24,298.15,NA,NA
"RN","SÃO GONÇALO DO AMARANTE",NA,"cidade",NA,NA,"24",0.661,74.72,0.44,97,377.16,NA,NA
"RN","SÃO JOÃO DO SABUGI",NA,"cidade",NA,NA,"24",0.655,71.73,0.47,84.23,379.2,NA,NA
"RN","SÃO JOSÉ DE MIPIBU",NA,"cidade",NA,NA,"24",0.611,69.86,0.55,77.09,331.85,NA,NA
"RN","SÃO JOSÉ DO CAMPESTRE",NA,"cidade",NA,NA,"24",0.615,72.34,0.5,84.14,267.55,NA,NA
"RN","SÃO JOSÉ DO SERIDÓ",NA,"cidade",NA,NA,"24",0.694,73.89,0.43,92.65,414.22,NA,NA
"RN","SÃO MIGUEL",NA,"cidade",NA,NA,"24",0.606,69.83,0.53,89.68,285.2,NA,NA
"RN","SÃO MIGUEL DO GOSTOSO",NA,"cidade",NA,NA,"24",0.591,72.39,0.51,88.21,257.1,NA,NA
"RN","SÃO PAULO DO POTENGI",NA,"cidade",NA,NA,"24",0.622,69.63,0.48,84.56,303.74,NA,NA
"RN","SÃO PEDRO",NA,"cidade",NA,NA,"24",0.589,72.62,0.52,66.34,285.21,NA,NA
"RN","SÃO RAFAEL",NA,"cidade",NA,NA,"24",0.611,72.19,0.52,82.95,309.77,NA,NA
"RN","SÃO TOMÉ",NA,"cidade",NA,NA,"24",0.585,71.22,0.49,63.4,268.71,NA,NA
"RN","SÃO VICENTE",NA,"cidade",NA,NA,"24",0.642,72.19,0.52,93.93,346.89,NA,NA
"RN","SENADOR ELÓI DE SOUZA",NA,"cidade",NA,NA,"24",0.583,70.12,0.5,83.74,207.76,NA,NA
"RN","SENADOR GEORGINO AVELINO",NA,"cidade",NA,NA,"24",0.57,69.89,0.43,92.61,234.85,NA,NA
"RN","SERRA DE SÃO BENTO",NA,"cidade",NA,NA,"24",0.582,69.46,0.53,61.87,247.06,NA,NA
"RN","SERRA DO MEL",NA,"cidade",NA,NA,"24",0.614,71.35,0.5,83.29,284.48,NA,NA
"RN","SERRA NEGRA DO NORTE",NA,"cidade",NA,NA,"24",0.597,72.22,0.42,74.11,292.16,NA,NA
"RN","SERRINHA",NA,"cidade",NA,NA,"24",0.592,70.42,0.52,56.45,240.51,NA,NA
"RN","SERRINHA DOS PINTOS",NA,"cidade",NA,NA,"24",0.598,71.92,0.5,93.51,252.46,NA,NA
"RN","SEVERIANO MELO",NA,"cidade",NA,NA,"24",0.604,68.65,0.52,69.51,293.49,NA,NA
"RN","SÍTIO NOVO",NA,"cidade",NA,NA,"24",0.572,68.32,0.46,72.25,214.04,NA,NA
"RN","TABOLEIRO GRANDE",NA,"cidade",NA,NA,"24",0.612,72.51,0.48,59.57,277.54,NA,NA
"RN","TAIPU",NA,"cidade",NA,NA,"24",0.569,71.68,0.45,76.98,235.78,NA,NA
"RN","TANGARÁ",NA,"cidade",NA,NA,"24",0.608,71.21,0.52,88.89,270.47,NA,NA
"RN","TENENTE ANANIAS",NA,"cidade",NA,NA,"24",0.592,71.73,0.46,73.71,276.94,NA,NA
"RN","TENENTE LAURENTINO CRUZ",NA,"cidade",NA,NA,"24",0.623,69.21,0.47,93.64,259.72,NA,NA
"RN","TIBAU DO SUL",NA,"cidade",NA,NA,"24",0.645,72.62,0.6,89.66,523.75,NA,NA
"RN","TIMBAÚBA DOS BATISTAS",NA,"cidade",NA,NA,"24",0.64,68.35,0.36,88.59,365.42,NA,NA
"RN","TOUROS",NA,"cidade",NA,NA,"24",0.572,67.95,0.52,81.76,264.4,NA,NA
"RN","TRIUNFO POTIGUAR",NA,"cidade",NA,NA,"24",0.602,68.81,0.48,80.81,294.09,NA,NA
"RN","UMARIZAL",NA,"cidade",NA,NA,"24",0.618,72.49,0.51,90.33,313.6,NA,NA
"RN","UPANEMA",NA,"cidade",NA,NA,"24",0.596,70.5,0.54,72.46,233.97,NA,NA
"RN","VÁRZEA",NA,"cidade",NA,NA,"24",0.626,71.28,0.48,87.84,289.33,NA,NA
"RN","VENHA-VER",NA,"cidade",NA,NA,"24",0.555,68.31,0.5,94.84,180.53,NA,NA
"RN","VERA CRUZ",NA,"cidade",NA,NA,"24",0.587,69.12,0.42,85.21,258.12,NA,NA
"RN","VIÇOSA",NA,"cidade",NA,NA,"24",0.592,69.81,0.47,91.27,247.9,NA,NA
"RN","VILA FLOR",NA,"cidade",NA,NA,"24",0.576,68.29,0.46,97.96,262.96,NA,NA
"PB","ÁGUA BRANCA",NA,"cidade",NA,NA,"25",0.572,67.72,0.54,62.95,233.65,NA,NA
"PB","AGUIAR",NA,"cidade",NA,NA,"25",0.597,70.17,0.65,61.9,407.32,NA,NA
"PB","ALAGOA GRANDE",NA,"cidade",NA,NA,"25",0.582,72.83,0.53,81.83,287.94,NA,NA
"PB","ALAGOA NOVA",NA,"cidade",NA,NA,"25",0.576,69.93,0.54,62.44,272.81,NA,NA
"PB","ALAGOINHA",NA,"cidade",NA,NA,"25",0.595,72.72,0.52,79.22,284.64,NA,NA
"PB","ALCANTIL",NA,"cidade",NA,NA,"25",0.578,70.91,0.48,2.94,245.01,NA,NA
"PB","ALGODÃO DE JANDAÍRA",NA,"cidade",NA,NA,"25",0.548,69.93,0.47,22.59,218.7,NA,NA
"PB","ALHANDRA",NA,"cidade",NA,NA,"25",0.582,71.69,0.45,89.62,236.14,NA,NA
"PB","SÃO JOÃO DO RIO DO PEIXE",NA,"cidade",NA,NA,"25",0.608,71.94,0.53,73.6,306.87,NA,NA
"PB","AMPARO",NA,"cidade",NA,NA,"25",0.606,70.14,0.5,58.65,225.5,NA,NA
"PB","APARECIDA",NA,"cidade",NA,NA,"25",0.578,69.79,0.51,81.74,271.98,NA,NA
"PB","ARAÇAGI",NA,"cidade",NA,NA,"25",0.549,69.7,0.53,61.37,230.52,NA,NA
"PB","ARARA",NA,"cidade",NA,NA,"25",0.548,67.69,0.54,76.4,276.67,NA,NA
"PB","ARARUNA",NA,"cidade",NA,NA,"25",0.567,70.45,0.52,64.38,244.02,NA,NA
"PB","AREIA",NA,"cidade",NA,NA,"25",0.594,70.34,0.55,79.97,319.92,NA,NA
"PB","AREIA DE BARAÚNAS",NA,"cidade",NA,NA,"25",0.562,65.81,0.46,56.76,270.54,NA,NA
"PB","AREIAL",NA,"cidade",NA,NA,"25",0.608,71.75,0.49,61.97,282.18,NA,NA
"PB","AROEIRAS",NA,"cidade",NA,NA,"25",0.548,69.71,0.58,39.92,226.05,NA,NA
"PB","ASSUNÇÃO",NA,"cidade",NA,NA,"25",0.609,69.3,0.54,0.77,336.67,NA,NA
"PB","BAÍA DA TRAIÇÃO",NA,"cidade",NA,NA,"25",0.581,68.84,0.58,91.84,231.78,NA,NA
"PB","BANANEIRAS",NA,"cidade",NA,NA,"25",0.568,70.98,0.59,63.09,253.3,NA,NA
"PB","BARAÚNA",NA,"cidade",NA,NA,"25",0.558,68.05,0.51,0.15,211.36,NA,NA
"PB","BARRA DE SANTANA",NA,"cidade",NA,NA,"25",0.567,69.81,0.5,16.73,211.08,NA,NA
"PB","BARRA DE SANTA ROSA",NA,"cidade",NA,NA,"25",0.562,70.2,0.52,57.58,233.51,NA,NA
"PB","BARRA DE SÃO MIGUEL",NA,"cidade",NA,NA,"25",0.572,68.7,0.45,69.87,302.44,NA,NA
"PB","BAYEUX",NA,"cidade",NA,NA,"25",0.649,71.73,0.46,98.46,376.74,NA,NA
"PB","BELÉM",NA,"cidade",NA,NA,"25",0.592,70.55,0.49,85.4,256.2,NA,NA
"PB","BELÉM DO BREJO DO CRUZ",NA,"cidade",NA,NA,"25",0.578,71.72,0.46,74.42,245.71,NA,NA
"PB","BERNARDINO BATISTA",NA,"cidade",NA,NA,"25",0.558,67.96,0.55,47.43,211.04,NA,NA
"PB","BOA VENTURA",NA,"cidade",NA,NA,"25",0.599,72.38,0.46,74.6,271.06,NA,NA
"PB","BOA VISTA",NA,"cidade",NA,NA,"25",0.649,72.73,0.42,61.5,314.11,NA,NA
"PB","BOM JESUS",NA,"cidade",NA,NA,"25",0.597,70.72,0.5,74.82,303.29,NA,NA
"PB","BOM SUCESSO",NA,"cidade",NA,NA,"25",0.592,70.14,0.45,90.68,257.9,NA,NA
"PB","BONITO DE SANTA FÉ",NA,"cidade",NA,NA,"25",0.574,72.18,0.52,76.22,267.09,NA,NA
"PB","BOQUEIRÃO",NA,"cidade",NA,NA,"25",0.607,70.79,0.46,73.46,319.11,NA,NA
"PB","IGARACY",NA,"cidade",NA,NA,"25",0.61,72.65,0.52,77.28,286.68,NA,NA
"PB","BORBOREMA",NA,"cidade",NA,NA,"25",0.558,69.99,0.5,84.3,236.01,NA,NA
"PB","BREJO DO CRUZ",NA,"cidade",NA,NA,"25",0.597,72.85,0.47,75.92,287.2,NA,NA
"PB","BREJO DOS SANTOS",NA,"cidade",NA,NA,"25",0.619,71.58,0.46,87.29,267.6,NA,NA
"PB","CAAPORÃ",NA,"cidade",NA,NA,"25",0.602,70.41,0.47,86.11,268.46,NA,NA
"PB","CABACEIRAS",NA,"cidade",NA,NA,"25",0.611,70.54,0.46,74.6,283.93,NA,NA
"PB","CABEDELO",NA,"cidade",NA,NA,"25",0.748,74.31,0.7,97.74,1036.21,NA,NA
"PB","CACHOEIRA DOS ÍNDIOS",NA,"cidade",NA,NA,"25",0.587,70.95,0.5,72.55,301.77,NA,NA
"PB","CACIMBA DE AREIA",NA,"cidade",NA,NA,"25",0.596,71.25,0.49,58.39,249.79,NA,NA
"PB","CACIMBA DE DENTRO",NA,"cidade",NA,NA,"25",0.564,71.59,0.53,72.19,246.21,NA,NA
"PB","CACIMBAS",NA,"cidade",NA,NA,"25",0.523,65.3,0.53,55.09,181.17,NA,NA
"PB","CAIÇARA",NA,"cidade",NA,NA,"25",0.592,68.96,0.51,72.24,294.68,NA,NA
"PB","CAJAZEIRAS",NA,"cidade",NA,NA,"25",0.679,73.87,0.56,86.38,511.56,NA,NA
