"uf","MUNICIPIO","ESTIMATIVA2019","tipo","longitude","latitude","cod_uf","IDH","espvida","gini","t_agua","rdpc","AR_MUN_2019","densidade"
"SP","Nuporanga",7432,"cidade",-47.742942,-20.729619,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Ocauçu",4289,"cidade",-49.922005,-22.437979,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Óleo",2496,"cidade",-49.341924,-22.943461,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Olímpia",54772,"cidade",-48.910625,-20.736634,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Onda Verde",4381,"cidade",-49.292925,-20.60423,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Oriente",6515,"cidade",-50.097105,-22.154939,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Orindiúva",7066,"cidade",-49.346395,-20.18607,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Orlândia",44028,"cidade",-47.885205,-20.716925,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Osasco",698418,"cidade",-46.791555,-23.53239,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Oscar Bressane",2603,"cidade",-50.281118,-22.314874,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Osvaldo Cruz",32879,"cidade",-50.879288,-21.796753,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Ourinhos",113542,"cidade",-49.869702,-22.979695,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Ouro Verde",8562,"cidade",-51.702398,-21.48715,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Ouroeste",10361,"cidade",-50.376807,-20.006052,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pacaembu",14197,"cidade",-51.265366,-21.562661,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Palestina",12957,"cidade",-49.430854,-20.390046,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Palmares Paulista",13275,"cidade",-48.803656,-21.085369,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Palmeira d'Oeste",9283,"cidade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Palmital",22221,"cidade",-50.217964,-22.785849,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Panorama",15777,"cidade",-51.856185,-21.353973,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Paraguaçu Paulista",45703,"cidade",-50.57316,-22.411369,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Paraibuna",18222,"cidade",-45.663943,-23.387213,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Paraíso",6454,"cidade",-48.776105,-21.015911,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Paranapanema",20197,"cidade",-48.721435,-23.386196,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Paranapuã",4078,"cidade",-50.588634,-20.104774,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Parapuã",10964,"cidade",-50.794882,-21.779205,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pardinho",6435,"cidade",-48.367942,-23.084056,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pariquera-Açu",19648,"cidade",-47.874152,-24.714652,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Parisi",2161,"cidade",-50.016277,-20.303397,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Patrocínio Paulista",14670,"cidade",-47.280124,-20.638361,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Paulicéia",7366,"cidade",-51.832098,-21.315262,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Paulínia",109424,"cidade",-47.148776,-22.754178,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Paulistânia",1833,"cidade",-49.400845,-22.576831,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Paulo de Faria",8945,"cidade",-49.400013,-20.029612,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pederneiras",46687,"cidade",-48.778113,-22.351086,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pedra Bela",6093,"cidade",-46.44555,-22.790174,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pedranópolis",2494,"cidade",-50.112937,-20.247378,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pedregulho",16744,"cidade",-47.47745,-20.253468,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pedreira",47919,"cidade",-46.894846,-22.741347,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pedrinhas Paulista",3093,"cidade",-50.793287,-22.817378,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pedro de Toledo",11331,"cidade",-47.23537,-24.276391,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Penápolis",63407,"cidade",-50.076855,-21.414765,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pereira Barreto",25669,"cidade",-51.112268,-20.636767,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pereiras",8668,"cidade",-47.972005,-23.08037,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Peruíbe",68284,"cidade",-47.0012,-24.311974,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Piacatu",5980,"cidade",-50.600343,-21.592142,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Piedade",55348,"cidade",-47.425572,-23.713941,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pilar do Sul",29185,"cidade",-47.722151,-23.807716,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pindamonhangaba",168328,"cidade",-45.461264,-22.92463,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pindorama",17049,"cidade",-48.90861,-21.1853,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pinhalzinho",15207,"cidade",-46.589679,-22.781115,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Piquerobi",3692,"cidade",-51.728164,-21.874671,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Piquete",13657,"cidade",-45.186919,-22.606881,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Piracaia",27303,"cidade",-46.359374,-23.052545,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Piracicaba",404142,"cidade",-47.647612,-22.733801,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Piraju",29806,"cidade",-49.380335,-23.198066,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pirajuí",25492,"cidade",-49.460777,-21.998986,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pirangi",11417,"cidade",-48.660733,-21.0886,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pirapora do Bom Jesus",18895,"cidade",-46.999103,-23.396487,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pirapozinho",27527,"cidade",-51.497635,-22.271125,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pirassununga",76409,"cidade",-47.425746,-21.995982,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Piratininga",13636,"cidade",-49.133869,-22.41416,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pitangueiras",39719,"cidade",-48.220951,-21.013203,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Planalto",5237,"cidade",-49.933034,-21.034249,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Platina",3550,"cidade",-50.210422,-22.637142,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Poá",117452,"cidade",-46.347292,-23.533285,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Poloni",6059,"cidade",-49.825756,-20.782909,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pompéia",22014,"cidade",-50.175964,-22.10704,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pongaí",3416,"cidade",-49.360421,-21.73956,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pontal",49961,"cidade",-48.042261,-21.021565,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pontalinda",4628,"cidade",-50.525754,-20.439624,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pontes Gestal",2577,"cidade",-49.706355,-20.172692,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Populina",4169,"cidade",-50.538035,-19.945297,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Porangaba",9925,"cidade",-48.119464,-23.17615,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Porto Feliz",53098,"cidade",-47.52512,-23.209318,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Porto Ferreira",56150,"cidade",-47.487034,-21.849814,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Potim",24643,"cidade",-45.255205,-22.834327,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Potirendaba",17361,"cidade",-49.381509,-21.042789,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pracinha",4093,"cidade",-51.086791,-21.849563,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pradópolis",21496,"cidade",-48.067869,-21.362578,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Praia Grande",325073,"cidade",-46.412057,-24.008378,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Pratânia",5261,"cidade",-48.663618,-22.811183,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Presidente Alves",4094,"cidade",-49.438133,-22.09991,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Presidente Bernardes",13106,"cidade",-51.556507,-22.008198,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Presidente Epitácio",44200,"cidade",-52.11114,-21.765074,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Presidente Prudente",228743,"cidade",-51.392526,-22.120654,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Presidente Venceslau",39516,"cidade",-51.844744,-21.873233,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Promissão",40432,"cidade",-49.85989,-21.535572,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Quadra",3804,"cidade",-48.054657,-23.299332,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Quatá",14109,"cidade",-50.696605,-22.24559,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Queiroz",3406,"cidade",-50.241461,-21.796865,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Queluz",13420,"cidade",-44.778105,-22.531171,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Quintana",6638,"cidade",-50.307028,-22.069172,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Rafard",9076,"cidade",-47.531795,-23.010508,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Rancharia",29707,"cidade",-50.893041,-22.22691,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Redenção da Serra",3851,"cidade",-45.54222,-23.263763,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Regente Feijó",20261,"cidade",-51.30545,-22.218131,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Reginópolis",9621,"cidade",-49.226782,-21.891372,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Registro",56322,"cidade",-47.844895,-24.497942,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Restinga",7593,"cidade",-47.483254,-20.605593,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Ribeira",3340,"cidade",-49.004409,-24.65171,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Ribeirão Bonito",13219,"cidade",-48.182041,-22.068536,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Ribeirão Branco",16444,"cidade",-48.763545,-24.22058,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Ribeirão Corrente",4718,"cidade",-47.590394,-20.457872,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Ribeirão do Sul",4541,"cidade",-49.933037,-22.789013,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Ribeirão dos Índios",2225,"cidade",-51.610343,-21.838201,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Ribeirão Grande",7673,"cidade",-48.367931,-24.10114,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Ribeirão Pires",123393,"cidade",-46.405805,-23.706669,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Ribeirão Preto",703293,"cidade",-47.809875,-21.169923,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Rifaina",3629,"cidade",-47.429109,-20.080256,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Rincão",10799,"cidade",-48.072838,-21.589429,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Rinópolis",9981,"cidade",-50.723908,-21.728402,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Rio Claro",206424,"cidade",-47.554632,-22.398378,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Rio das Pedras",35228,"cidade",-47.604657,-22.841723,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Rio Grande da Serra",50846,"cidade",-46.397084,-23.743724,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Riolândia",12518,"cidade",-49.683582,-19.986789,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Riversul",5524,"cidade",-49.428965,-23.829003,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Rosana",16643,"cidade",-53.060296,-22.578173,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Roseira",10712,"cidade",-45.306993,-22.893834,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Rubiácea",3128,"cidade",-50.729564,-21.300568,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Rubinéia",3148,"cidade",-51.007034,-20.175906,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Sabino",5590,"cidade",-49.575546,-21.45934,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Sagres",2432,"cidade",-50.959381,-21.88232,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Sales",6331,"cidade",-49.489658,-21.342738,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Sales Oliveira",11890,"cidade",-47.836873,-20.769612,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Salesópolis",17139,"cidade",-45.84653,-23.528805,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Salmourão",5300,"cidade",-50.861366,-21.626729,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Saltinho",8286,"cidade",-47.675371,-22.844167,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Salto",118663,"cidade",-47.293087,-23.199592,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Salto de Pirapora",45422,"cidade",-47.574322,-23.647387,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Salto Grande",9331,"cidade",-49.983134,-22.889389,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Sandovalina",4302,"cidade",-51.764822,-22.455099,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Adélia",15480,"cidade",-48.80634,-21.242662,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Albertina",6008,"cidade",-50.729713,-20.031131,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Bárbara d'Oeste",193475,"cidade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Branca",14788,"cidade",-45.887521,-23.393311,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Clara d'Oeste",2115,"cidade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Cruz da Conceição",4503,"cidade",-47.451196,-22.140542,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Cruz da Esperança",2139,"cidade",-47.430381,-21.295065,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Cruz das Palmeiras",34361,"cidade",-47.248023,-21.823475,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Cruz do Rio Pardo",47673,"cidade",-49.635444,-22.89875,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Ernestina",5599,"cidade",-48.395317,-21.461769,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Fé do Sul",32322,"cidade",-50.931958,-20.208252,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Gertrudes",26898,"cidade",-47.52716,-22.457229,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Isabel",57386,"cidade",-46.223668,-23.317194,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Lúcia",8817,"cidade",-48.088469,-21.684982,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Maria da Serra",6173,"cidade",-48.159288,-22.566088,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Mercedes",2939,"cidade",-51.756353,-21.349521,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Rita d'Oeste",2498,"cidade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Rita do Passa Quatro",27557,"cidade",-47.478,-21.708323,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Rosa de Viterbo",26540,"cidade",-47.362213,-21.477568,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santa Salete",1545,"cidade",-50.688717,-20.242918,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santana da Ponte Pensa",1487,"cidade",-50.801357,-20.252311,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santana de Parnaíba",139447,"cidade",-46.922215,-23.442514,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santo Anastácio",20878,"cidade",-51.652662,-21.974662,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santo André",718773,"cidade",-46.543154,-23.67373,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santo Antônio da Alegria",6929,"cidade",-47.146372,-21.086449,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santo Antônio de Posse",23310,"cidade",-46.91919,-22.602873,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santo Antônio do Aracanguá",8420,"cidade",-50.497979,-20.933114,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santo Antônio do Jardim",5954,"cidade",-46.684487,-22.112076,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santo Antônio do Pinhal",6811,"cidade",-45.663,-22.827,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santo Expedito",3111,"cidade",-51.392894,-21.846657,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santópolis do Aguapeí",4777,"cidade",-50.504372,-21.637574,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Santos",433311,"cidade",-46.335042,-23.953543,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Bento do Sapucaí",10878,"cidade",-45.728677,-22.683744,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Bernardo do Campo",838936,"cidade",-46.564617,-23.691412,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Caetano do Sul",161127,"cidade",-46.554797,-23.62287,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Carlos",251983,"cidade",-47.885971,-22.017395,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Francisco",2821,"cidade",-50.695151,-20.362291,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São João da Boa Vista",91211,"cidade",-46.794356,-21.970747,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São João das Duas Pontes",2568,"cidade",-50.379149,-20.387857,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São João de Iracema",1922,"cidade",-50.356069,-20.511059,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São João do Pau d'Alho",2105,"cidade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Joaquim da Barra",51888,"cidade",-47.859316,-20.581158,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São José da Bela Vista",8928,"cidade",-47.642413,-20.593548,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São José do Barreiro",4147,"cidade",-44.577437,-22.641353,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São José do Rio Pardo",54946,"cidade",-46.887303,-21.595288,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São José do Rio Preto",460671,"cidade",-49.375767,-20.811289,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São José dos Campos",721944,"cidade",-45.884115,-23.189554,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Lourenço da Serra",15825,"cidade",-46.94316,-23.849134,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Luiz do Paraitinga",10687,"cidade",-45.30899,-23.220521,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Manuel",40954,"cidade",-48.572316,-22.732081,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Miguel Arcanjo",32931,"cidade",-47.993549,-23.878197,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Paulo",12252023,"cidade",-46.63952,-23.532905,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Pedro",35653,"cidade",-47.909579,-22.548256,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Pedro do Turvo",7666,"cidade",-49.742829,-22.745286,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Roque",91016,"cidade",-47.13567,-23.522598,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Sebastião",88980,"cidade",-45.414314,-23.795059,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Sebastião da Grama",12182,"cidade",-46.820753,-21.704109,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Simão",15322,"cidade",-47.551755,-21.473171,NA,NA,NA,NA,NA,NA,NA,NA
"SP","São Vicente",365798,"cidade",-46.388333,-23.957353,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Sarapuí",10285,"cidade",-47.824863,-23.63974,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Sarutaiá",3638,"cidade",-49.476259,-23.272103,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Sebastianópolis do Sul",3513,"cidade",-49.924997,-20.652323,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Serra Azul",14662,"cidade",-47.560243,-21.307381,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Serra Negra",29229,"cidade",-46.703271,-22.613941,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Serrana",45107,"cidade",-47.595239,-21.204336,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Sertãozinho",125815,"cidade",-47.987496,-21.131596,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Sete Barras",12832,"cidade",-47.927943,-24.382048,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Severínia",17496,"cidade",-48.80538,-20.810753,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Silveiras",6302,"cidade",-44.852157,-22.66384,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Socorro",41005,"cidade",-46.525118,-22.590264,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Sorocaba",679378,"cidade",-47.445073,-23.496886,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Sud Mennucci",7718,"cidade",-50.923783,-20.687225,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Sumaré",282441,"cidade",-47.272823,-22.820416,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Suzanápolis",3963,"cidade",-51.026761,-20.49809,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Suzano",297637,"cidade",-46.311181,-23.544828,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Tabapuã",12407,"cidade",-49.03074,-20.960171,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Tabatinga",16496,"cidade",-48.689577,-21.723863,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Taboão da Serra",289664,"cidade",-46.752637,-23.601867,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Taciba",6285,"cidade",-51.288221,-22.386577,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Taguaí",13859,"cidade",-49.402377,-23.445242,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Taiaçu",6295,"cidade",-48.511203,-21.143144,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Taiúva",5566,"cidade",-48.452816,-21.122333,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Tambaú",23207,"cidade",-47.270344,-21.70292,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Tanabi",25967,"cidade",-49.656319,-20.62279,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Tapiraí",7807,"cidade",-47.506248,-23.961157,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Tapiratiba",12960,"cidade",-46.744825,-21.471324,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Taquaral",2811,"cidade",-48.412553,-21.07373,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Taquaritinga",57177,"cidade",-48.510345,-21.404861,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Taquarituba",23218,"cidade",-49.240954,-23.530709,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Taquarivaí",5852,"cidade",-48.694769,-23.921116,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Tarabai",7468,"cidade",-51.562133,-22.301612,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Tarumã",15000,"cidade",-50.57862,-22.742873,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Tatuí",121766,"cidade",-47.84612,-23.348731,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Taubaté",314924,"cidade",-45.55926,-23.010414,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Tejupá",4532,"cidade",-49.372244,-23.342458,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Teodoro Sampaio",23148,"cidade",-52.168175,-22.529936,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Terra Roxa",9370,"cidade",-48.331442,-20.787015,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Tietê",42076,"cidade",-47.716378,-23.110098,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Timburi",2658,"cidade",-49.609583,-23.205674,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Torre de Pedra",2412,"cidade",-48.195507,-23.246173,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Torrinha",10010,"cidade",-48.17314,-22.423721,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Trabiju",1724,"cidade",-48.334168,-22.038783,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Tremembé",47185,"cidade",-45.547526,-22.95714,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Três Fronteiras",5807,"cidade",-50.890528,-20.234355,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Tuiuti",6894,"cidade",-46.693746,-22.819324,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Tupã",65524,"cidade",-50.519113,-21.933528,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Tupi Paulista",15495,"cidade",-51.575004,-21.382455,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Turiúba",2016,"cidade",-50.11349,-20.942758,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Turmalina",1727,"cidade",-50.479198,-20.048588,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Ubarana",6309,"cidade",-49.719765,-21.164965,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Ubatuba",90799,"cidade",-45.083415,-23.433162,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Ubirajara",4780,"cidade",-49.66126,-22.527208,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Uchoa",10110,"cidade",-49.171295,-20.951106,NA,NA,NA,NA,NA,NA,NA,NA
"SP","União Paulista",1844,"cidade",-49.902509,-20.886227,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Urânia",9114,"cidade",-50.645498,-20.245461,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Uru",1165,"cidade",-49.284846,-21.786641,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Urupês",13809,"cidade",-49.293103,-21.203207,NA,NA,NA,NA,NA,NA,NA,NA
"SP","Valentim Gentil",13326,"cidade",-50.088928,-20.421681,NA,NA,NA,NA,NA,NA,NA,NA
