"dataset(dia)","cidade","UF","Cdufmun","DATA","Escala.de.cor","Número de registros","População","Índice.de.isolamento"
"9","Cubatão","SP","3513504",2020-04-05,">50-60%","1","130705",57
"9","Embu das Artes","SP","3515004",2020-04-05,">60-70%","1","273726",61
"9","Ferraz de Vasconcelos","SP","3515707",2020-04-05,">50-60%","1","194276",59
"9","Franca","SP","3516200",2020-04-05,">50-60%","1","353187",58
"9","Francisco Morato","SP","3516309",2020-04-05,">50-60%","1","175844",58
"9","Franco da Rocha","SP","3516408",2020-04-05,">50-60%","1","154489",59
"9","Guaratinguetá","SP","3518404",2020-04-05,">60-70%","1","121798",61
"9","Guarujá","SP","3518701",2020-04-05,">50-60%","1","320459",59
"9","Hortolândia","SP","3519071",2020-04-05,">60-70%","1","230851",61
"9","Ibiúna","SP","3519709",2020-04-05,">60-70%","1","78878",66
"9","Indaiatuba","SP","3520509",2020-04-05,">60-70%","1","251627",61
"9","Itanhaém","SP","3522109",2020-04-05,">60-70%","1","101816",63
"9","Itapecerica da Serra","SP","3522208",2020-04-05,">60-70%","1","175693",65
"9","Itapetininga","SP","3522307",2020-04-05,">50-60%","1","163901",57
"9","Itapeva","SP","3522406",2020-04-05,">50-60%","1","94354",54
"9","Itapevi","SP","3522505",2020-04-05,">50-60%","1","237700",59
"9","Itapira","SP","3522604",2020-04-05,">60-70%","1","74773",61
"9","Itaquaquecetuba","SP","3523107",2020-04-05,">60-70%","1","370821",63
"9","Itatiba","SP","3523404",2020-04-05,">50-60%","1","120858",57
"9","Itu","SP","3523909",2020-04-05,">50-60%","1","173939",57
"9","Jaboticabal","SP","3524303",2020-04-05,">50-60%","1","77263",57
"9","Jacareí","SP","3524402",2020-04-05,">50-60%","1","233662",60
"9","Jandira","SP","3525003",2020-04-05,">50-60%","1","124937",56
"9","Jaú","SP","3525300",2020-04-05,">50-60%","1","150252",58
"9","Leme","SP","3526704",2020-04-05,">60-70%","1","103391",60
"9","Limeira","SP","3526902",2020-04-05,">50-60%","1","306114",53
"9","Lins","SP","3527108",2020-04-05,">50-60%","1","78013",55
"9","Lorena","SP","3527207",2020-04-05,">60-70%","1","88706",67
"9","Mairiporã","SP","3528502",2020-04-05,">60-70%","1","100179",67
"9","Marília","SP","3529005",2020-04-05,">50-60%","1","238882",53
"9","Matão","SP","3529302",2020-04-05,">50-60%","1","83170",55
"9","Mogi Guaçu","SP","3530706",2020-04-05,">50-60%","1","151888",58
"9","Mogi Mirim","SP","3530805",2020-04-05,">60-70%","1","93189",61
"9","Ourinhos","SP","3534708",2020-04-05,">50-60%","1","113542",54
"9","Paulínia","SP","3536505",2020-04-05,">60-70%","1","109424",62
"9","Pindamonhangaba","SP","3538006",2020-04-05,">60-70%","1","168328",64
"9","Pirassununga","SP","3539301",2020-04-05,">60-70%","1","76409",62
"9","Poá","SP","3539806",2020-04-05,">60-70%","1","117452",64
"9","Praia Grande","SP","3541000",2020-04-05,">50-60%","1","325073",58
"9","Presidente Prudente","SP","3541406",2020-04-05,">50-60%","1","228743",51
"9","Ribeirão Pires","SP","3543303",2020-04-05,">60-70%","1","123393",68
"9","Rio Claro","SP","3543907",2020-04-05,">50-60%","1","206424",59
"9","Salto","SP","3545209",2020-04-05,">50-60%","1","118663",59
"9","Santa Bárbara d'Oeste","SP","3545803",2020-04-05,">50-60%","1","193475",56
"9","Santana de Parnaíba","SP","3547304",2020-04-05,">60-70%","1","139447",63
"9","São Caetano do Sul","SP","3548807",2020-04-05,">50-60%","1","161127",59
"9","São Carlos","SP","3548906",2020-04-05,">60-70%","1","251983",60
"9","São João da Boa Vista","SP","3549102",2020-04-05,">60-70%","1","91211",65
"9","São Roque","SP","3550605",2020-04-05,">60-70%","1","91016",62
"9","São Sebastião","SP","3550704",2020-04-05,">70%","1","88980",71
"9","São Vicente","SP","3551009",2020-04-05,">60-70%","1","365798",64
"9","Sertãozinho","SP","3551702",2020-04-05,">60-70%","1","125815",64
"9","Sumaré","SP","3552403",2020-04-05,">50-60%","1","282441",58
"9","Suzano","SP","3552502",2020-04-05,">60-70%","1","297637",61
"9","Taboão da Serra","SP","3552809",2020-04-05,">50-60%","1","289664",58
"9","Tatuí","SP","3554003",2020-04-05,">50-60%","1","121766",59
"9","Taubaté","SP","3554102",2020-04-05,">50-60%","1","314924",59
"9","Ubatuba","SP","3555406",2020-04-05,">70%","1","90799",70
"9","Valinhos","SP","3556206",2020-04-05,">60-70%","1","129193",61
"9","Várzea Paulista","SP","3556503",2020-04-05,">40-50%","1","121838",48
"9","Vinhedo","SP","3556701",2020-04-05,">60-70%","1","78728",63
"9","Votorantim","SP","3557006",2020-04-05,">50-60%","1","122480",58
"9","Votuporanga","SP","3557105",2020-04-05,">60-70%","1","94547",62
"11","São Paulo","SP","3550308",2020-04-06,">50-60%","1","12252023",54
"11","Guarulhos","SP","3518800",2020-04-06,">50-60%","1","1379182",52
"11","Campinas","SP","3509502",2020-04-06,">50-60%","1","1204073",51
"11","São Bernardo do Campo","SP","3548708",2020-04-06,">50-60%","1","838936",52
"11","São José dos Campos","SP","3549904",2020-04-06,">50-60%","1","721944",52
"11","Santo André","SP","3547809",2020-04-06,">50-60%","1","718773",53
"11","Ribeirão Preto","SP","3543402",2020-04-06,">40-50%","1","703293",48
"11","Osasco","SP","3534401",2020-04-06,">50-60%","1","698418",53
"11","Sorocaba","SP","3552205",2020-04-06,">40-50%","1","679378",49
"11","Mauá","SP","3529401",2020-04-06,">50-60%","1","472912",53
"11","São José do Rio Preto","SP","3549805",2020-04-06,">40-50%","1","460671",46
"11","Mogi das Cruzes","SP","3530607",2020-04-06,">50-60%","1","445842",54
"11","Santos","SP","3548500",2020-04-06,">50-60%","1","433311",52
"11","Diadema","SP","3513801",2020-04-06,">50-60%","1","423884",54
"11","Jundiaí","SP","3525904",2020-04-06,">40-50%","1","418962",48
"11","Piracicaba","SP","3538709",2020-04-06,">40-50%","1","404142",49
"11","Carapicuíba","SP","3510609",2020-04-06,">50-60%","1","400927",53
"11","Bauru","SP","3506003",2020-04-06,">40-50%","1","376818",47
"11","Estado de São Paulo","","",2020-04-06,">50-60%","1","",52
"11","Americana","SP","3501608",2020-04-06,">50-60%","1","239597",50
"11","Amparo","SP","3501905",2020-04-06,">50-60%","1","72195",54
"11","Araçatuba","SP","3502804",2020-04-06,">40-50%","1","197016",45
"11","Araraquara","SP","3503208",2020-04-06,">40-50%","1","236072",47
"11","Araras","SP","3503307",2020-04-06,">50-60%","1","134236",50
"11","Arujá","SP","3503901",2020-04-06,">50-60%","1","89824",51
"11","Assis","SP","3504008",2020-04-06,">50-60%","1","104386",51
"11","Atibaia","SP","3504107",2020-04-06,">50-60%","1","142761",54
"11","Avaré","SP","3504503",2020-04-06,">50-60%","1","90655",52
"11","Barretos","SP","3505500",2020-04-06,">50-60%","1","122098",51
"11","Barueri","SP","3505708",2020-04-06,">40-50%","1","274182",47
"11","Bebedouro","SP","3506102",2020-04-06,">50-60%","1","77496",60
"11","Birigui","SP","3506508",2020-04-06,">50-60%","1","123638",53
"11","Botucatu","SP","3507506",2020-04-06,">50-60%","1","146497",51
"11","Bragança Paulista","SP","3507605",2020-04-06,">40-50%","1","168668",49
"11","Caçapava","SP","3508504",2020-04-06,">60-70%","1","94263",60
"11","Caieiras","SP","3509007",2020-04-06,">50-60%","1","101470",52
"11","Cajamar","SP","3509205",2020-04-06,">50-60%","1","76801",57
"11","Campo Limpo Paulista","SP","3509601",2020-04-06,">50-60%","1","84650",53
"11","Caraguatatuba","SP","3510500",2020-04-06,">50-60%","1","121532",60
"11","Catanduva","SP","3511102",2020-04-06,">40-50%","1","121862",45
"11","Cotia","SP","3513009",2020-04-06,">50-60%","1","249210",55
"11","Cruzeiro","SP","3513405",2020-04-06,">60-70%","1","82238",64
"11","Cubatão","SP","3513504",2020-04-06,">40-50%","1","130705",47
"11","Embu das Artes","SP","3515004",2020-04-06,">50-60%","1","273726",53
"11","Ferraz de Vasconcelos","SP","3515707",2020-04-06,">50-60%","1","194276",51
"11","Franca","SP","3516200",2020-04-06,">40-50%","1","353187",47
"11","Francisco Morato","SP","3516309",2020-04-06,">50-60%","1","175844",50
"11","Franco da Rocha","SP","3516408",2020-04-06,">50-60%","1","154489",52
"11","Guaratinguetá","SP","3518404",2020-04-06,">50-60%","1","121798",55
"11","Guarujá","SP","3518701",2020-04-06,">50-60%","1","320459",54
"11","Hortolândia","SP","3519071",2020-04-06,">50-60%","1","230851",51
"11","Ibiúna","SP","3519709",2020-04-06,">50-60%","1","78878",59
"11","Indaiatuba","SP","3520509",2020-04-06,">50-60%","1","251627",53
"11","Itanhaém","SP","3522109",2020-04-06,">50-60%","1","101816",59
"11","Itapecerica da Serra","SP","3522208",2020-04-06,">50-60%","1","175693",58
"11","Itapetininga","SP","3522307",2020-04-06,">50-60%","1","163901",53
"11","Itapeva","SP","3522406",2020-04-06,">50-60%","1","94354",51
"11","Itapevi","SP","3522505",2020-04-06,">40-50%","1","237700",50
"11","Itapira","SP","3522604",2020-04-06,">50-60%","1","74773",55
"11","Itaquaquecetuba","SP","3523107",2020-04-06,">50-60%","1","370821",54
"11","Itatiba","SP","3523404",2020-04-06,">40-50%","1","120858",49
"11","Itu","SP","3523909",2020-04-06,">50-60%","1","173939",50
"11","Jaboticabal","SP","3524303",2020-04-06,">50-60%","1","77263",52
"11","Jacareí","SP","3524402",2020-04-06,">50-60%","1","233662",51
"11","Jandira","SP","3525003",2020-04-06,">50-60%","1","124937",52
"11","Jaú","SP","3525300",2020-04-06,">50-60%","1","150252",51
"11","Leme","SP","3526704",2020-04-06,">50-60%","1","103391",56
"11","Limeira","SP","3526902",2020-04-06,">40-50%","1","306114",43
"11","Lins","SP","3527108",2020-04-06,">40-50%","1","78013",49
"11","Lorena","SP","3527207",2020-04-06,">60-70%","1","88706",63
"11","Mairiporã","SP","3528502",2020-04-06,">50-60%","1","100179",58
"11","Marília","SP","3529005",2020-04-06,">40-50%","1","238882",47
"11","Matão","SP","3529302",2020-04-06,">50-60%","1","83170",50
"11","Mogi Guaçu","SP","3530706",2020-04-06,">50-60%","1","151888",53
"11","Mogi Mirim","SP","3530805",2020-04-06,">50-60%","1","93189",55
"11","Ourinhos","SP","3534708",2020-04-06,">50-60%","1","113542",50
"11","Paulínia","SP","3536505",2020-04-06,">50-60%","1","109424",52
"11","Pindamonhangaba","SP","3538006",2020-04-06,">50-60%","1","168328",58
"11","Pirassununga","SP","3539301",2020-04-06,">50-60%","1","76409",56
"11","Poá","SP","3539806",2020-04-06,">50-60%","1","117452",56
"11","Praia Grande","SP","3541000",2020-04-06,">50-60%","1","325073",51
"11","Presidente Prudente","SP","3541406",2020-04-06,">40-50%","1","228743",44
"11","Ribeirão Pires","SP","3543303",2020-04-06,">60-70%","1","123393",61
"11","Rio Claro","SP","3543907",2020-04-06,">50-60%","1","206424",51
"11","Salto","SP","3545209",2020-04-06,">50-60%","1","118663",51
"11","Santa Bárbara d'Oeste","SP","3545803",2020-04-06,">40-50%","1","193475",49
"11","Santana de Parnaíba","SP","3547304",2020-04-06,">50-60%","1","139447",56
"11","São Caetano do Sul","SP","3548807",2020-04-06,">50-60%","1","161127",54
"11","São Carlos","SP","3548906",2020-04-06,">50-60%","1","251983",53
"11","São João da Boa Vista","SP","3549102",2020-04-06,">50-60%","1","91211",58
"11","São Roque","SP","3550605",2020-04-06,">50-60%","1","91016",56
"11","São Sebastião","SP","3550704",2020-04-06,">60-70%","1","88980",68
"11","São Vicente","SP","3551009",2020-04-06,">50-60%","1","365798",57
"11","Sertãozinho","SP","3551702",2020-04-06,">50-60%","1","125815",55
"11","Sumaré","SP","3552403",2020-04-06,">40-50%","1","282441",48
"11","Suzano","SP","3552502",2020-04-06,">50-60%","1","297637",54
"11","Taboão da Serra","SP","3552809",2020-04-06,">50-60%","1","289664",52
"11","Tatuí","SP","3554003",2020-04-06,">50-60%","1","121766",53
"11","Taubaté","SP","3554102",2020-04-06,">50-60%","1","314924",53
"11","Ubatuba","SP","3555406",2020-04-06,">60-70%","1","90799",67
"11","Valinhos","SP","3556206",2020-04-06,">50-60%","1","129193",53
"11","Várzea Paulista","SP","3556503",2020-04-06,">40-50%","1","121838",47
"11","Vinhedo","SP","3556701",2020-04-06,">50-60%","1","78728",56
"11","Votorantim","SP","3557006",2020-04-06,">50-60%","1","122480",52
"11","Votuporanga","SP","3557105",2020-04-06,">50-60%","1","94547",56
"13","São Paulo","SP","3550308",2020-04-07,">50-60%","1","12252023",52
"13","Guarulhos","SP","3518800",2020-04-07,">50-60%","1","1379182",51
"13","Campinas","SP","3509502",2020-04-07,">50-60%","1","1204073",50
"13","São Bernardo do Campo","SP","3548708",2020-04-07,">50-60%","1","838936",52
"13","São José dos Campos","SP","3549904",2020-04-07,">50-60%","1","721944",51
"13","Santo André","SP","3547809",2020-04-07,">50-60%","1","718773",52
"13","Ribeirão Preto","SP","3543402",2020-04-07,">40-50%","1","703293",47
"13","Osasco","SP","3534401",2020-04-07,">50-60%","1","698418",52
"13","Sorocaba","SP","3552205",2020-04-07,">40-50%","1","679378",48
"13","Mauá","SP","3529401",2020-04-07,">50-60%","1","472912",51
"13","São José do Rio Preto","SP","3549805",2020-04-07,">40-50%","1","460671",45
"13","Mogi das Cruzes","SP","3530607",2020-04-07,">50-60%","1","445842",53
"13","Santos","SP","3548500",2020-04-07,">50-60%","1","433311",51
"13","Diadema","SP","3513801",2020-04-07,">50-60%","1","423884",53
"13","Jundiaí","SP","3525904",2020-04-07,">40-50%","1","418962",47
"13","Piracicaba","SP","3538709",2020-04-07,">40-50%","1","404142",47
"13","Carapicuíba","SP","3510609",2020-04-07,">50-60%","1","400927",52
"13","Bauru","SP","3506003",2020-04-07,">40-50%","1","376818",45
"13","Estado de São Paulo","","",2020-04-07,">50-60%","1","",51
"13","Americana","SP","3501608",2020-04-07,">40-50%","1","239597",50
"13","Amparo","SP","3501905",2020-04-07,">50-60%","1","72195",52
"13","Araçatuba","SP","3502804",2020-04-07,">40-50%","1","197016",44
"13","Araraquara","SP","3503208",2020-04-07,">40-50%","1","236072",46
"13","Araras","SP","3503307",2020-04-07,">50-60%","1","134236",50
"13","Arujá","SP","3503901",2020-04-07,">50-60%","1","89824",51
"13","Assis","SP","3504008",2020-04-07,">40-50%","1","104386",50
"13","Atibaia","SP","3504107",2020-04-07,">50-60%","1","142761",51
"13","Avaré","SP","3504503",2020-04-07,">50-60%","1","90655",51
"13","Barretos","SP","3505500",2020-04-07,">40-50%","1","122098",49
"13","Barueri","SP","3505708",2020-04-07,">40-50%","1","274182",47
"13","Bebedouro","SP","3506102",2020-04-07,">50-60%","1","77496",59
"13","Birigui","SP","3506508",2020-04-07,">50-60%","1","123638",51
"13","Botucatu","SP","3507506",2020-04-07,">50-60%","1","146497",51
"13","Bragança Paulista","SP","3507605",2020-04-07,">40-50%","1","168668",48
"13","Caçapava","SP","3508504",2020-04-07,">50-60%","1","94263",57
"13","Caieiras","SP","3509007",2020-04-07,">50-60%","1","101470",52
"13","Cajamar","SP","3509205",2020-04-07,">50-60%","1","76801",55
"13","Campo Limpo Paulista","SP","3509601",2020-04-07,">50-60%","1","84650",54
"13","Caraguatatuba","SP","3510500",2020-04-07,">50-60%","1","121532",59
"13","Catanduva","SP","3511102",2020-04-07,">40-50%","1","121862",44
"13","Cotia","SP","3513009",2020-04-07,">50-60%","1","249210",54
"13","Cruzeiro","SP","3513405",2020-04-07,">60-70%","1","82238",63
"13","Cubatão","SP","3513504",2020-04-07,">40-50%","1","130705",47
"13","Embu das Artes","SP","3515004",2020-04-07,">50-60%","1","273726",51
"13","Ferraz de Vasconcelos","SP","3515707",2020-04-07,">50-60%","1","194276",51
"13","Franca","SP","3516200",2020-04-07,">40-50%","1","353187",46
"13","Francisco Morato","SP","3516309",2020-04-07,">40-50%","1","175844",50
"13","Franco da Rocha","SP","3516408",2020-04-07,">50-60%","1","154489",52
"13","Guaratinguetá","SP","3518404",2020-04-07,">50-60%","1","121798",55
"13","Guarujá","SP","3518701",2020-04-07,">50-60%","1","320459",54
"13","Hortolândia","SP","3519071",2020-04-07,">50-60%","1","230851",51
"13","Ibiúna","SP","3519709",2020-04-07,">50-60%","1","78878",59
"13","Indaiatuba","SP","3520509",2020-04-07,">50-60%","1","251627",53
"13","Itanhaém","SP","3522109",2020-04-07,">50-60%","1","101816",59
"13","Itapecerica da Serra","SP","3522208",2020-04-07,">50-60%","1","175693",56
"13","Itapetininga","SP","3522307",2020-04-07,">50-60%","1","163901",52
"13","Itapeva","SP","3522406",2020-04-07,">40-50%","1","94354",49
"13","Itapevi","SP","3522505",2020-04-07,">40-50%","1","237700",50
"13","Itapira","SP","3522604",2020-04-07,">50-60%","1","74773",53
"13","Itaquaquecetuba","SP","3523107",2020-04-07,">50-60%","1","370821",54
"13","Itatiba","SP","3523404",2020-04-07,">40-50%","1","120858",49
"13","Itu","SP","3523909",2020-04-07,">40-50%","1","173939",50
"13","Jaboticabal","SP","3524303",2020-04-07,">50-60%","1","77263",51
"13","Jacareí","SP","3524402",2020-04-07,">50-60%","1","233662",51
"13","Jandira","SP","3525003",2020-04-07,">40-50%","1","124937",50
"13","Jaú","SP","3525300",2020-04-07,">50-60%","1","150252",50
"13","Leme","SP","3526704",2020-04-07,">50-60%","1","103391",54
"13","Limeira","SP","3526902",2020-04-07,">40-50%","1","306114",43
"13","Lins","SP","3527108",2020-04-07,">40-50%","1","78013",47
"13","Lorena","SP","3527207",2020-04-07,">60-70%","1","88706",61
"13","Mairiporã","SP","3528502",2020-04-07,">50-60%","1","100179",58
"13","Marília","SP","3529005",2020-04-07,">40-50%","1","238882",46
"13","Matão","SP","3529302",2020-04-07,">40-50%","1","83170",48
"13","Mogi Guaçu","SP","3530706",2020-04-07,">50-60%","1","151888",51
"13","Mogi Mirim","SP","3530805",2020-04-07,">50-60%","1","93189",53
"13","Ourinhos","SP","3534708",2020-04-07,">40-50%","1","113542",49
"13","Paulínia","SP","3536505",2020-04-07,">40-50%","1","109424",50
"13","Pindamonhangaba","SP","3538006",2020-04-07,">50-60%","1","168328",57
"13","Pirassununga","SP","3539301",2020-04-07,">50-60%","1","76409",55
"13","Poá","SP","3539806",2020-04-07,">50-60%","1","117452",52
"13","Praia Grande","SP","3541000",2020-04-07,">50-60%","1","325073",51
"13","Presidente Prudente","SP","3541406",2020-04-07,">40-50%","1","228743",42
"13","Ribeirão Pires","SP","3543303",2020-04-07,">60-70%","1","123393",61
"13","Rio Claro","SP","3543907",2020-04-07,">50-60%","1","206424",50
"13","Salto","SP","3545209",2020-04-07,">50-60%","1","118663",50
"13","Santa Bárbara d'Oeste","SP","3545803",2020-04-07,">40-50%","1","193475",48
"13","Santana de Parnaíba","SP","3547304",2020-04-07,">50-60%","1","139447",56
"13","São Caetano do Sul","SP","3548807",2020-04-07,">50-60%","1","161127",53
"13","São Carlos","SP","3548906",2020-04-07,">50-60%","1","251983",51
"13","São João da Boa Vista","SP","3549102",2020-04-07,">50-60%","1","91211",57
"13","São Roque","SP","3550605",2020-04-07,">50-60%","1","91016",55
"13","São Sebastião","SP","3550704",2020-04-07,">60-70%","1","88980",67
"13","São Vicente","SP","3551009",2020-04-07,">50-60%","1","365798",56
"13","Sertãozinho","SP","3551702",2020-04-07,">50-60%","1","125815",54
"13","Sumaré","SP","3552403",2020-04-07,">40-50%","1","282441",46
"13","Suzano","SP","3552502",2020-04-07,">50-60%","1","297637",52
"13","Taboão da Serra","SP","3552809",2020-04-07,">50-60%","1","289664",51
"13","Tatuí","SP","3554003",2020-04-07,">50-60%","1","121766",52
"13","Taubaté","SP","3554102",2020-04-07,">50-60%","1","314924",52
"13","Ubatuba","SP","3555406",2020-04-07,">60-70%","1","90799",66
"13","Valinhos","SP","3556206",2020-04-07,">50-60%","1","129193",52
"13","Várzea Paulista","SP","3556503",2020-04-07,">40-50%","1","121838",48
"13","Vinhedo","SP","3556701",2020-04-07,">50-60%","1","78728",55
"13","Votorantim","SP","3557006",2020-04-07,">50-60%","1","122480",52
"13","Votuporanga","SP","3557105",2020-04-07,">50-60%","1","94547",55
"15","São Paulo","SP","3550308",2020-04-08,">50-60%","1","12252023",51
"15","Guarulhos","SP","3518800",2020-04-08,">50-60%","1","1379182",51
"15","Campinas","SP","3509502",2020-04-08,">40-50%","1","1204073",50
"15","São Bernardo do Campo","SP","3548708",2020-04-08,">50-60%","1","838936",52
"15","São José dos Campos","SP","3549904",2020-04-08,">50-60%","1","721944",51
"15","Santo André","SP","3547809",2020-04-08,">50-60%","1","718773",54
"15","Ribeirão Preto","SP","3543402",2020-04-08,">40-50%","1","703293",46
"15","Osasco","SP","3534401",2020-04-08,">50-60%","1","698418",52
"15","Sorocaba","SP","3552205",2020-04-08,">40-50%","1","679378",48
"15","Mauá","SP","3529401",2020-04-08,">50-60%","1","472912",51
"15","São José do Rio Preto","SP","3549805",2020-04-08,">40-50%","1","460671",44
"15","Mogi das Cruzes","SP","3530607",2020-04-08,">50-60%","1","445842",53
"15","Santos","SP","3548500",2020-04-08,">50-60%","1","433311",51
"15","Diadema","SP","3513801",2020-04-08,">50-60%","1","423884",54
"15","Jundiaí","SP","3525904",2020-04-08,">40-50%","1","418962",47
"15","Piracicaba","SP","3538709",2020-04-08,">40-50%","1","404142",48
"15","Carapicuíba","SP","3510609",2020-04-08,">50-60%","1","400927",52
"15","Bauru","SP","3506003",2020-04-08,">40-50%","1","376818",44
"15","Estado de São Paulo","","",2020-04-08,">40-50%","1","",50
"15","Americana","SP","3501608",2020-04-08,">40-50%","1","239597",49
"15","Amparo","SP","3501905",2020-04-08,">50-60%","1","72195",54
"15","Araçatuba","SP","3502804",2020-04-08,">40-50%","1","197016",43
"15","Araraquara","SP","3503208",2020-04-08,">40-50%","1","236072",45
"15","Araras","SP","3503307",2020-04-08,">40-50%","1","134236",49
"15","Arujá","SP","3503901",2020-04-08,">50-60%","1","89824",51
"15","Assis","SP","3504008",2020-04-08,">40-50%","1","104386",48
"15","Atibaia","SP","3504107",2020-04-08,">50-60%","1","142761",50
"15","Avaré","SP","3504503",2020-04-08,">40-50%","1","90655",49
"15","Barretos","SP","3505500",2020-04-08,">40-50%","1","122098",49
"15","Barueri","SP","3505708",2020-04-08,">40-50%","1","274182",46
"15","Bebedouro","SP","3506102",2020-04-08,">50-60%","1","77496",57
"15","Birigui","SP","3506508",2020-04-08,">40-50%","1","123638",50
"15","Botucatu","SP","3507506",2020-04-08,">40-50%","1","146497",50
"15","Bragança Paulista","SP","3507605",2020-04-08,">40-50%","1","168668",47
"15","Caçapava","SP","3508504",2020-04-08,">50-60%","1","94263",58
"15","Caieiras","SP","3509007",2020-04-08,">50-60%","1","101470",50
"15","Cajamar","SP","3509205",2020-04-08,">50-60%","1","76801",54
"15","Campo Limpo Paulista","SP","3509601",2020-04-08,">50-60%","1","84650",52
"15","Caraguatatuba","SP","3510500",2020-04-08,">50-60%","1","121532",57
"15","Catanduva","SP","3511102",2020-04-08,">40-50%","1","121862",42
"15","Cotia","SP","3513009",2020-04-08,">50-60%","1","249210",54
"15","Cruzeiro","SP","3513405",2020-04-08,">60-70%","1","82238",63
"15","Cubatão","SP","3513504",2020-04-08,">40-50%","1","130705",45
"15","Embu das Artes","SP","3515004",2020-04-08,">50-60%","1","273726",51
"15","Ferraz de Vasconcelos","SP","3515707",2020-04-08,">50-60%","1","194276",50
"15","Franca","SP","3516200",2020-04-08,">40-50%","1","353187",45
"15","Francisco Morato","SP","3516309",2020-04-08,">40-50%","1","175844",48
"15","Franco da Rocha","SP","3516408",2020-04-08,">50-60%","1","154489",51
"15","Guaratinguetá","SP","3518404",2020-04-08,">50-60%","1","121798",54
"15","Guarujá","SP","3518701",2020-04-08,">50-60%","1","320459",54
"15","Hortolândia","SP","3519071",2020-04-08,">50-60%","1","230851",51
"15","Ibiúna","SP","3519709",2020-04-08,">50-60%","1","78878",59
"15","Indaiatuba","SP","3520509",2020-04-08,">50-60%","1","251627",52
"15","Itanhaém","SP","3522109",2020-04-08,">50-60%","1","101816",58
"15","Itapecerica da Serra","SP","3522208",2020-04-08,">50-60%","1","175693",55
"15","Itapetininga","SP","3522307",2020-04-08,">50-60%","1","163901",51
"15","Itapeva","SP","3522406",2020-04-08,">40-50%","1","94354",47
"15","Itapevi","SP","3522505",2020-04-08,">50-60%","1","237700",51
"15","Itapira","SP","3522604",2020-04-08,">50-60%","1","74773",52
"15","Itaquaquecetuba","SP","3523107",2020-04-08,">50-60%","1","370821",54
"15","Itatiba","SP","3523404",2020-04-08,">40-50%","1","120858",46
"15","Itu","SP","3523909",2020-04-08,">40-50%","1","173939",48
"15","Jaboticabal","SP","3524303",2020-04-08,">40-50%","1","77263",49
"15","Jacareí","SP","3524402",2020-04-08,">50-60%","1","233662",51
"15","Jandira","SP","3525003",2020-04-08,">50-60%","1","124937",51
"15","Jaú","SP","3525300",2020-04-08,">40-50%","1","150252",49
"15","Leme","SP","3526704",2020-04-08,">50-60%","1","103391",53
"15","Limeira","SP","3526902",2020-04-08,">40-50%","1","306114",43
"15","Lins","SP","3527108",2020-04-08,">40-50%","1","78013",47
"15","Lorena","SP","3527207",2020-04-08,">60-70%","1","88706",61
"15","Mairiporã","SP","3528502",2020-04-08,">50-60%","1","100179",57
"15","Marília","SP","3529005",2020-04-08,">40-50%","1","238882",46
"15","Matão","SP","3529302",2020-04-08,">40-50%","1","83170",47
"15","Mogi Guaçu","SP","3530706",2020-04-08,">40-50%","1","151888",48
"15","Mogi Mirim","SP","3530805",2020-04-08,">50-60%","1","93189",51
"15","Ourinhos","SP","3534708",2020-04-08,">40-50%","1","113542",48
"15","Paulínia","SP","3536505",2020-04-08,">40-50%","1","109424",50
"15","Pindamonhangaba","SP","3538006",2020-04-08,">50-60%","1","168328",56
"15","Pirassununga","SP","3539301",2020-04-08,">50-60%","1","76409",53
"15","Poá","SP","3539806",2020-04-08,">50-60%","1","117452",54
"15","Praia Grande","SP","3541000",2020-04-08,">50-60%","1","325073",51
"15","Presidente Prudente","SP","3541406",2020-04-08,">40-50%","1","228743",42
"15","Ribeirão Pires","SP","3543303",2020-04-08,">50-60%","1","123393",60
"15","Rio Claro","SP","3543907",2020-04-08,">50-60%","1","206424",51
"15","Salto","SP","3545209",2020-04-08,">40-50%","1","118663",49
"15","Santa Bárbara d'Oeste","SP","3545803",2020-04-08,">40-50%","1","193475",46
"15","Santana de Parnaíba","SP","3547304",2020-04-08,">50-60%","1","139447",54
"15","São Caetano do Sul","SP","3548807",2020-04-08,">50-60%","1","161127",51
"15","São Carlos","SP","3548906",2020-04-08,">50-60%","1","251983",52
"15","São João da Boa Vista","SP","3549102",2020-04-08,">50-60%","1","91211",55
"15","São Roque","SP","3550605",2020-04-08,">50-60%","1","91016",55
"15","São Sebastião","SP","3550704",2020-04-08,">60-70%","1","88980",67
"15","São Vicente","SP","3551009",2020-04-08,">50-60%","1","365798",57
"15","Sertãozinho","SP","3551702",2020-04-08,">50-60%","1","125815",53
"15","Sumaré","SP","3552403",2020-04-08,">40-50%","1","282441",46
"15","Suzano","SP","3552502",2020-04-08,">50-60%","1","297637",53
"15","Taboão da Serra","SP","3552809",2020-04-08,">50-60%","1","289664",51
"15","Tatuí","SP","3554003",2020-04-08,">50-60%","1","121766",51
"15","Taubaté","SP","3554102",2020-04-08,">50-60%","1","314924",51
"15","Ubatuba","SP","3555406",2020-04-08,">60-70%","1","90799",64
"15","Valinhos","SP","3556206",2020-04-08,">50-60%","1","129193",51
"15","Várzea Paulista","SP","3556503",2020-04-08,">40-50%","1","121838",47
"15","Vinhedo","SP","3556701",2020-04-08,">50-60%","1","78728",54
"15","Votorantim","SP","3557006",2020-04-08,">40-50%","1","122480",47
